"DelayedWord","DelayedRT","Studied","StudyPosition","Block","ReportedPrimeFromDay1","Day1OutputPosition","Day1PrimeCondition","Day1Prime","Day1PrimeFor","RelatedPrimePresentedonDay1"
"MOON",7996.715,NA,NA,NA,NA,"7,5","Unrelated","FROG",NA,NA
"SUN",7992.015,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FACE",2946.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SKIN",1381.725,"Studied",7,2,NA,"4","Unrelated","SMOOTH",NA,NA
"PENCIL",1884.915,"Studied",27,3,NA,"3","Identical","PRIDE",NA,NA
"WORLD",4608.285,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SNOW",2783.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIRE",1917.865,"Studied",28,3,NA,"5,7","Unrelated","FIVE",NA,NA
"TREE",5223.21,"Studied",5,4,NA,NA,NA,NA,NA,"ACORN"
"PAPER",6695.825,"Studied",34,3,"Identical",NA,NA,NA,NA,NA
"",8001.345,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7998.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8001.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7988.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BOOK",3234.425,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEAF",1640.625,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KITE",1317.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APRON",1732.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOUSE",3041.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAT",925.0950001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOG",1118.495,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAT",1126.695,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WATER",1510.435,"Studied",30,3,NA,NA,NA,NA,NA,NA
"SNOW",934.7549999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUN",3371.025,NA,NA,NA,NA,"3","Identical","MAYBE",NA,NA
"JUMP",1437.245,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWIM",1917.765,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",694.885,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",381.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",370.255,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",390.9850001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",395.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",373.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",387.075,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",345.2000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",329.0049999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",281.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",326.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALIEN",4324.765,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",402.205,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",372.315,NA,NA,NA,NA,NA,NA,NA,NA,NA
