DelayedWord,DelayedRT
,7997
FLIGHT,6675
,7990
,7990
MAD,3976
HAPPY,5335
,7998
,8006
CLOWN,4332
BUSH,3157
PACKAGE,1691
,7991
LAUGH,5490
LOVE,961
SMILE,1853
VOLCANO,4374
BIKE,2667
BREAD,1477
BIKE,3569
,7998
,7996
,7999
FOOD,852
COLLECT,2585
,7989
,7998
PLANE,3340
,7995
,7998
MAID,5775
MONKEY,3453
,7997
,7990
,7989
,7996
,7997
,7992
,264
,124
,155
,121
,14
,25
,15
,86
,33
,187
,212
,215
,54
,47
,157
,216
,208
,116
,91
MOUSE,3446
,7995
,7992
,119
,209
,167
,6645
,113
,63
,34
,307
,188
,446
,287
,122
,7992
REALLY,2963
,7997
CHILD,5665
,7999
,7995
,1583
,124
,49
,100
,104
,44
,109
,105
,112
,173
,140
,129
,117
,75
,99
,183
,175
,123
,182
,193
,131
,188
,32
