DelayedWord,DelayedRT
SMILE,5801.625
BLUE,1067.47
BIRD,2650.79
YELLOW,2049.73
TEETH,5334.4
BIG,982.4249998
SORRY,2117.06
PICTURE,1416.575
SHARK,1916.25
PURPLE,2317.305
TENNIS,1083.38
BELOW,4523.69
STOMACH,1466.335
DOOR,966.9300001
WORLD,800.1850001
LAWYER,2621.81
ST,8001.24
STREAM,1116.42
CAMP,1633.115
,8001.135
THERE,5350.66
FLOWER,4307.465
,8002.915
HOUSE,999.0300001
,8000.23
FLOOR,1482.415
CLOCK,6033.24
DOLLAR,2816.91
MONEY,933.5949998
,8001.97
,8000.53
BOOK,1849.715
,8000.58
CANDLE,3144.335
PLANT,2948.845
,8003.36
,8000.975
BP,8000.09
BOX,1165.14
,8001.15
FRIEND,4624.38
,7999.69
STORY,7149.835
,8001.2
SHOE,914.8849999
LEAVES,6449.97
,8000.125
,8010.675
,8004.025
,7999.58
BOTTLE,2149.705
TOWEL,3945.71
ROCK,7265.775
,7999.35
TISSUE,3567.205
LIGHTS,6899.095
,8547.225
,8003.195
,8001.305
BLACK,3506.87
,7996.75
SMART,1682.35
,8001.765
,7999.655
OVEN,4770.325
STOVE,2000.76
,8000.515
GLASS,1973.105
,8002.16
,8001.13
PAINTING,5815.825
FRAE,5099.01
FRAME,933.2049999
,7997.905
,8000.7
,7999.84
,8002.075
CHAIR,5482.595
,8001.11
PILLOW,6373.18
BENCH,4006.135
WHEEL,4685.235
MEAN,3732.495
,7997.67
WOOD,7558.655
,8003.425
,8000.54
,8004.14
,8000.19
,7999.795
,8001.59
SILVER,4598.075
SPOON,7157.51
FINGER,1851.18
,8000.71
,8001.615
,7996.555
CABINET,4132.8
,8000.66
,6894.415
