RecalledWord,StudyPosition,Block
JACKET,1,1
DESERT,2,1
DRESS,3,1
HEAR,4,1
TAKE,5,1
NONE,6,1
CHOOSE,7,1
WARM,8,1
BELL,9,1
MAGIC,10,1
COLLECT,11,1
CHURCH,12,1
MUSIC ,13,1
SICK,14,1
BREAK,15,1
LOVE,16,1
STICKY,17,1
SOUR,18,1
SHIP,19,1
TALK,20,1
LOSE,21,1
LETTUCE,22,1
ROOF,23,1
STORE,24,1
HAPPY,25,1
SMELL,26,1
FIND,27,1
BOARD,28,1
STRANGE,29,1
CLEAR,30,1
GAME,31,1
TREE,32,1
SING,33,1
STREET,34,1
LAUGH,35,1
SWORD,36,1
YEAR,37,1
HAIR,38,1
MAYBE,39,1
PROBLEM,40,1
VOLCANO,41,1
FOOD,42,1
DEATH,1,2
THIN,2,2
EXCUSE,3,2
PLANE ,4,2
DISAGREE,5,2
BUSH,6,2
WRONG,7,2
SLIDE,8,2
DRUGS,9,2
MARRY,10,2
ANNOY,11,2
VOTE,12,2
SPIT,13,2
MANY,14,2
CLOWN,15,2
CHILD,16,2
PACKAGE,17,2
HATE,18,2
STAMP,19,2
KNIFE,20,2
PURPOSE,21,2
PIECE,22,2
EXACT,23,2
SCISSORS,24,2
QUIET,25,2
NECK,26,2
POTATO,27,2
RENT,28,2
YOUNG,29,2
SHALLOW,30,2
RAIN,31,2
SILVER,32,2
DRAW,33,2
CARD,34,2
REAL,35,2
TOCK,36,2
TRAILER,37,2
TOOL,38,2
THANKS,39,2
STRIPE,40,2
SHERIFF,41,2
SAME,42,2
TOWN,1,3
SHIRT,2,3
ARMS,3,3
CELL,4,3
GUILT,5,3
STUPID,6,3
SELF,7,3
SKIN,8,3
CLASS,9,3
DOCTOR,10,3
TOOTH,11,3
RULE,12,3
PROPER,13,3
BRAIN,14,3
SPOTS,15,3
EXPLODE,16,3
FAKE,17,3
MOVE,18,3
STEAL,19,3
LIGHT,20,3
MILK,21,3
UNDER,22,3
REPEAT,23,3
PENNY,24,3
SHEEP,25,3
WOOD,26,3
STING,27,3
CLIMB,28,3
HEAD,29,3
KNIT,30,3
MATH,31,3
TOUCH,32,3
BREAD,33,3
GRAVE,34,3
GRAND,35,3
BIKE,36,3
SUBJECT,37,3
ROSE,38,3
WRITE,39,3
STRESS,40,3
NIGHTS,41,3
BABY,42,3
BALL ,1,4
TIRED,2,4
ENGLISH,3,4
MINIMUM,4,4
WANT,5,4
ONCE,6,4
PENCIL,7,4
CASTLE,8,4
SNEEZE,9,4
EFFECT,10,4
NINE,11,4
ALLOW,12,4
WATER,13,4
OVEN,14,4
GLASSES,15,4
FIRE,16,4
SILK,17,4
ITCH,18,4
CARRY,19,4
FINISH,20,4
SPICE,21,4
SMALL,22,4
COPY,23,4
SMART,24,4
SLEEP,25,4
HELLO,26,4
SOFT,27,4
PAPER,28,4
UNCLEAR,29,4
BANK,30,4
CAKE,31,4
PRIDE,32,4
LARGE,33,4
LETTER,34,4
MAID,35,4
SURE,36,4
BOSS,37,4
FRONT,38,4
JEANS,39,4
MONKEY,40,4
MAD,41,4
PLAN,42,4
