RecalledWord,StudyPosition,Block
ANIMAL,1,1
HORSE,2,1
TIGER,3,1
ENTER,4,1
FENCE,5,1
BEFORE,6,1
FOUND,7,1
CLOSE,8,1
PLANT,9,1
MEAN,10,1
MINUS,11,1
SHORT,12,1
PHONE,13,1
CLOCK,14,1
QUEEN,15,1
EARLY,16,1
WORST,17,1
SHARK,18,1
THROW,19,1
WHOLE,20,1
WHERE,21,1
FINGER,22,1
PEPPER,23,1
QUART,24,1
YOURS,25,1
ROCK,26,1
UNCLE,27,1
BEHIND,28,1
LEAVES,29,1
THERE,30,1
OFFICE,31,1
DOLLAR,32,1
CANCER,33,1
MUSCLE,34,1
MINUTE,35,1
TEETH,36,1
GRASS,37,1
SPOON,38,1
LEMON,39,1
SHOVE,40,1
GIRLS,41,1
CORAL,42,1
STAIRS,1,2
NEPHEW,2,2
BOMB,3,2
OUTTAKE,4,2
GUITAR,5,2
STREAM,6,2
CHAIR,7,2
BIRD,8,2
WEIGHT,9,2
JAIL,10,2
GLORY,11,2
CHANGE,12,2
DAGGER,13,2
FRIGHT,14,2
RIGHT,15,2
SONG,16,2
GROSS,17,2
NICKEL,18,2
YELLOW,19,2
EGGS,20,2
SMOOTH,21,2
CHEESE,22,2
NUMBER,23,2
MONEY,24,2
WORK,25,2
WEST,26,2
PICKLE,27,2
ORANGE,28,2
CRACKER,29,2
LAWYER,30,2
FLOWER,31,2
CLAM,32,2
DREAM,33,2
STOP,34,2
SELLER,35,2
HORN,36,2
FISH,37,2
TWELVE,38,2
STORY,39,2
SHEETS,40,2
BEACH,41,2
LENGTH,42,2
POUND,1,3
CAMP,2,3
SWAMP,3,3
DIRT,4,3
ROAD,5,3
LAND,6,3
TIGHT,7,3
SWEET,8,3
WORLD,9,3
LEARN,10,3
JUMP,11,3
NOISE,12,3
PICTURE,13,3
PRESENT,14,3
SMILE,15,3
DOOR,16,3
SORRY,17,3
DUSK,18,3
BELOW,19,3
TRASH,20,3
FIVE,21,3
BRIDE,22,3
SOUTH,23,3
BLACK,24,3
LAKE,25,3
STARS,26,3
STOMACH,27,3
DEAF,28,3
SHOES,29,3
KISS,30,3
FROG,31,3
WHEAT,32,3
GEEK,33,3
GHOST,34,3
TRAIN,35,3
DEVIL,36,3
KILL,37,3
HOOP,38,3
THIEF,39,3
HOTEL,40,3
SMOKE,41,3
MINOR,42,3
THREAD,1,4
WILD,2,4
BORROW,3,4
CANDLE,4,4
SLOW,5,4
NAVY,6,4
STATES,7,4
SUPPER,8,4
BUTTER,9,4
HUNGER,10,4
READ,11,4
TOUR,12,4
INHALE,13,4
LESS,14,4
SPIDER,15,4
CHAIN,16,4
WAITER,17,4
ARGUE,18,4
CLUE,19,4
LOOK,20,4
MIDDLE,21,4
KIDNAP,22,4
ALIVE,23,4
THIRST,24,4
BALLET,25,4
BUCKET,26,4
SQUARE,27,4
NOSE,28,4
TEST,29,4
SOAP,30,4
NEWS,31,4
TOES,32,4
BRANCH,33,4
TENNIS,34,4
MOST,35,4
SEEK,36,4
WINTER,37,4
VERB,38,4
MOTHER,39,4
PAIN,40,4
PURPLE,41,4
FIRST,42,4
