RecalledWord,StudyPosition,Block
GRAND,1,1
DOCTOR,2,1
TOOTH,3,1
CLIMB,4,1
CELL,5,1
SHEEP,6,1
RULE,7,1
MOVE,8,1
EXPLODE,9,1
TOWN,10,1
SPOTS,11,1
PENNY,12,1
ROSE,13,1
KNIT,14,1
MILK,15,1
BREAD,16,1
LIGHT,17,1
HEAD,18,1
SUBJECT,19,1
SKIN,20,1
NIGHTS,21,1
SELF,22,1
BIKE,23,1
STRESS,24,1
CLASS,25,1
STEAL,26,1
FAKE,27,1
STING,28,1
PROPER,29,1
BRAIN,30,1
REPEAT,31,1
BABY,32,1
GUILT,33,1
STUPID,34,1
TOUCH,35,1
WOOD,36,1
WRITE,37,1
ARMS,38,1
UNDER,39,1
MATH,40,1
GRAVE,41,1
SHIRT,42,1
PRIDE,1,2
MAD,2,2
UNCLEAR,3,2
LETTER,4,2
FRONT,5,2
SMART,6,2
WANT,7,2
CARRY,8,2
MINIMUM,9,2
SOFT,10,2
SURE,11,2
OVEN,12,2
PENCIL,13,2
JEANS,14,2
LARGE,15,2
COPY,16,2
NINE,17,2
BALL ,18,2
SPICE,19,2
BOSS,20,2
CASTLE,21,2
ALLOW,22,2
GLASSES,23,2
PAPER,24,2
SILK,25,2
CAKE,26,2
SMALL,27,2
ITCH,28,2
SNEEZE,29,2
ENGLISH,30,2
MAID,31,2
ONCE,32,2
BANK,33,2
HELLO,34,2
FINISH,35,2
MONKEY,36,2
WATER,37,2
SLEEP,38,2
PLAN,39,2
FIRE,40,2
EFFECT,41,2
TIRED,42,2
SHIP,1,3
STICKY,2,3
BREAK,3,3
SWORD,4,3
SICK,5,3
CHOOSE,6,3
HAPPY,7,3
STRANGE,8,3
LAUGH,9,3
TREE,10,3
STORE,11,3
FIND,12,3
SING,13,3
MAGIC,14,3
VOLCANO,15,3
LOVE,16,3
TAKE,17,3
JACKET,18,3
HAIR,19,3
HEAR,20,3
LETTUCE,21,3
CLEAR,22,3
MUSIC ,23,3
ROOF,24,3
BELL,25,3
YEAR,26,3
TALK,27,3
NONE,28,3
CHURCH,29,3
COLLECT,30,3
LOSE,31,3
FOOD,32,3
STREET,33,3
GAME,34,3
DRESS,35,3
MAYBE,36,3
DESERT,37,3
SMELL,38,3
PROBLEM,39,3
WARM,40,3
SOUR,41,3
BOARD,42,3
CLOWN,1,4
STRIPE,2,4
PACKAGE,3,4
SILVER,4,4
SAME,5,4
THIN,6,4
DRUGS,7,4
SCISSORS,8,4
SPIT,9,4
PURPOSE,10,4
DISAGREE,11,4
KNIFE,12,4
MANY,13,4
DRAW,14,4
RAIN,15,4
SHALLOW,16,4
SLIDE,17,4
DEATH,18,4
YOUNG,19,4
QUIET,20,4
ANNOY,21,4
CARD,22,4
PIECE,23,4
EXCUSE,24,4
TOCK,25,4
PLANE ,26,4
TOOL,27,4
MARRY,28,4
WRONG,29,4
BUSH,30,4
POTATO,31,4
THANKS,32,4
HATE,33,4
CHILD,34,4
NECK,35,4
VOTE,36,4
TRAILER,37,4
STAMP,38,4
RENT,39,4
REAL,40,4
SHERIFF,41,4
EXACT,42,4
