RecalledWord,StudyPosition,Block
NEWS,1,1
READ,2,1
BORROW,3,1
NOSE,4,1
BRANCH,5,1
HUNGER,6,1
MOST,7,1
SUPPER,8,1
KIDNAP,9,1
SQUARE,10,1
MIDDLE,11,1
THREAD,12,1
PAIN,13,1
BUTTER,14,1
NAVY,15,1
VERB,16,1
WINTER,17,1
PURPLE,18,1
TEST,19,1
MOTHER,20,1
ALIVE,21,1
ARGUE,22,1
SPIDER,23,1
TOUR,24,1
BUCKET,25,1
LESS,26,1
FIRST,27,1
WILD,28,1
CANDLE,29,1
LOOK,30,1
TOES,31,1
SEEK,32,1
INHALE,33,1
BALLET,34,1
THIRST,35,1
SLOW,36,1
WAITER,37,1
SOAP,38,1
CLUE,39,1
TENNIS,40,1
STATES,41,1
CHAIN,42,1
CORAL,1,2
SHARK,2,2
ROCK,3,2
WHOLE,4,2
MINUTE,5,2
HORSE,6,2
QUEEN,7,2
ENTER,8,2
LEMON,9,2
GIRLS,10,2
FENCE,11,2
QUART,12,2
MEAN,13,2
LEAVES,14,2
BEFORE,15,2
UNCLE,16,2
SPOON,17,2
FINGER,18,2
SHOVE,19,2
TIGER,20,2
WHERE,21,2
FOUND,22,2
BEHIND,23,2
MINUS,24,2
THERE,25,2
SHORT,26,2
CLOCK,27,2
GRASS,28,2
PLANT,29,2
THROW,30,2
MUSCLE,31,2
YOURS,32,2
CANCER,33,2
PHONE,34,2
WORST,35,2
DOLLAR,36,2
EARLY,37,2
OFFICE,38,2
PEPPER,39,2
CLOSE,40,2
ANIMAL,41,2
TEETH,42,2
SELLER,1,3
LAWYER,2,3
DAGGER,3,3
DREAM,4,3
FRIGHT,5,3
HORN,6,3
STOP,7,3
SMOOTH,8,3
WORK,9,3
CLAM,10,3
NICKEL,11,3
CRACKER,12,3
PICKLE,13,3
WEIGHT,14,3
MONEY,15,3
STREAM,16,3
CHAIR,17,3
CHEESE,18,3
FISH,19,3
GLORY,20,3
BOMB,21,3
BEACH,22,3
ORANGE,23,3
STAIRS,24,3
FLOWER,25,3
GROSS,26,3
EGGS,27,3
STORY,28,3
JAIL,29,3
BIRD,30,3
GUITAR,31,3
OUTTAKE,32,3
RIGHT,33,3
NEPHEW,34,3
SONG,35,3
WEST,36,3
YELLOW,37,3
CHANGE,38,3
SHEETS,39,3
LENGTH,40,3
NUMBER,41,3
TWELVE,42,3
SWAMP,1,4
FIVE,2,4
NOISE,3,4
SMILE,4,4
THIEF,5,4
MINOR,6,4
LAND,7,4
DEAF,8,4
TRAIN,9,4
DIRT,10,4
ROAD,11,4
PICTURE,12,4
POUND,13,4
STARS,14,4
TIGHT,15,4
JUMP,16,4
TRASH,17,4
SOUTH,18,4
BRIDE,19,4
KILL,20,4
KISS,21,4
BELOW,22,4
FROG,23,4
STOMACH,24,4
GEEK,25,4
WHEAT,26,4
HOTEL,27,4
CAMP,28,4
LAKE,29,4
LEARN,30,4
SHOES,31,4
SWEET,32,4
BLACK,33,4
HOOP,34,4
DOOR,35,4
DEVIL,36,4
SMOKE,37,4
DUSK,38,4
PRESENT,39,4
GHOST,40,4
WORLD,41,4
SORRY,42,4
