DelayedWord,DelayedRT
GRASS,8006.43
SHOES,2115.215
DOOR,1649.755
GUITAR,4559.735
STREAM,4057.27
FISH,2300.915
CLAM,1803.785
SWAMP,3220.415
TOES,4681.475
SOUTH,7996.31
BELLOW,3297.42
KISS,1617.215
DEVIL,2499.365
KILL,7999.065
FOUND,1947.215
STAIRS,1995.41
EXIT,2300.035
TRAIN,3051.535
CAMP,1975.315
DIRT,5388.905
NARROW,2379.665
BLACK,2564.68
BORROW,4574.735
MONEY,1608.05
LESS,1310.325
NEPHEW,1916.97
QUEEN,3330.655
BROTHER,3587.215
FIVE,7991.65
SEEK,4265.585
LOOK,1824.26
DEAF,2426.705
PURPLE,7993.23
BALLET,2364.305
LAWYER,2487.985
GLORY,4797.455
ANIMAL,1579.22
HORSE,2365.64
TIGER,3478.28
MEAN,2830.23
FROG,1766.675
JUMP,7994.44
CLOCK,8002.165
BIRD,7990.63
FLOW,8008.025
THREAD,3479.105
BUCKET,7992.395
CHAIR,2709.895
WEIGHT,2772.14
NUMBER,7997.33
DISGUST,7997.775
SWEET,7988.77
BOROW,7989.19
EXIT,8011.48
SOUTH,8011.305
WEST,7988.265
SMILE,7999.41
SAD,7993.63
PARTY,7993.89
,7991.155
,9713.555
,7996.71
GRASS,2583.505
PLANT,5669.235
READ,8001.13
LEND,8002.93
BLACK,8001.895
STAB,7445.785
THREAD,2397.185
BUCKET,7989.01
MUSCLE,3712.65
ZOO,7992.625
EXPAND,7996.58
LAKE,3816.045
BEACH,7992.785
OCEAN,7997.64
,8011.39
DIRT,7988.425
SHEETS,8003.84
BLANKET,7998.525
HONK,7988.225
CLOCK,7992.84
ADDRESS,8003.73
TRASH,6275.085
HUNGER,8004.585
,8006.695
FLOWER,7992.36
SPEND,7991.17
THROW,2096.245
PHONE,3498.555
CALL,8003.005
FOOD,7995.48
MOVIE,7990.855
OPEN,7993.935
STREET,7988.225
TENNIS,7994.425
RUN,7998.12
,1683.6
,8005.795
,8000.205
