RecalledWord,StudyPosition,Block
NEPHEW,1,1
STOP,2,1
BIRD,3,1
SHEETS,4,1
STORY,5,1
YELLOW,6,1
PICKLE,7,1
TWELVE,8,1
WEST,9,1
STREAM,10,1
RIGHT,11,1
SONG,12,1
GROSS,13,1
NICKEL,14,1
CRACKER,15,1
CHAIR,16,1
FLOWER,17,1
OUTTAKE,18,1
CHEESE,19,1
LENGTH,20,1
NUMBER,21,1
WEIGHT,22,1
GUITAR,23,1
CHANGE,24,1
FISH,25,1
DREAM,26,1
HORN,27,1
SMOOTH,28,1
MONEY,29,1
EGGS,30,1
DAGGER,31,1
GLORY,32,1
BEACH,33,1
LAWYER,34,1
CLAM,35,1
JAIL,36,1
WORK,37,1
BOMB,38,1
ORANGE,39,1
FRIGHT,40,1
STAIRS,41,1
SELLER,42,1
FIVE,1,2
BELOW,2,2
STARS,3,2
FROG,4,2
MINOR,5,2
CAMP,6,2
SHOES,7,2
THIEF,8,2
DOOR,9,2
JUMP,10,2
BLACK,11,2
GHOST,12,2
NOISE,13,2
TRAIN,14,2
BRIDE,15,2
SMOKE,16,2
DUSK,17,2
KISS,18,2
LAKE,19,2
GEEK,20,2
POUND,21,2
LAND,22,2
WHEAT,23,2
WORLD,24,2
SMILE,25,2
TIGHT,26,2
SWAMP,27,2
LEARN,28,2
DEAF,29,2
ROAD,30,2
DIRT,31,2
TRASH,32,2
HOTEL,33,2
STOMACH,34,2
PICTURE,35,2
SWEET,36,2
PRESENT,37,2
KILL,38,2
DEVIL,39,2
HOOP,40,2
SOUTH,41,2
SORRY,42,2
WILD,1,3
SOAP,2,3
STATES,3,3
NOSE,4,3
THREAD,5,3
SLOW,6,3
PURPLE,7,3
WINTER,8,3
ARGUE,9,3
BORROW,10,3
CLUE,11,3
LESS,12,3
SEEK,13,3
KIDNAP,14,3
THIRST,15,3
FIRST,16,3
BALLET,17,3
INHALE,18,3
ALIVE,19,3
TENNIS,20,3
SUPPER,21,3
TOES,22,3
SQUARE,23,3
HUNGER,24,3
CANDLE,25,3
MOTHER,26,3
READ,27,3
WAITER,28,3
CHAIN,29,3
MIDDLE,30,3
PAIN,31,3
NAVY,32,3
NEWS,33,3
TEST,34,3
BUCKET,35,3
TOUR,36,3
VERB,37,3
MOST,38,3
SPIDER,39,3
BUTTER,40,3
LOOK,41,3
BRANCH,42,3
THERE,1,4
SPOON,2,4
FENCE,3,4
SHOVE,4,4
MEAN,5,4
WORST,6,4
THROW,7,4
LEAVES,8,4
OFFICE,9,4
SHARK,10,4
QUEEN,11,4
PLANT,12,4
MINUTE,13,4
EARLY,14,4
CLOCK,15,4
GRASS,16,4
FOUND,17,4
ANIMAL,18,4
ENTER,19,4
QUART,20,4
HORSE,21,4
WHERE,22,4
PEPPER,23,4
LEMON,24,4
BEHIND,25,4
PHONE,26,4
CANCER,27,4
GIRLS,28,4
CLOSE,29,4
DOLLAR,30,4
UNCLE,31,4
WHOLE,32,4
YOURS,33,4
ROCK,34,4
MINUS,35,4
FINGER,36,4
TIGER,37,4
TEETH,38,4
SHORT,39,4
MUSCLE,40,4
BEFORE,41,4
CORAL,42,4
