Participant,DelayedWord,DelayedRT,Studied,StudyPosition,Block,RecalledonDay1,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,Prime,PrimePosition,PrimeBlock
AF,PILE,5183.425,Practice,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AF,BANK,4066.065,Studied,33,3,Recalled,NA,9,Identical,ENGLISH,NA,NA,unrelated,ENGLISH,9,3
AF,OVEN,1609.8,Studied,35,3,Recalled,NA,8,Unrelated,SHOES,NA,NA,unrelated,SHOES,8,3
AF,NIGHT,1284.385,Studied,NA,NA,Recalled,NA,NA,NA,NA,NA,NA,unrelated,ALGEBRA,6,2
AF,TOWN,2847.145,Studied,34,2,Recalled,NA,4,Unrelated,CLAM,NA,NA,unrelated,CLAM,4,2
AF,,7988.64,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AF,FRONT,1399.75,Studied,28,3,Recalled,NA,15,Related,MARGIN,PAPER,NA,unrelated,MARGIN,15,3
AF,PENCIL,1673.02,Studied,29,3,Recalled,NA,NA,NA,NA,NA,ERASER,related,ERASER,13,3
AF,HEART,2687.065,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AF,LOVE,952.525,Studied,39,4,Recalled,NA,16,Identical,TAKE,NA,NA,unrelated,TAKE,16,4
AF,SWORD,3039.39,Studied,1,4,Recalled,NA,9,Identical,JACKET,NA,NA,unrelated,JACKET,9,4
AF,CAKE,833.0150001,Studied,1,3,Recalled,NA,24,Unrelated,LAND,NA,NA,unrelated,LAND,24,3
AF,BREAK,2662.825,Studied,2,4,Recalled,NA,7,Identical,FIND,NA,NA,unrelated,FIND,7,4
AF,TREE,4080.88,Studied,26,4,Recalled,NA,23,Identical,STRANGE,NA,ACORN,related,ACORN,14,4
AF,CHURCH,6385.16,Studied,5,4,Recalled,NA,5,Related,LISTEN,HEAR,NA,unrelated,LISTEN,5,4
AF,ROOF,1377.39,Studied,6,4,Recalled,NA,6,Related,BAND,MUSIC ,NA,unrelated,BAND,6,4
AF,FOOD,1192.85,Studied,9,4,Recalled,NA,4,Identical,BOARD,NA,NA,unrelated,BOARD,4,4
AF,,7998.59,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AF,,8000.505,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AF,,8001.36,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
