Participant,DelayedWord,DelayedRT,Studied,StudyPosition,Block,RecalledonDay1,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,Prime,PrimePosition,PrimeBlock
AL,DESERT,6269.96,Studied,14,4,Recalled,NA,25,Unrelated,THREAD,NA,NA,unrelated,THREAD,25,4
AL,JEANS,5866.915,Studied,7,3,NotRecalled,Identical,NA,NA,NA,NA,NA,identical,JEANS,9,3
AL,VOLCANO,2601.22,Studied,11,4,Recalled,NA,1,firstword,firstword,NA,NA,unrelated,firstword,1,4
AL,GUILT,1966.815,Studied,1,2,Recalled,NA,1,firstword,firstword,NA,NA,unrelated,firstword,1,2
AL,BABY,1034.135,Studied,2,2,Recalled,NA,2,Identical,FAKE,NA,NA,unrelated,FAKE,2,2
AL,CRAWL,1266.54,Not Studied,NA,NA,Recalled,NA,3,Related,LADDER,CLIMB,NA,unrelated,LADDER,3,2
AL,DOCTOR,1667.675,Studied,4,2,Recalled,NA,4,Related,THORN,ROSE,NA,unrelated,THORN,4,2
AL,CELL,1933.06,Studied,5,2,Recalled,NA,5,Related,YARN,KNIT,NA,unrelated,YARN,5,2
AL,PLAN,1150.695,Studied,9,3,Recalled,NA,32,Identical,SOFT,NA,NA,unrelated,SOFT,32,3
AL,BLURRY,1167.165,Not Studied,NA,NA,Recalled,NA,33,Unrelated,PICTURE,NA,NA,unrelated,PICTURE,33,3
AL,HARRY,1149.495,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,HAPPY,1765.575,Studied,4,4,Recalled,NA,"30,4",Related,VAGUE,UNCLEAR,NA,unrelated,NAVY,4,4
AL,FIRE,1468.295,Studied,13,3,Recalled,Identical,16,Related,BIZZARE,STRANGE,NA,identical,FIRE,29,3
AL,SPICE,935.685,Studied,14,3,Recalled,NA,29,Identical,FIRE,NA,HERB,related,HERB,6,3
AL,SHIP,5233.96,Studied,12,4,Recalled,NA,3,Unrelated,SOAP,NA,NA,unrelated,SOAP,3,4
AL,ROOF,1667.02,Studied,15,4,Recalled,NA,24,Unrelated,SLOW,NA,NA,unrelated,SLOW,24,4
AL,,7988.64,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,TOCK,1151.22,Studied,1,1,Recalled,NA,3,Identical,EXCUSE,NA,NA,unrelated,EXCUSE,3,1
AL,THANKS,3401.25,Studied,15,1,Recalled,NA,10,Related,LEASE,RENT,NA,unrelated,LEASE,10,1
AL,RIGHT,2033.115,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,DEATH,2532.465,Studied,32,1,Recalled,NA,6,Unrelated,PHONE,NA,NA,unrelated,PHONE,6,1
AL,,8002.345,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,ENHANCE,2649.01,Not Studied,NA,NA,Recalled,NA,35,Unrelated,LEARN,NA,NA,unrelated,LEARN,35,3
AL,SMART,3550.515,Studied,37,3,Recalled,NA,"11,25",Identical,ONCE,NA,NA,unrelated,COPY,25,3
AL,GLASSES,2798.025,Studied,34,3,Recalled,NA,27,Unrelated,HOTEL,NA,NA,unrelated,HOTEL,27,3
AL,BANK,1566.38,Studied,35,3,Recalled,NA,8,Related,CERTAIN,SURE,NA,unrelated,CERTAIN,8,3
AL,MONEY,1184.61,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,PAPER,867.825,Studied,32,3,Recalled,NA,6,Related,HERB,SPICE,NA,unrelated,HERB,6,3
AL,PENCIL,2916.97,Studied,29,3,Recalled,NA,7,Identical,WANT,NA,NA,unrelated,WANT,7,3
AL,MAID,902.81,Studied,30,3,Recalled,NA,26,Related,GRAMMAR,ENGLISH,NA,unrelated,GRAMMAR,26,3
AL,WATER,877.03,Studied,31,3,Recalled,Identical,28,Related,MAXIMUM,MINIMUM,NA,identical,WATER,13,3
AL,MILK,867.38,Studied,30,2,Recalled,NA,11,Identical,MOVE,NA,NA,unrelated,MOVE,11,2
AL,CAKE,3068.495,Studied,23,3,Recalled,NA,19,Related,PERMIT,ALLOW,BAKE,related,BAKE,17,3
AL,CASTLE,1117.855,Studied,17,3,Recalled,NA,17,Related,BAKE,CAKE,NA,unrelated,BAKE,17,3
AL,MONKEY,1933.425,Studied,4,3,Recalled,NA,3,Identical,PRIDE,NA,NA,unrelated,PRIDE,3,3
AL,BOSS,1316.025,Studied,19,3,Recalled,Identical,14,Unrelated,TRASH,NA,NA,identical,BOSS,4,3
AL,ANGRY,1451.24,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,MAD,717.585,Studied,24,3,Recalled,NA,15,Unrelated,CAMP,NA,NA,unrelated,CAMP,15,3
AL,OVEN,1783.355,Studied,21,3,Recalled,NA,18,Unrelated,TRAIN,NA,NA,unrelated,TRAIN,18,3
AL,BALL,1168.245,Studied,NA,NA,Recalled,NA,20,Related,BACK,FRONT,NA,unrelated,BACK,20,3
AL,,8000.56,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,TOWN,4033.365,Studied,20,2,Recalled,NA,21,Related,THEFT,STEAL,NA,unrelated,THEFT,21,2
AL,GRAVE,1095.91,Studied,26,2,Recalled,NA,9,Unrelated,CHANGE,NA,NA,unrelated,CHANGE,9,2
AL,PENNY,1050.225,Studied,25,2,Recalled,NA,16,Related,TIMBER,WOOD,NA,unrelated,TIMBER,16,2
AL,HEAD,2467.59,Studied,32,2,Recalled,NA,26,Unrelated,ORANGE,NA,SKULL,related,SKULL,14,2
AL,SPOT,733.675,Studied,NA,NA,Recalled,NA,NA,NA,NA,NA,NA,unrelated,NICKEL,27,2
AL,SKIN,965.88,Studied,37,2,Recalled,NA,12,Unrelated,EGGS,NA,NA,unrelated,EGGS,12,2
AL,BRAIN,1051.165,Studied,38,2,Recalled,NA,13,Unrelated,SELLER,NA,NA,unrelated,SELLER,13,2
AL,UNDER,1382.18,Studied,19,2,Recalled,NA,17,Related,LEGS,ARMS,NA,unrelated,LEGS,17,2
AL,,8002.455,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,,7999.89,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,,8000.08,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,EXCEPT,4617.285,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,MARRY,2588.75,Studied,38,1,Recalled,NA,1,firstword,firstword,NA,NA,firstword,,,
AL,SHERIFF,2204.935,Studied,39,1,Recalled,NA,2,Unrelated,SPOON,NA,NA,unrelated,SPOON,2,1
AL,TRAILER,1452.815,Studied,41,1,Recalled,NA,4,Unrelated,CLOSE,NA,NA,unrelated,CLOSE,4,1
AL,,8002.55,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,CONFUSED,5971.52,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,QUESTION,1432.06,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,THROUGH,8000.695,Not Studied,NA,NA,Recalled,NA,26,Related,AIRPORT,PLANE ,NA,unrelated,AIRPORT,26,1
AL,MAKE,6470.935,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,HATE,1369.17,Studied,25,1,NotRecalled,Identical,NA,NA,NA,NA,NA,identical,HATE,28,1
AL,LONELY,2201.075,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,ENTER,7088.415,Not Studied,NA,NA,NotRecalled,Unrelated,NA,NA,NA,NA,NA,identical,ENTER,36,1
AL,,8000.785,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,LONE,1085.965,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,,8002.205,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,SHALLOW,5854.74,Studied,34,1,Recalled,NA,8,Unrelated,BEFORE,NA,NA,unrelated,BEFORE,8,1
AL,,8004.47,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,THIEF,985.41,Not Studied,NA,NA,NotRecalled,Unrelated,NA,NA,NA,NA,NA,identical,THIEF,42,3
AL,,7989.97,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,CALM,5102.38,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,PAIL,5702.045,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,THROAT,2538.285,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,related,NECK,30,1
AL,LARGE,4535.425,Studied,2,3,Recalled,NA,1,firstword,firstword,NA,NA,firstword,,,
AL,ITCH,1305.12,Studied,1,3,Recalled,NA,2,Unrelated,PRESENT,NA,NA,unrelated,PRESENT,2,3
AL,TAIL,1703.095,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
AL,FURRY,2606.255,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
