Participant,DelayedWord,DelayedRT,Studied,StudyPosition,Block,RecalledonDay1,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,Prime,PrimePosition,PrimeBlock
MR,,7997.895,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
MR,TRIBE,7197.32,Practice,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
MR,BABY,2617.045,Studied,13,4,Recalled,NA,4,Related,AGAIN,REPEAT,INFANT,related,INFANT,2,4
MR,FIRE,1151.335,Studied,4,1,Recalled,NA,3,Unrelated,DIRT,NA,NA,unrelated,DIRT,3,1
MR,TRIED,1317.62,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
MR,TIRED,1450.99,Studied,42,1,Recalled,Identical,10,Identical,TIRED,NA,NA,identical,TIRED,10,1
MR,HATE,3501.385,Studied,4,3,Recalled,NA,"3,18",Identical,PACKAGE,NA,NA,unrelated,PACKAGE,3,3
MR,POLICE,1768.955,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
MR,UNSURE,1569.33,Not Studied,NA,NA,Recalled,NA,20,Unrelated,SMILE,NA,NA,unrelated,SMILE,20,1
MR,,7999.98,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
MR,HAPPY,7283.235,Studied,31,2,Recalled,NA,"4,13",Unrelated,BUTTER,NA,NA,unrelated,YARN,13,4
MR,ANGRY,2265.81,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,related,MAD,9,1
MR,SLEEP,1252.185,Studied,38,1,Recalled,NA,"21,9",Unrelated,HUNGER,NA,DOZE,related,DOZE,42,1
MR,,7997.36,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
MR,MAGIC,4083.915,Studied,9,2,Recalled,NA,3,Identical,SWORD,NA,NA,unrelated,SWORD,3,2
MR,CHURCH,3269.57,Studied,4,2,Recalled,NA,1,firstword,firstword,NA,NA,firstword,,,
MR,,7997.09,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
MR,SUBJECT,2666.525,Studied,14,4,Recalled,NA,15,Related,THORN,ROSE,NA,unrelated,THORN,15,4
MR,,7999.555,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
MR,,7999.95,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
MR,SWEET,7549.825,Not Studied,NA,NA,Recalled,NA,22,Related,LISTEN,HEAR,NA,unrelated,LISTEN,22,2
MR,,7999.64,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
MR,,7997.11,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
MR,FOOD,919.6,Studied,29,2,Recalled,Identical,10,Related,CEILING,ROOF,NA,identical,FOOD,7,2
MR,,7999.915,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
MR,HATE,1236.205,Studied,4,3,Recalled,NA,"3,18",Identical,PACKAGE,NA,NA,unrelated,LENGTH,18,4
MR,,7999.525,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
MR,,7999.75,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
