Participant,Prime,Prime_Duration,rt,Response,Accuracy
SS,PIAZZA,116.435,849.81,PIZZA,0
SS,FAUNA,117.09,1152.375,FAUNA,1
SS,SPUN,117.27,1382.99,SPUN,1
SS,DAMAGE,117.25,800.575,XXXXX,0
SS,CHEER,116.16,1725.465,CHEAP,0
SY,KEEP,116.42,1032.125,KEEP,1
SY,LYNX,117.71,1899.42,XXXXX,0
SY,UNEASY,117.375,1016.08,UNEASY,1
SY,PIAZZA,115.5,1117,PIZZA,0
SY,FOREST,117.96,2500.125,FOREST,1
SY,SNAP,116.42,883.415,SNAP,1
SY,PULL,115.705,1482.88,PULL,1
SY,REACTOR,116.58,2203.87,REACTION,0
SY,DAMAGE,117.125,1299.625,DAMAGE,1
SY,CHEAT,116.92,966.715,CHEAT,1
SY,MIDLAND,115.5,366.58,XXXXX,0
SY,MEET,116.5,1116.96,SWEET,0
SY,FAUNA,117.415,1034,FAUNA,1
SY,EFFIGY,116.84,415.795,XXXXX,0
SY,MUZZLE,116.205,1932.795,MUZZLE,1
SY,SHAVE,116.875,733.455,XXXXX,0
SY,PEEP,116.46,616.625,XXXXX,0
SY,TRAITOR,116.915,3200.455,TRAITOR,1
SY,SUIT,116.96,483.29,XXXXX,0
SY,CHEER,116.62,1016.375,CHEER,1
SY,SPUNK,116.96,2833.5,SPUNK,1
SY,TOTALLY,117,1300,TOTALLY,1
SY,SPAN,116.71,949.955,SPAN,1
SY,VODKA,117.25,882.415,VODKA,1
SY,ERUPT,116.585,933.5,ERUPT,1
SY,CORNER,117.67,517.38,UP,0
SY,FREAK,116.665,916.955,FREAK,1
SY,HOSTEL,117.37,1034.04,HOSTEL,1
SY,CEASE,116.335,1016.455,CEASE,1
SY,WIND,115.335,832.5,WIND,1
SY,RESUME,116.625,1181.54,RESUME,1
SY,FLAK,115.915,782.42,LEAK,0
SY,MORAL,118,869.21,MORAL,1
SY,OPTION,116.085,3218.04,OPTIONS,1
SY,TRIVIA,114.62,1316.045,TRIVIA,1
SY,VOID,117.625,1215.915,VOID,1
SY,STARK,116.495,915.58,STAR,1
SY,CLAW,117.04,899.17,CLAW,1
SY,SPUN,116.665,1682.125,SPUN,1
SY,LEND,117.205,534,XXXXX,0
BM,LYNX,116.81,1287.515,XXXXX,0
BM,VOID,116.77,1083.46,VOID,1
BM,FAUNA,116.615,1636.54,XXXXX,0
BM,FREAK,116.795,2061.475,FREAK,1
BM,CEASE,117.105,2350.01,XXXXX,0
BM,FLAK,116.38,73.37,XXXXX,0
BM,ERUPT,117.235,1433.775,ERUPT,1
BM,SHAVE,116.785,1134.815,SHAVE,1
BM,DAMAGE,123.74,1386.78,DAMAGE,1
BM,FOREST,116.62,2401.04,FOREST,1
BM,CORNER,116.205,1353.635,CORNER,1
BM,KEEP,116.21,1828.24,KEEP,1
BM,TOTALLY,116.9,1435.8,TOTALLY,1
BM,CLAW,116.92,1011.47,CLAW,1
BM,PIAZZA,116.455,547.11,XXXXX,0
BM,RESUME,116.67,1701.635,RESUME,1
BM,LEND,116.715,933.755,LEND,1
BM,PEEP,118.1,1417.23,PEEP,1
BM,MEET,116.365,1319.32,MEET,1
BM,MIDLAND,116.135,5617.95,MIDLAND,1
BM,PULL,116.35,1785.115,XXXXX,0
BM,TRIVIA,117.285,2301.185,TRIVIA,1
BM,TRAITOR,116.425,2216,TRAITOR,1
BM,WIND,119.745,855.945,WIND,1
BM,REACTOR,116.88,1805.495,REACTOR,1
BM,UNEASY,116.415,1966.63,UNEASY,1
BM,HOSTEL,115.935,572.33,XXXXX,0
BM,SPUN,116.54,1317.5,SPUN,1
BM,CHEER,116.01,935.44,CHEER,1
BM,SPAN,116.16,967.04,SPAN,1
BM,CHEAT,117.27,1056.6,CHEAT,1
BM,MORAL,117.26,1034.155,MORAL,1
BM,VODKA,116.78,1383.93,VODKA,1
BM,SPUNK,116.87,1738.54,SPUNK,1
BM,SNAP,116.195,1200.655,SNAP,1
BM,OPTION,116.295,3436.28,OPTIONS,1
BM,EFFIGY,117.115,1801.875,EFFIGY,1
BM,SUIT,116.535,879.375,SUIT,1
BM,STARK,117.27,1316.9,STARK,1
BM,MUZZLE,116.74,1401.7,MUZZLE,1
WB,STARK,116.425,3738.905,STARS,0
WB,HOSTEL,117.125,1916.26,XXXXX,0
WB,LEND,116.515,1804.67,LEND,1
WB,CEASE,117.245,2432.99,CEASE,1
WB,SPAN,116.695,1266.36,SPAN,1
WB,SNAP,115.595,483.7,XXXXX,0
WB,VOID,116.17,1272.545,VOID,1
WB,SUIT,117.575,1249.945,SUIT,1
WB,MIDLAND,116.9,2100.2,MIDLAND,1
WB,SPUNK,116.115,2850.255,SPUNK,1
WB,CHEAT,116.37,1683.185,CHEAT,1
WB,CORNER,119.29,2032.9,CORNER,1
WB,FAUNA,116.065,350.075,XXXXX,0
WB,TRIVIA,115.87,4251.185,TRIVIA,1
WB,CLAW,117.15,1602.925,CLAW,1
WB,DAMAGE,116.96,2054.07,DAMAGE,1
WB,FREAK,116.835,1799.89,FREAK,1
WB,FLAK,117.535,585.43,XXXXX,0
WB,LYNX,117.055,450.555,XXXXX,0
WB,EFFIGY,117.335,1032.55,XXXXX,0
WB,TRAITOR,116.815,2366.135,TRAITOR,1
WB,WIND,117.11,1087.425,WIND,1
WB,PIAZZA,116.785,1619.745,PIZZA,0
WB,CHEER,125.925,1333.395,CHEER,1
WB,KEEP,115.965,1150.7,KEEP,1
WB,PEEP,115.87,1368.5,PEEP,1
WB,VODKA,117.01,2933.355,VODKA,1
WB,SPUN,116.74,1916.425,SPUN,1
WB,UNEASY,116.72,2383.42,UNEASY,1
WB,REACTOR,116.84,501.32,XXXXX,0
WB,TOTALLY,117.305,2333.765,TOTALLY,1
WB,OPTION,116.095,2648.735,OPTION,1
WB,FOREST,116.665,1966.72,FOREST,1
WB,MORAL,116.795,1334.47,MORAL,1
WB,RESUME,116.33,2183.585,RESUME,1
WB,MUZZLE,116.63,2049.145,MUZZLE,1
WB,PULL,116.155,1901.91,PULL,1
WB,ERUPT,116.67,3100.895,ERUPT,1
WB,SHAVE,116.43,1433.82,SHAVE,1
WB,MEET,117.445,1401.165,MEETS,1
AL,PULL,116.96,8002.53,PULL,1
AL,CORNER,119.845,3751.105,CORNER,1
AL,PIAZZA,118.81,5783.405,XXXXX,0
AL,VODKA,116.685,2665.53,XXXXX,0
AL,HOSTEL,117.935,3267.51,HOTEL,0
AL,LYNX,116.655,1616.615,XXXXX,0
AL,PEEP,116.69,2184.085,PEEP,1
AL,MEET,116.315,1634.2,MEET,1
AL,MUZZLE,116.645,1800.92,MUZZLE,1
AL,EFFIGY,117.335,2233.365,ENERGY,0
AL,STARK,114.285,1665.965,STARK,1
AL,CHEAT,116.695,1350.11,CHEAT,1
AL,ERUPT,114.97,1916.73,ERUPT,1
AL,FREAK,116.66,1524.795,FREAK,1
AL,FAUNA,116.32,1733.77,FAUNA,1
AL,MORAL,116.955,1283.84,MORAL,1
AL,CEASE,116.69,1783.44,CEASE,1
AL,SPUNK,118.3,1583.445,PUNK,1
AL,SPUN,116.67,1302.38,SPUN,1
AL,RESUME,114.39,1433.13,RESUME,1
AL,SUIT,116.57,1132.405,SUIT,1
AL,LEND,128.88,2351.09,END,1
AL,SHAVE,116.65,2150.2,SHAVE,1
AL,KEEP,116.645,1266.4,KEEP,1
AL,TRIVIA,115.04,2069.38,TRIVIA,1
AL,UNEASY,117.085,1865.315,UNEASY,1
AL,TOTALLY,114.925,2565.405,TOTALLY,1
AL,SNAP,128.06,1128.28,SNAP,1
AL,REACTOR,116.11,1501.045,REACT,1
AL,FLAK,117.08,1074.145,FLAKE,1
AL,CHEER,117.135,1868.705,CHEER,1
AL,TRAITOR,116.305,2098.525,TRAITOR,1
AL,MIDLAND,114.61,1950.11,MIDLAND,1
AL,CLAW,116.56,1031.1,CLAW,1
AL,FOREST,118.485,1682.66,FOREST,1
AL,WIND,116.68,1232.6,WIND,1
AL,DAMAGE,116.74,1768.76,DAMAGE,1
AL,SPAN,116.41,1618.59,SPINS,0
AL,VOID,118.545,1152.455,VOID,1
AL,OPTION,116.655,3652.045,OPTION,1
JE,LYNX,115.83,3047.95,,1
JE,REACTOR,116.42,2332.475,TRACTOR,0
JE,FREAK,116.995,1533.735,STEAK,0
JE,HOSTEL,115.145,1233.71,HOTEL,0
JE,EFFIGY,116.47,2599.645,FUDGE,0
JE,CORNER,115.215,1399.86,CORNER,1
JE,FLAK,117.07,1083.095,FLAKE,1
JE,SPUNK,116.965,967.35,SPUNK,1
JE,VODKA,116.14,1615.89,VODKA,1
JE,UNEASY,116.18,251.625,XXXXX,0
JE,MIDLAND,117.53,1200.465,MIDLAND,1
JE,FAUNA,116.29,1067.455,LAUNCH,0
JE,DAMAGE,116.525,1117.67,DAMAGE,1
JE,SUIT,116.49,866.555,SUIT,1
JE,CHEER,116.55,1151.02,CHEER,1
JE,STARK,116.715,982.455,STARS,0
JE,SPAN,117.385,833.855,SPAN,1
JE,FOREST,116.53,1267.125,FOREST,1
JE,LEND,116.735,949.465,LEND,1
JE,SHAVE,115.705,968.51,SHAVE,1
JE,SNAP,116.145,867.1,SNAP,1
JE,MUZZLE,116.63,1083.255,MUZZLE,1
JE,ERUPT,117.13,816.33,ERUPT,1
JE,RESUME,120.3,2091.135,PRESUME,1
JE,PEEP,116.065,965.98,SHEEP,0
JE,PIAZZA,116.65,1383.06,PIZZA,0
JE,CHEAT,116.645,1133.755,CHEAT,1
JE,TRIVIA,117.14,1926.215,TRIVIA,1
JE,SPUN,116.13,699.65,SPUN,1
JE,MORAL,168.78,953.6,MORAL,1
JE,WIND,115.13,766.59,WIND,1
JE,CEASE,116.245,1000.39,CEASE,1
JE,MEET,116.87,682.3,MEET,1
JE,KEEP,117.15,833.395,KEEPS,1
JE,PULL,115.945,1277.815,PULL,1
JE,CLAW,115.99,966.11,CLAW,1
JE,OPTION,117.915,1284.9,POTION,0
JE,TRAITOR,116.485,1183.46,TRAITOR,1
JE,TOTALLY,114.245,2182.44,KILL,0
JE,VOID,118.165,883.96,VOID,1
AO,FAUNA,116.49,8002.83,XXXXX,0
AO,LYNX,116.9,7995.535,XXXXX,0
AO,LEND,116.85,7999.87,SEND,0
AO,MUZZLE,115.68,8003.56,MUZZLE,1
AO,DAMAGE,115.505,8000.87,MUZZLE,0
AO,CEASE,116.395,8000.44,XXXXX,0
AO,TRAITOR,116.625,7987.85,TRAITOR,1
AO,PEEP,116.83,8001.94,XXXXX,0
AO,FOREST,115.845,8001.425,FOREST,1
AO,STARK,129.86,8001.345,TRAITOR,0
AO,HOSTEL,126.96,8002.91,HOSTEL,1
AO,EFFIGY,116.26,8002.88,EFFIGY,1
AO,VODKA,116.795,8002.415,VODKA,1
AO,SPAN,115.805,8002.56,SPANK,1
AO,MEET,115.15,8001.51,MEET,1
AO,CHEER,116.015,7988.67,CHEER,1
AO,UNEASY,116.25,8001.15,NAUSEOUS,0
AO,PULL,116.235,8000.205,XXXXX,0
AO,CORNER,117.005,8001.755,CORNER,1
AO,ERUPT,115.295,8000.585,ERUPT,1
AO,REACTOR,116.55,8000.875,COFFEE,0
AO,SPUNK,116.385,7988.325,XXXXX,0
AO,OPTION,115.88,8003.815,SCORPION,0
AO,MORAL,116.375,8000.675,MORAL,1
AO,PIAZZA,114.935,8004.87,XXXXX,0
AO,RESUME,116.49,8005.135,RESUME,1
AO,FREAK,115.815,8004.515,FREAK,1
AO,SHAVE,116.47,8001.91,SHAVE,1
AO,TRIVIA,117.04,7989.75,TRIVIA,1
AO,SNAP,117.91,8001.915,SNAP,1
AO,CHEAT,127.66,7999.345,CHEAT,1
AO,SUIT,116.33,9812.9,CHEAT,0
AO,WIND,1.60500001,7989.73,XXXXX,0
AO,CLAW,116.535,8000.32,CLAW,1
AO,MIDLAND,129.345,7993.795,MIDLAND,1
AO,SPUN,117.995,8001.685,SPUN,1
AO,FLAK,116.105,8005.21,FLANK,0
AO,VOID,116.005,8000.96,VOID,1
AO,TOTALLY,116.445,8001.485,XXXXX,0
AO,KEEP,116.9,8001.13,KEEP,1
NC,REACTOR,118.24,1139.435,PEACH,0
NC,ERUPT,116.73,1704.67,ERUPT,1
NC,MUZZLE,117.765,1385.22,MUZZLE,1
NC,CHEAT,115.015,1004.4,CHEAT,1
NC,UNEASY,118.14,780.695,EAS,1
NC,STARK,116.84,3905.195,XXXXX,0
NC,EFFIGY,116.12,1199.985,DEIGHT,0
NC,VOID,115.075,1000.06,VOID,1
NC,SUIT,123.8,715.895,SUIT,1
NC,SPUN,121.605,1367.075,SPUN,1
NC,TRAITOR,117.165,1836.205,TRAITOR,1
NC,FOREST,116.8,1451.055,FOREST,1
NC,LEND,116.905,2165.63,LEGEND,0
NC,FLAK,117.49,786.145,LEAK,0
NC,MIDLAND,116.545,1361.025,MIDLAND,1
NC,PULL,115.69,1499.87,PULL,1
NC,PIAZZA,116.09,2149.675,PIAZZA,1
NC,RESUME,115.825,1198.99,RESUME,1
NC,WIND,116.81,783.805,WIND,1
NC,PEEP,116.785,1017.1,PEEP,1
NC,TOTALLY,116.51,2050.075,TOTALLY,1
NC,CEASE,116.27,916.625,EASE,1
NC,CORNER,117.115,1400.4,CORNER,1
NC,KEEP,116.22,1450.91,KEEP,1
NC,MORAL,115.865,3716.595,MORAL,1
NC,SHAVE,116.105,1117.205,SHAVE,1
NC,CLAW,115.69,1549.28,CLAW,1
NC,TRIVIA,117.425,2200.44,TRIVIA,1
NC,CHEER,116.045,1399.85,CHEER,1
NC,VODKA,116.76,1633.875,VODKA,1
NC,SPAN,117.165,1500.075,SPAN,1
NC,SNAP,116.72,2551.095,KIDNAP,0
NC,MEET,116.615,2567.3,XXXXX,0
NC,OPTION,115.615,1733.145,OPTION,1
NC,DAMAGE,115.88,2867.215,DAMAGE,1
NC,FREAK,116.405,1032.505,FIRE,0
NC,LYNX,115.665,2000.75,LYNX,1
NC,SPUNK,117.795,1435.55,SPART,0
NC,FAUNA,114.885,1182.185,FUN,0
NC,HOSTEL,117.38,1133.595,HOSTEL,1
LL,MIDLAND,118.015,3444.16,MID,1
LL,VOID,116.44,5649.56,VOID,1
LL,FLAK,118.83,2566.945,FLAKE,1
LL,OPTION,116.83,1325.42,XXXXX,0
LL,HOSTEL,116.84,8000.83,XXXXX,0
LL,CHEER,115.865,2165.99,CHEER,1
LL,UNEASY,117.605,2184.655,EASY,1
LL,WIND,117.15,2117,WIND,1
LL,TRIVIA,114.185,2066.21,XXXXX,0
LL,SNAP,115.94,2032.805,SNAP,1
LL,FAUNA,116.1,2631.805,FAUNA,1
LL,FREAK,118.065,3019.825,FREE,0
LL,PIAZZA,115.97,799.72,XXXXX,0
LL,SHAVE,115.83,2267.19,SHAVE,1
LL,EFFIGY,116.115,2617.1,XXXXX,0
LL,STARK,116.38,2016.28,STAR,1
LL,TRAITOR,117.225,2833.225,TRAIT,1
LL,TOTALLY,116.24,3316.99,RALLY,0
LL,MEET,116.89,1788.455,MEET,1
LL,SPUN,116.165,3117.56,SPUN,1
LL,DAMAGE,116.575,1783.55,DAMAGE,1
LL,VODKA,116.045,996.965,XXXXX,0
LL,FOREST,116.71,2250.28,FOREST,1
LL,KEEP,116.83,1518.97,KEEP,1
LL,PEEP,117.275,3167.905,PEEP,1
LL,SPUNK,122.82,4760.83,SPUN,1
LL,CHEAT,126.67,2517.89,CHEAT,1
LL,MUZZLE,117.765,3448.015,MUZZLE,1
LL,SPAN,117.62,769.735,XXXXX,0
LL,ERUPT,115.975,642.88,XXXXX,0
LL,CORNER,115.62,2700.6,CORNER,1
LL,CEASE,116.84,141.055,XXXXX,0
LL,PULL,113.705,1308.095,PULL,1
LL,MORAL,117.495,3435.76,MO,1
LL,CLAW,122.76,1875.985,CLAW,1
LL,RESUME,115.165,2332.135,RESUME,1
LL,LEND,117.37,488.585,XXXXX,0
LL,REACTOR,115.34,2783.81,FACTOR,0
LL,SUIT,116.065,67.015,XXXXX,0
LL,LYNX,117.045,2743.06,LYNX,1
AW,REACTOR,116.275,8001.41,PREDATOR,0
AW,LYNX,115.985,8000.715,LYNX,1
AW,HOSTEL,117.51,8003.71,HOTEL,0
AW,SHAVE,116.625,8000.49,SHAVE,1
AW,ERUPT,115.875,8002.455,ERUPT,1
AW,FOREST,116.64,8001.77,FOREST,1
AW,TRAITOR,116.39,7992.84,TRAITOR,1
AW,SPUN,116.37,8001.885,SPUN,1
AW,CEASE,116.305,8001.06,CEASE,1
AW,PEEP,115.89,8000.075,PEEP,1
AW,MUZZLE,117.05,8001.245,MUZZLE,1
AW,FREAK,115.3,8001.28,FREAK,1
AW,MIDLAND,116.455,7992.97,MIDLAND,1
AW,CHEER,115.93,7988.51,CHEER,1
AW,PULL,115.415,7999.97,PULL,1
AW,TRIVIA,115.815,8001.93,TRIVIA,1
AW,EFFIGY,117.34,7997.565,EFFIGY,1
AW,UNEASY,115.01,8000.26,UNEASY,1
AW,SUIT,116.55,8273.13,SUIT,1
AW,OPTION,127.625,7998.67,XXXXX,0
AW,RESUME,114.98,8030.47,RESUME,1
AW,CORNER,116.465,7994.265,CORNER,1
AW,CHEAT,116.175,8001.845,CHEAT,1
AW,SPAN,116.6,8003.36,SPAN,1
AW,SNAP,116.72,8004.35,SNAP,1
AW,LEND,117.395,8002.885,LEGEND,0
AW,STARK,115.38,8005.195,SHARK,0
AW,FLAK,116.72,8016.86,FLACK,0
AW,MORAL,116.68,7993.985,MORAL,1
AW,FAUNA,115.895,8000.3,FLORAL,0
AW,VOID,116.615,8000.665,VOID,1
AW,VODKA,114.93,8002.245,VODKA,1
AW,PIAZZA,116.745,8001.985,PIZZA,0
AW,CLAW,116.645,8001.115,CLAW,1
AW,KEEP,117.74,8001.105,KEEP,1
AW,WIND,118.13,8003.035,WIND,1
AW,MEET,116.79,8002.11,MEET,1
AW,TOTALLY,115.765,8002.165,TOTALLY,1
AW,DAMAGE,115.74,8002.06,DAMAGES,1
AW,SPUNK,115.705,8000.54,SPUNK,1
ZP,FREAK,116.085,965.465,FIRE,0
ZP,HOSTEL,116.52,1211.91,HOTEL,0
ZP,KEEP,116.69,1775.96,KEEP,1
ZP,STARK,115.835,1458.295,STAR,1
ZP,VOID,115.525,940.315,VOID,1
ZP,SPAN,117.74,1163.625,SPIN,0
ZP,CHEER,115.84,1389.935,CHEER,1
ZP,RESUME,116.55,1849.075,RESUME,1
ZP,FLAK,116.655,1214.14,FLAKE,1
ZP,CEASE,117.07,1245.155,CHE,0
ZP,SPUNK,116.565,672.745,XXXXX,0
ZP,OPTION,116.055,1250.77,OPTION,1
ZP,FOREST,117.715,1342.73,FOREST,1
ZP,EFFIGY,117.24,1498.485,XXXXX,0
ZP,TOTALLY,125.075,1615.275,TOTAL,1
ZP,PEEP,116.845,391.685,XXXXX,0
ZP,WIND,117.57,1002.34,WIND,1
ZP,REACTOR,116.765,1142.56,REAL,0
ZP,TRIVIA,117.33,443.81,XXXXX,0
ZP,VODKA,117.53,1524.195,XXXXX,0
ZP,PIAZZA,117.01,1344.64,PIZZ,0
ZP,LYNX,117.465,2302.425,LIND,0
ZP,PULL,116.65,1029.25,PULL,1
ZP,TRAITOR,116.78,1697.665,TRACTOR,0
ZP,MUZZLE,116.93,2018.74,MUZZLE,1
ZP,SPUN,116.935,2100.47,SPUN,1
ZP,LEND,116.01,2977.555,LEDGE,0
ZP,UNEASY,116.59,313.05,XXXXX,0
ZP,SHAVE,116.635,1542.565,SHAVE,1
ZP,CHEAT,116.77,1729.395,CHEAT,1
ZP,CORNER,116.4,1304.31,CORNER,1
ZP,SNAP,115.84,1085.015,SNAP,1
ZP,DAMAGE,116.615,1517.72,DAMAGE,1
ZP,SUIT,116.37,1202.645,SUIT,1
ZP,ERUPT,115.515,1997.605,ERRUPT,0
ZP,MORAL,116.365,1377.64,MORAL,1
ZP,FAUNA,116.695,2478.83,XXXXX,0
ZP,MIDLAND,116.75,275.31,XXXXX,0
ZP,CLAW,116.55,1264.605,CLAWS,1
ZP,MEET,115.87,1267.215,MEET,1
MT,SPAN,116.165,3684.87,SPAIN,0
MT,SPUN,117.535,2333.11,XXXXX,0
MT,SPUNK,117.125,1816.445,SPUNK,1
MT,SHAVE,115.94,1949.575,XXXXX,0
MT,FREAK,116.945,1349.425,FLESH,0
MT,CORNER,127.37,1634.045,SCORN,0
MT,OPTION,117.505,1383.615,OPTION,1
MT,SUIT,116.725,752.23,XXXXX,0
MT,STARK,116.085,1724.28,STARK,1
MT,FAUNA,116.575,1618.605,FAUNA,1
MT,ERUPT,116.78,200.965,XXXXX,0
MT,TRIVIA,115.785,1750.38,TRIVIA,1
MT,CEASE,116.61,2595.445,XXXXX,0
MT,FLAK,117.025,2054.32,FLANK,0
MT,VODKA,116.715,1854.095,VODKA,1
MT,PIAZZA,117.21,1880.66,PIZZA,0
MT,KEEP,117.46,1249.715,KEEP,1
MT,LYNX,116.605,1850.675,LYNX,1
MT,DAMAGE,115.8,1967.335,DAMAGE,1
MT,CHEER,129.59,1432.79,CHEER,1
MT,SNAP,115.82,1349.94,SNAP,1
MT,TOTALLY,116.685,2767.505,TOTALLY,1
MT,CHEAT,116.135,1482.795,CHEAT,1
MT,MORAL,117.425,2867.995,MORAL,1
MT,VOID,115.605,2101.47,VOID,1
MT,FOREST,117.1,1801.61,FOREST,1
MT,TRAITOR,117.005,1934.945,TRAITOR,1
MT,WIND,116.735,1134.06,WIND,1
MT,REACTOR,115.635,2767.62,FACTOR,0
MT,PEEP,116.255,1549.41,PEEP,1
MT,MEET,117.3,1449.43,MEET,1
MT,CLAW,116.735,1218.63,CLAW,1
MT,PULL,115.74,1684.035,PULL,1
MT,EFFIGY,116.385,651.845,XXXXX,0
MT,UNEASY,117.575,1918.015,UNEASY,1
MT,MUZZLE,116.32,1685.335,MUZZLE,1
MT,MIDLAND,117.24,3185.035,MIDDLE,0
MT,RESUME,115.59,1450.83,RESUME,1
MT,HOSTEL,117.36,3083.53,HOSTEL,1
MT,LEND,116.34,1234.02,LEND,1
EX2,OPTION,116.335,2183.455,POTION,0
EX2,RESUME,116.21,3466.625,XXXXX,0
EX2,FOREST,116.71,1083.46,FOREST,1
EX2,PIAZZA,117.5,2050.125,PIZZA,0
EX2,KEEP,116.83,1166.83,KEEP,1
EX2,LYNX,115.455,1249.83,LINK,0
EX2,MUZZLE,116.915,1116.375,MUSCLE,0
EX2,ERUPT,115.875,1116.25,ERUPT,1
EX2,TOTALLY,117.125,1367.04,TOTALLY,1
EX2,SPUN,117.375,1516.08,SPUN,1
EX2,LEND,115.96,1132.835,LEND,1
EX2,CORNER,117.29,766,CORNER,1
EX2,SNAP,115.835,1082.33,SNAP,1
EX2,MEET,116.58,415.25,XXXXX,0
EX2,WIND,114.04,800.955,WIND,1
EX2,MORAL,116.875,983.045,MORE,0
EX2,VODKA,116.87,1033.585,VODKA,1
EX2,STARK,117.25,1416.17,STARK,1
EX2,SPAN,115.285,1599.045,PANS,0
EX2,MIDLAND,116.795,1199.585,MIDDLE,0
EX2,PULL,116.705,2183.71,PILL,0
EX2,TRIVIA,116.75,1416.665,TRIVIAL,1
EX2,UNEASY,116.29,1550.585,UNEASY,1
EX2,DAMAGE,117,1149.835,DAMAGE,1
EX2,SHAVE,115.335,1032.505,SHAVEN,1
EX2,HOSTEL,116.33,1265.75,HOSTEL,1
EX2,SUIT,116.585,1333.205,SUIT,1
EX2,PEEP,117.25,2560.335,PEEP,1
EX2,CLAW,115.75,1150.21,CLAW,1
EX2,FAUNA,117.665,1367.71,FAUNA,1
EX2,TRAITOR,117.13,2561.13,TRAITOR,1
EX2,FREAK,115.915,1500.085,FREAK,1
EX2,CHEER,116.125,1215.04,CHEER,1
EX2,SPUNK,116.29,1382.625,SPUN,1
EX2,CHEAT,117.29,1216.62,CHEA,1
EX2,EFFIGY,117.08,882.5,FINALLY,0
EX2,REACTOR,116.71,2015.915,FINALLY,0
EX2,VOID,116.75,1099.205,VOID,1
EX2,FLAK,115.58,1750.33,XXXXX,0
EX2,CEASE,117.625,1399.375,CRUSH,0
SA2,KEEP,117.83,2598.765,XXXXX,0
SA2,FAUNA,115.46,2669.98,FAUNA,1
SA2,TOTALLY,117.87,1900.01,XXXXX,0
SA2,STARK,117.825,1782.86,STARK,1
SA2,CLAW,115.865,2832.34,XXXXX,0
SA2,DAMAGE,117.885,2484.275,XXXXX,0
SA2,SUIT,116.58,1918.085,SUIT,1
SA2,SPUNK,116.865,2217.305,SPUNK,1
SA2,SHAVE,115.81,1065.815,SHAVE,1
SA2,CHEAT,117.82,1784.205,CHAT,0
SA2,MORAL,118.52,899.795,MORAL,1
SA2,CORNER,116.755,3248.7,CORNER,1
SA2,VOID,117.715,916.62,NONE,0
SA2,PULL,116.935,1700.165,PULL,1
SA2,LYNX,117.6,1500.74,XXXXX,0
SA2,SNAP,116.65,1683.39,SNAP,1
SA2,MUZZLE,118.095,1298.975,XXXXX,0
SA2,PIAZZA,115.375,2182.305,PIZZA,0
SA2,REACTOR,116.07,1539.405,FACTOR,0
SA2,CHEER,115.555,1801.065,CHEESE,0
SA2,UNEASY,116.26,1616.71,UNEASY,1
SA2,SPAN,116.365,1034.395,SPAN,1
SA2,TRAITOR,117.395,1900.17,TRAITOR,1
SA2,TRIVIA,116.8,1382.495,TRIVIA,1
SA2,RESUME,116.53,1151.825,RESUME,1
SA2,CEASE,115.14,351.375,XXXXX,0
SA2,HOSTEL,117.04,1300.18,HOSTEL,1
SA2,MIDLAND,116.275,1332.885,MIDLAND,1
SA2,FLAK,115.91,1069.16,FLAK,1
SA2,FREAK,116.09,915.46,FREAK,1
SA2,LEND,117.795,867.02,LEND,1
SA2,WIND,116.555,800.01,WIND,1
SA2,ERUPT,115.79,1583.365,ERUPT,1
SA2,VODKA,116.945,2615.55,XXXXX,0
SA2,OPTION,115.94,1799.585,OPTION,1
SA2,MEET,116.74,1483.28,MEET,1
SA2,EFFIGY,116.72,2015.265,EFFY,0
SA2,FOREST,115.405,1750.74,FOREST,1
SA2,SPUN,116.66,1916.59,SPUN,1
SA2,PEEP,116.69,2501.395,XXXXX,0
SK,FAUNA,112.285,698.35,XXXXX,0
SK,MORAL,117.32,2118.86,MORAL,1
SK,MIDLAND,117.49,2118.545,XXXXX,0
SK,TRAITOR,117.175,1922.125,TRAITOR,1
SK,CHEER,120.395,133,XXXXX,0
SK,VOID,116.205,1221.33,VOID,1
SK,OPTION,116.515,3801.15,PETITION,0
SK,MUZZLE,117.005,1920.01,NUZZLE,0
SK,CLAW,117.695,790.155,XXXXX,0
SK,PIAZZA,116.555,2171.825,PLAZZA,0
SK,TOTALLY,117.405,1695.88,TOTALLY,1
SK,SNAP,116.655,1622.82,SNAPPER,1
SK,MEET,116.355,610.655,XXXXX,0
SK,TRIVIA,115.525,1815.45,TRAVIS,0
SK,FOREST,116.875,1903.7,FORREST,0
SK,WIND,116.935,4993.08,WINDMILL,1
SK,VODKA,116.8,1133.695,V,1
SK,CHEAT,116.56,1567.04,CHEAT,1
SK,FREAK,117.76,985.33,XXXXX,0
SK,EFFIGY,116.38,1649.785,FIGHT,0
SK,HOSTEL,115.745,1567.345,HOSTILE,0
SK,SPUN,116.29,2251.46,SPUN,1
SK,ERUPT,116.5,1691.26,ERUPT,1
SK,SPAN,114.795,1089.245,XXXXX,0
SK,SHAVE,116.15,1539.515,SHAVE,1
SK,CORNER,116.05,1285.16,CORNER,1
SK,CEASE,116.665,1394.47,CHEESE,0
SK,PULL,116.235,1957.8,PUPIL,0
SK,SUIT,116.585,2901.05,SUITE,1
SK,STARK,117.01,4749.57,TARE,0
SK,PEEP,116.46,931.69,XXXXX,0
SK,RESUME,116.995,1959.015,PRESUME,1
SK,DAMAGE,114.9,2083.75,DAMAGE,1
