Participant,Prime,Prime_Duration,rt,Response,Accuracy
JT,REACTOR,116.74,1433.575,REACTOR,1
JT,PEEP,116.595,941.7,PEEP,1
JT,FLAK,119.44,1899.19,FLAK,1
JT,PULL,116.665,1216.655,PULL,1
JT,EFFIGY,116.64,1599.99,EFFIGY,1
AD,KEEP,116.435,1801.18,KEEP,1
AD,WIND,116.55,1217.59,WIND,1
AD,LEND,116.655,867.335,LEND,1
AD,MORAL,116.545,800.65,MORAL,1
AD,CLAW,116.595,2985.27,CLAW,1
AD,CHEAT,117.155,884.11,CHEAT,1
AD,CEASE,116.71,1551.005,CEASE,1
AD,VOID,116.685,1017.545,VOID,1
AD,PIAZZA,116.925,3752.355,PIAZZA,1
AD,TRIVIA,116.805,2001.395,TRIVIA,1
AD,LYNX,116.38,1050.35,LYNX,1
AD,CORNER,116.655,4536.095,CORNER,1
AD,SUIT,116.66,783.95,SUIT,1
AD,SNAP,116.68,950.53,SNAP,1
AD,FREAK,116.575,867.35,FREAK,1
AD,FOREST,116.935,1251.165,FOREST,1
AD,RESUME,116.88,1284.09,RESUME,1
AD,EFFIGY,116.61,2234.77,EFFIGY,1
AD,CHEER,116.54,1083.89,CHEER,1
AD,PEEP,116.595,1717.695,PEEP,1
AD,FAUNA,117.04,3819.045,FAUNA,1
AD,TRAITOR,116.38,1850.91,TRAITOR,1
AD,HOSTEL,116.485,1300.835,HOSTEL,1
AD,FLAK,116.795,7989.61,LEAK,0
AD,UNEASY,116.38,1317.325,UNEASY,1
AD,TOTALLY,116.445,1283.82,TOTALLY,1
AD,SHAVE,116.995,1985.055,SHAVE,1
AD,MUZZLE,117.24,1467.025,MUZZLE,1
AD,DAMAGE,116.85,1284.16,DAMAGE,1
AD,STARK,116.665,1100.715,STARK,1
AD,MEET,116.705,1034.005,MEET,1
AD,MIDLAND,116.885,1250.69,MIDLAND,1
AD,REACTOR,116.745,1200.885,REACTOR,1
AD,ERUPT,116.83,1150.93,ERUPT,1
AD,SPUNK,116.83,1184.155,SPUNK,1
AD,SPUN,116.66,7991.885,SPUN,1
AD,OPTION,116.915,2618.475,OPTION,1
AD,VODKA,116.65,1451.145,VODKA,1
AD,SPAN,116.29,1034.175,SPAN,1
AD,PULL,116.735,916.685,PULL,1
ST,PULL,116.065,1351.055,XXXXX,0
ST,VODKA,116.175,7996.13,VODKA,1
ST,CORNER,116.02,7993.705,CORNER,1
ST,SPAN,115.735,7993.815,PAN,1
ST,RESUME,115.88,7993.745,RESUME,1
ST,TOTALLY,116.47,7988.445,TOTALLY,1
ST,SNAP,116.15,7995.18,SNAP,1
ST,SPUNK,117.415,8003.11,SPUNK,1
ST,FREAK,116.31,7992.21,FREAK,1
ST,LEND,116.2,8003.3,LEND,1
ST,FAUNA,115.105,7999.88,FAUNA,1
ST,CLAW,117.455,8009.44,LAW,1
ST,ERUPT,116.325,8005.64,ERUPT,1
ST,MEET,116.19,7998.45,MEET,1
ST,PIAZZA,117.315,7998.795,PLAZA,0
ST,TRIVIA,116.69,3203.35,XXXXX,0
ST,MORAL,118.11,7993.145,MORAL,1
ST,MIDLAND,125.965,7999.625,MIDLAND,1
ST,FOREST,117.73,7989.38,FOREST,1
ST,TRAITOR,117.59,821.2,XXXXX,0
ST,DAMAGE,117.25,7999.64,DAMAGE,1
ST,CEASE,119.135,7991.375,LEASE,0
ST,EFFIGY,115.79,7994.285,EASY,0
ST,MUZZLE,116.86,7999.96,MUZZLE,1
ST,FLAK,116.545,7991.26,FREAK,0
ST,HOSTEL,116.78,7991.945,HOTEL,0
ST,UNEASY,116.575,7995.405,UNEASY,1
ST,OPTION,114.465,7990.295,OPTION,1
ST,REACTOR,115.69,7991.315,REACTOR,1
ST,SHAVE,118.05,8004.565,SHAVE,1
ST,WIND,116.57,7995.89,WIND,1
ST,PEEP,117.595,8001.92,PEEP,1
ST,KEEP,116.915,7992.49,KEEP,1
ST,LYNX,116.845,8012.37,LYNX,1
ST,CHEER,125.585,7993.405,CHEER,1
ST,SUIT,114.705,2723.81,SUIT,1
ST,SPUN,118.245,2927.235,SPUN,1
ST,CHEAT,178.61,1843.365,CHEAT,1
ST,VOID,115.725,1432.875,VOID,1
ST,STARK,118.39,2425.85,STARK,1
MS2,REACTOR,115.135,2469.13,FACTOR,0
MS2,TOTALLY,116.525,1751.63,TOTALLY,1
MS2,EFFIGY,117.42,3501.73,EGG,0
MS2,TRIVIA,118.075,1781.995,TRIVIA,1
MS2,TRAITOR,115.325,5482.795,TRAILER,0
MS2,LYNX,116.645,1965.62,LYNX,1
MS2,FAUNA,117.405,1331.62,FAUNA,1
MS2,PEEP,118.175,1400.13,PEEP,1
MS2,FLAK,117.75,1149.75,FLAKE,1
MS2,SNAP,116.94,1233.115,SNAP,1
MS2,CHEAT,117.895,1250.345,CHEAT,1
MS2,PULL,116.71,2868.525,PULL,1
MS2,CHEER,116.645,1233.725,SLEEP,0
MS2,DAMAGE,118.075,1517.095,DAMAGE,1
MS2,CORNER,116.89,1415.295,CORNER,1
MS2,MUZZLE,115.455,2933.34,MUZZLE,1
MS2,VODKA,117.135,2818.28,VODKA,1
MS2,VOID,117.96,2715.67,VOID,1
MS2,SUIT,115.31,1300.13,SHUT,0
MS2,OPTION,115.6,1516.555,POSITION,0
MS2,UNEASY,115.305,1937.75,UNEASY,1
MS2,FOREST,116.675,4232.14,FORREST,0
MS2,SPUNK,117.97,3015.765,SPUNK,1
MS2,RESUME,115.025,2117.32,RESUME,1
MS2,PIAZZA,116.665,2004.44,PIZZA,0
MS2,FREAK,116.215,1499.96,FREAK,1
MS2,SPAN,117.315,1799.985,SPAN,1
MS2,CEASE,116.685,2015.215,CHEESE,0
MS2,ERUPT,117.445,5566.295,ERRUPT,0
MS2,LEND,116.905,2033.015,LEND,1
MS2,STARK,115.315,2331.655,STARK,1
MS2,KEEP,118.095,1016.71,KEEP,1
MS2,WIND,115.58,1618.305,WIND,1
MS2,HOSTEL,116.35,1583.455,HOSTEL,1
MS2,MEET,117.99,1266.9,MEET,1
MS2,MORAL,116.5,1365.485,MORAL,1
MS2,MIDLAND,117.505,1632.2,MIDLAND,1
MS2,CLAW,117.745,2632.28,CLAWS,1
MS2,SHAVE,116.915,1433.315,DEATH,0
MS2,SPUN,116.775,2198.795,SPUN,1
TP,SPUN,116.49,2249.87,SPUN,1
TP,LYNX,115.85,1449.71,XXXXX,0
TP,HOSTEL,117.43,1079.38,HOSTEL,1
TP,DAMAGE,117.85,1833.96,DAMAGE,1
TP,PEEP,124.445,1217.005,PEEP,1
TP,TOTALLY,117.755,1617.93,TOTALLY,1
TP,OPTION,116.05,2282.58,OPINIONS,0
TP,TRIVIA,116.46,433.895,XXXXX,0
TP,REACTOR,115.735,1467.4,FACTOR,0
TP,FLAK,117.485,378.795,XXXXX,0
TP,UNEASY,115.275,1733.085,UNEASY,1
TP,CEASE,116.685,978.025,CASE,0
TP,ERUPT,115.925,983.695,ERUPT,1
TP,SHAVE,115.34,1083.82,SHAVE,1
TP,MEET,117.925,1183.57,MEET,1
TP,TRAITOR,116.11,2650.55,TRAITOR,1
TP,LEND,116.05,1133.26,LEND,1
TP,SPUNK,116.675,2334.275,SPUNK,1
TP,FAUNA,115.645,1984.18,XXXXX,0
TP,SNAP,117.24,483.82,XXXXX,0
TP,CLAW,115.905,899.46,CLAW,1
TP,CORNER,116.47,1465.68,CORNER,1
TP,RESUME,116.625,1217.255,RESUME,1
TP,SUIT,115.995,1932.78,SUIT,1
TP,MIDLAND,115.99,1066.525,MIDLAND,1
TP,VODKA,116.78,950.16,VODKA,1
TP,SPAN,116.265,1066.625,SPAN,1
TP,FREAK,117.02,999.36,FREAK,1
TP,PIAZZA,115.77,1266.565,PIZZA,0
TP,CHEER,117.93,1199.71,CHEER,1
TP,MUZZLE,117.31,1749.92,MUZZLE,1
TP,WIND,116.985,1182.19,WIND,1
TP,KEEP,116.005,1082.205,KEEP,1
TP,STARK,115.995,1196.985,STARK,1
TP,PULL,116.745,1400.64,PULL,1
TP,FOREST,117.19,1300.325,FOREST,1
TP,VOID,115.79,1400.735,VOID,1
TP,MORAL,116.395,1066.325,MORAL,1
TP,CHEAT,116.695,1133.255,CHEAT,1
TP,EFFIGY,117.935,1649.355,EFFIGY,1
OA,SUIT,101.595,2981.61,SUIT,1
OA,SNAP,116.64,2365.805,SNAP,1
OA,FAUNA,116.47,2848.72,XXXXX,0
OA,LEND,116.465,2098.675,LEND,1
OA,TRIVIA,116.5,1832.17,TRIAL,0
OA,MIDLAND,116.465,3598.41,XXXXX,0
OA,SPAN,116.235,1965.995,SPAIN,0
OA,TRAITOR,116.855,3165.505,TRAILER,0
OA,KEEP,116.48,1588.705,KEEP,1
OA,RESUME,116.305,1261.92,RESUME,1
OA,UNEASY,116.485,1898.365,UNEASY,1
OA,STARK,116.755,3315.79,STARK,1
OA,OPTION,116.25,4872.065,OPTION,1
OA,VOID,117.085,1955.555,VOID,1
OA,CORNER,116.26,1482.415,CORNER,1
OA,REACTOR,116.605,1982.74,REACTOR,1
OA,WIND,116.49,1515.96,WIND,1
OA,LYNX,116.355,1754.815,LYNX,1
OA,DAMAGE,116.87,2521.615,DAMAGE,1
OA,PIAZZA,117.21,3315.29,PIZZA,0
OA,FOREST,116.265,1838.265,FOREST,1
OA,CEASE,116.925,1265.835,XXXXX,0
OA,ERUPT,116.025,1449.125,ERUPT,1
OA,MORAL,116.51,1948.6,MORAL,1
OA,FREAK,116.545,1638.27,FREAK,1
OA,SHAVE,116.08,1254.87,SHAVE,1
OA,CHEER,117.02,2431.33,CHEER,1
OA,MUZZLE,116.905,2355.07,MUZZLE,1
OA,PULL,116.53,1327.93,PULL,1
OA,PEEP,116.37,715.575,XXXXX,0
OA,CHEAT,117.065,2315.36,CHEAT,1
OA,CLAW,116.365,1349.165,CLAW,1
OA,HOSTEL,116.82,2038.945,HOSTEL,1
OA,MEET,128.175,1421.955,MEET,1
OA,FLAK,116.38,1965.39,FLAKE,1
OA,SPUNK,116.69,2215.67,SPUNK,1
OA,TOTALLY,116.47,1754.47,TOTALLY,1
OA,EFFIGY,113.12,1732.23,XXXXX,0
OA,VODKA,116.24,1948.4,VODKA,1
OA,SPUN,116.62,1542.58,SPUN,1
EX,TOTALLY,117.1,1832.185,TOTALLY,1
EX,TRAITOR,115.045,2939.28,TRAITOR,1
EX,PEEP,115.8,2449.795,PEEP,1
EX,FAUNA,117.42,2750.84,SAUNA,0
EX,OPTION,116.085,1765.175,OPTION,1
EX,CHEER,116.49,1683.245,CHEER,1
EX,LYNX,116.36,1367.79,LYNX,1
EX,SNAP,116.725,2217.75,SNAP,1
EX,KEEP,123.565,1415.745,KEEP,1
EX,MORAL,118.86,1586.175,MORAL,1
EX,FOREST,116.78,2269.905,FOREST,1
EX,SPUN,116.6,2131.84,SPUN,1
EX,CORNER,118.45,1984.965,CORNER,1
EX,SHAVE,116.205,1600.285,SHAVE,1
EX,VOID,116.69,1280.18,VOID,1
EX,MIDLAND,116.6,2021.765,MIDLAND,1
EX,DAMAGE,116.57,2001.105,DAMAGE,1
EX,PIAZZA,115.795,1816.735,PIZZA,0
EX,UNEASY,117.225,1750.34,UNEASY,1
EX,SPUNK,116.63,2237.395,SPUNK,1
EX,EFFIGY,116.455,3149.335,EFFICACY,0
EX,CHEAT,116.44,1647.295,CHEAT,1
EX,ERUPT,116.265,1566.11,ERUPT,1
EX,MUZZLE,117.245,1534.495,MUZZLE,1
EX,RESUME,115.74,1073.995,RESUME,1
EX,STARK,115.38,1482.855,STARK,1
EX,SPAN,115.65,1781.99,SPAN,1
EX,PULL,116.755,1149.37,PULL,1
EX,SUIT,115.89,1399.4,SUITE,1
EX,MEET,118.06,1382.83,MEET,1
EX,CLAW,118.515,1299.715,CLAW,1
EX,HOSTEL,116.675,1515.79,HOSTEL,1
EX,WIND,116.25,1374.915,WIND,1
EX,CEASE,116.66,2018.415,CEASE,1
EX,LEND,116.095,2634.575,LEND,1
EX,REACTOR,117.065,5299.96,REFRACTOR,0
EX,FLAK,116.775,1865.68,FLAK,1
EX,TRIVIA,116.625,2015.825,TRIVIA,1
EX,VODKA,117.47,2318.025,VODKA,1
EX,FREAK,116.67,2093.555,FREAK,1
MC,MEET,116.155,983.565,MEET,1
MC,OPTION,118.14,2151.02,OPERATE,0
MC,CEASE,116.08,2551.29,CASE,0
MC,CLAW,117.44,1566.295,CLAW,1
MC,UNEASY,116.705,1132.09,UNEASY,1
MC,PIAZZA,117.11,1798.695,PIZZA,0
MC,MIDLAND,117.06,1465.48,MIDDLE,0
MC,SHAVE,117.01,2016.15,SHAVE,1
MC,SPAN,116.155,933.545,SPAN,1
MC,PEEP,117.61,1833.14,BLEEP,0
MC,SUIT,116.05,1282.885,SUIT,1
MC,FREAK,116.885,1032,FREAK,1
MC,FLAK,116.69,1532.34,FLAKE,1
MC,FOREST,116.305,1066.93,FOREST,1
MC,TRIVIA,116.36,1499.625,TRIVIA,1
MC,DAMAGE,117.13,867.525,DAMAGE,1
MC,TRAITOR,117.095,1850.765,TRAITOR,1
MC,LEND,116.625,2167.895,LEGEND,0
MC,TOTALLY,116.155,1599.51,TOTALLY,1
MC,SPUNK,115.74,1717.415,SPUNK,1
MC,ERUPT,116.73,6150.63,TREK,0
MC,KEEP,115.39,1050.255,SHEEP,0
MC,SNAP,117.11,817.095,NAP,1
MC,LYNX,116.735,1783.655,RELAX,0
MC,HOSTEL,115.18,949.145,HOTEL,0
MC,STARK,116.565,2000.315,STARK,1
MC,RESUME,116.765,1350.585,RESUME,1
MC,EFFIGY,116.69,5516.27,FIGGY,0
MC,VODKA,116.14,1082.88,VODKA,1
MC,VOID,116.17,1166.7,VOID,1
MC,PULL,116.775,2442.47,PULLED,1
MC,FAUNA,116.95,2286.055,FEAT,0
MC,CORNER,117.64,1333.335,CORNER,1
MC,CHEAT,116.195,3901.125,APPLE,0
MC,MUZZLE,116.655,1232.4,MUZZLE,1
MC,REACTOR,117.445,1417.54,PEACH,0
MC,CHEER,115.415,965.85,CHEER,1
MC,SPUN,116.475,916.38,SPUN,1
MC,WIND,114.97,849.365,WIND,1
MC,MORAL,116.67,984.42,MORALS,1
GN,SNAP,119.315,7993.695,SNAP,1
GN,FOREST,116.395,8004.795,FOREST,1
GN,ERUPT,116.945,3522.54,XXXXX,0
GN,MORAL,116.59,7993.145,MORAL,1
GN,KEEP,116.49,7994.435,KEEP,1
GN,TRAITOR,116.805,7993.915,TRAILER,0
GN,PEEP,116.07,7992.5,PEEP,1
GN,FREAK,116.865,8003.98,FREAK,1
GN,UNEASY,116.955,8000.99,UNEASY,1
GN,CLAW,116.475,7991.485,CLAW,1
GN,MIDLAND,116.47,848.57,XXXXX,0
GN,REACTOR,116.975,7992.87,RELAX,0
GN,SPAN,115.795,7988.75,SPAN,1
GN,PIAZZA,116.635,7998.61,PIZZA,0
GN,MUZZLE,116.7,1031.815,XXXXX,0
GN,RESUME,116.14,7988.73,RESUME,1
GN,VOID,116.495,8003.415,AVOID,1
GN,SPUNK,122.875,7996.735,SPUNK,1
GN,FAUNA,117.12,8007.46,FAUNA,1
GN,OPTION,116.74,7988.955,OPTION,1
GN,LEND,116.26,8005.005,LEND,1
GN,MEET,116.375,8018.29,MEET,1
GN,STARK,116.925,8004.08,STAR,1
GN,FLAK,116.375,520.955,XXXXX,0
GN,CORNER,120.115,8008.785,CORNER,1
GN,DAMAGE,116.685,7988.27,DAMAGE,1
GN,PULL,116.21,8011.905,PULL,1
GN,WIND,116.51,8006.715,WIND,1
GN,SHAVE,112.68,7993.475,SHAVE,1
GN,CHEAT,117.205,7991.49,CHEAT,1
GN,SPUN,116.265,5774.945,XXXXX,0
GN,HOSTEL,116.37,7990.175,HOTEL,0
GN,VODKA,116.345,7994.19,VODKA,1
GN,TOTALLY,117.07,7996.665,TOTALLY,1
GN,EFFIGY,120.025,1749.67,XXXXX,0
GN,LYNX,116.405,482.22,XXXXX,0
GN,CEASE,116.58,8001.49,CEASE,1
GN,CHEER,116.72,7995.67,CHEER,1
GN,SUIT,117.175,7994.7,SUIT,1
GN,TRIVIA,119.62,7999.545,TRIVIA,1
KM,WIND,106.12,2070.315,HANDS,0
KM,RESUME,117.145,1728.945,RESUME,1
KM,FLAK,124.875,1552.7,FLASK,0
KM,CORNER,116.81,1744.04,CORNER,1
KM,PULL,122.695,1275.515,PULL,1
KM,PIAZZA,203.1,1384.14,PIZZA,0
KM,LEND,125.825,1029.455,LEND,1
KM,TRIVIA,124.705,1376.695,TRIVIA,1
KM,ERUPT,125.64,1551.385,ERUPT,1
KM,FAUNA,116.42,1011.15,TUNA,0
KM,FREAK,116.975,1507.72,FREAK,1
KM,TOTALLY,126.465,1917.83,TOTALLY,1
KM,VODKA,118.35,1508.18,VODKA,1
KM,SPUN,116.95,1524.83,SPUN,1
KM,REACTOR,116.155,1490.24,REACT,1
KM,UNEASY,117.35,1968.625,UNEASY,1
KM,STARK,116.975,2969.98,STRAK,0
KM,MIDLAND,127.905,1852.965,OMIT,0
KM,CHEER,117.215,1485.65,CHEER,1
KM,CLAW,117.19,1020.81,LAW,1
KM,KEEP,123.23,1626.89,KEEP,1
KM,SUIT,118.14,1491.27,SUIT,1
KM,CEASE,117.705,1635.555,CEASE,1
KM,MORAL,117.215,1876.82,MORAL,1
KM,PEEP,124.23,1392.265,BEEP,0
KM,SPAN,116.56,383.665,XXXXX,0
KM,MEET,119.55,1172.125,MEET,1
KM,FOREST,117.18,1914.235,FOREST,1
KM,MUZZLE,117.78,1755.26,MUZZLE,1
KM,SNAP,117.55,1402.25,SNAP,1
KM,DAMAGE,118.08,2201.81,DAMAGE,1
KM,VOID,124.895,997.25,VOID,1
KM,CHEAT,116.345,1812.07,CHEAT,1
KM,EFFIGY,124.625,372.815,XXXXX,0
KM,SHAVE,116.965,1226.83,SHAVE,1
KM,OPTION,119.445,2109.755,OPINION,0
KM,TRAITOR,124.78,1874.37,TRAITOR,1
KM,SPUNK,129.53,1601.855,SPUNK,1
KM,LYNX,116.37,1113.895,LYNX,1
KM,HOSTEL,116.19,2052.865,HOSTEL,1
JA,WIND,115.765,1726.335,WIND,1
JA,MIDLAND,116.065,2135.82,XXXXX,0
JA,SPUNK,118.125,1268.415,SPUNK,1
JA,FAUNA,118.125,4869.24,FATINA,0
JA,FLAK,116.32,400.13,XXXXX,0
JA,MUZZLE,119.51,1651.225,MUZZLW,0
JA,MORAL,119.755,1716.64,MORAL,1
JA,PULL,118.6,1384.37,PULL,1
JA,SNAP,116.535,1286,SNAP,1
JA,REACTOR,114.29,3368.7,REACTOR,1
JA,CEASE,116.605,400.94,XXXXX,0
JA,KEEP,115.775,1456.3,KEEP,1
JA,MEET,115.405,1476.62,MEET,1
JA,TRIVIA,116.58,1972.97,TRVIA,0
JA,PIAZZA,115.155,1534.065,PIZZA,0
JA,SPAN,117.17,1159.19,SPAIN,0
JA,SHAVE,116.77,1133.12,SHAVE,1
JA,FOREST,114.1,2982.555,FOREST,1
JA,HOSTEL,117.01,348.165,XXXXX,0
JA,LEND,118.045,2753.795,LEND,1
JA,VODKA,116.415,1730.185,VODKA,1
JA,PEEP,116.895,51.83,XXXXX,0
JA,FREAK,117.37,1642.265,FREAK,1
JA,CHEER,115.965,1116.125,XXXXX,0
JA,DAMAGE,115.495,4655.62,DAMAGE,1
JA,CLAW,117.03,1102.54,CLAW,1
JA,TOTALLY,116.33,2367.565,TOTALLY,1
JA,SUIT,115.395,862.53,SUIT,1
JA,EFFIGY,115.595,6083.455,EFFICACY,0
JA,STARK,117.58,465.06,XXXXX,0
JA,RESUME,142.08,1821.14,RESUME,1
JA,TRAITOR,116.655,3235.88,TRAITOR,1
JA,UNEASY,117.74,2059.1,UNEASY,1
JA,SPUN,115.995,265.715,XXXXX,0
JA,CHEAT,117.42,1516.225,CHEAT,1
JA,LYNX,117.98,1632.305,LINE,0
JA,CORNER,116.415,3617.92,CORNER,1
JA,VOID,116.335,1062.7,VOID,1
JA,OPTION,116.135,2495.855,OPTIONS,1
JA,ERUPT,116.74,438.845,XXXXX,0
AM2,DAMAGE,119.995,7157.445,DAMAGE,1
AM2,SUIT,120.155,3244.735,XXXXX,0
AM2,SPUN,120.13,2069.7,SPUN,1
AM2,FOREST,120.195,1308.62,FOREST,1
AM2,PIAZZA,120.075,3164.61,PIZZA,0
AM2,SPAN,120.165,1749.265,SPAN,1
AM2,MORAL,120.21,1375.3,MORAL,1
AM2,CORNER,120.175,1562.285,CORNER,1
AM2,MIDLAND,120.165,1495.38,MIDLAND,1
AM2,VODKA,120.14,7811.685,VOICE,0
AM2,VOID,120.11,1402.15,VOID,1
AM2,TOTALLY,120.24,1655.885,TOTALLY,1
AM2,CHEAT,120.17,1032.73,CHEAT,1
AM2,LEND,120.24,1201.825,LEND,1
AM2,CHEER,120.165,1046.255,CHEER,1
AM2,SHAVE,120.17,1749.285,SHAVE,1
AM2,FAUNA,120.16,1273.17,FAUNA,1
AM2,TRIVIA,120.18,1532.64,TRIVIA,1
AM2,CLAW,120.19,1054.81,CLAW,1
AM2,MEET,120.23,1046.535,MEET,1
AM2,SNAP,120.19,961.47,SNAP,1
AM2,WIND,120.215,900.205,WIND,1
AM2,MUZZLE,120.28,1348.665,MUZZLE,1
AM2,CEASE,120.165,2710.645,CLEAN,0
AM2,UNEASY,120.185,1860.77,UNEASY,1
AM2,TRAITOR,120.27,1888.51,TRAITORS,1
AM2,EFFIGY,120.115,667.535,XXXXX,0
AM2,ERUPT,120.15,1068.14,ERUPT,1
AM2,STARK,120.14,619.4,XXXXX,0
AM2,PEEP,120.2,1323.25,PEEP,1
AM2,SPUNK,120.095,2587.205,SPUNK,1
AM2,PULL,120.25,1348.59,PULL,1
AM2,RESUME,120.1,2590.47,RESUME,1
AM2,OPTION,120.15,320.45,XXXXX,0
AM2,LYNX,140.07,455.255,XXXXX,0
AM2,FREAK,120.33,1251.815,FREAK,1
AM2,KEEP,120.205,1025.46,KEEP,1
AM2,REACTOR,120.2,1281.895,REACTOR,1
AM2,FLAK,120.165,906.245,FLAKE,1
AM2,HOSTEL,120.185,1442.09,HOSTEL,1
GC,STARK,116.375,2375.695,SHARK,0
GC,LEND,238.335,2583.96,LEND,1
GC,MUZZLE,115.79,2499.125,MUSCLE,0
GC,WIND,116.63,1402.86,WIND,1
GC,CLAW,114.29,1422.535,CLAW,1
GC,SNAP,116.225,1051.15,SNAP,1
GC,TOTALLY,128.22,7950.665,TOTALLY,1
GC,UNEASY,117.095,2699.32,UNEASY,1
GC,EFFIGY,117.03,2054.905,EFFECT,0
GC,MIDLAND,118.355,1398.84,LAND,1
GC,FAUNA,117.105,1383.41,FAUN,1
GC,SUIT,115.99,1284.145,SUIT,1
GC,SPUNK,116.59,1146.67,PUNK,1
GC,CORNER,117.17,2182.325,CORNER,1
GC,PULL,117.315,1534.26,PULL,1
GC,SPAN,116.875,1416.615,SPAN,1
GC,CHEER,117.06,1867,CHEER,1
GC,TRAITOR,116.29,2266.23,TRAITOR,1
GC,PEEP,117.455,1367.9,PEEP,1
GC,SPUN,116.945,1884.775,SPUN,1
GC,RESUME,116.87,2018.83,PERFUME,0
GC,REACTOR,116.975,2166.765,TRACTOR,0
GC,OPTION,117.27,3837.665,SCORPION,0
GC,ERUPT,116.375,1316.715,CORN,0
GC,PIAZZA,116.145,1687.44,PLAZA,0
GC,CEASE,116.315,2215.495,CHEESE,0
GC,FOREST,116.89,1950.05,FOREST,1
GC,FREAK,117.785,1367.075,SPEAK,0
GC,KEEP,116.88,1371.215,KEEP,1
GC,SHAVE,115.86,1548.63,SHAVE,1
GC,VOID,115.86,1481.36,WORLD,0
GC,MEET,116.62,1233.19,MEET,1
GC,MORAL,117.075,1434.645,ROAM,0
GC,DAMAGE,115.565,2267.195,DAMAGE,1
GC,TRIVIA,116.495,1791.24,TRIVIA,1
GC,LYNX,116.32,2250.815,LYNX,1
GC,VODKA,117.02,1983.22,VODKA,1
GC,FLAK,116.67,1379.44,FLARE,0
GC,CHEAT,121.52,1486.91,CHEAT,1
GC,HOSTEL,114.925,1484.26,HOSTEL,1
JM,UNEASY,115.675,1266.78,UNEASY,1
JM,TOTALLY,115.665,1299.945,TOTALLY,1
JM,PIAZZA,116.7,1001.095,PIZZA,0
JM,MIDLAND,116.86,1316.705,MIDLAND,1
JM,SHAVE,117.705,1233.785,SHAVE,1
JM,STARK,115.455,983.72,SHARK,0
JM,SPUN,117.325,1550.125,XXXXX,0
JM,SPUNK,116.71,1064.96,SPUNK,1
JM,SNAP,116.435,849.08,SNA,1
JM,MEET,113.82,916.435,MEET,1
JM,HOSTEL,116.64,1300.145,HOSTEL,1
JM,VOID,117.805,1868.195,AVOID,1
JM,EFFIGY,117.64,138.405,XXXXX,0
JM,PEEP,115.315,1015.15,PEEP,1
JM,WIND,116.36,1067.315,WIND,1
JM,TRIVIA,115.175,1212.595,TRIVIA,1
JM,FOREST,116.215,1968.525,FOREST,1
JM,MUZZLE,117.25,1450.865,MUZZLER,1
JM,SUIT,115.8,1087.85,SUIT,1
JM,LEND,117.16,1015.355,LEND,1
JM,RESUME,116.65,1398.98,RESUMES,1
JM,CHEER,116.06,1274.175,CHEER,1
JM,LYNX,116.755,1183.305,LYNX,1
JM,REACTOR,116.09,1266.395,REACT,1
JM,OPTION,117.315,1000.39,OPTION,1
JM,TRAITOR,116.07,1389.635,TRAITORS,1
JM,CLAW,117.785,966.93,CLAWS,1
JM,KEEP,116.12,934.385,KEEP,1
JM,FAUNA,116.445,183.555,XXXXX,0
JM,DAMAGE,115.97,1130.2,DAMAGE,1
JM,CHEAT,115.705,1156.21,IMAGE,0
JM,CORNER,117.185,1369.575,CORNER,1
JM,CEASE,118.345,1338.505,CLEAN,0
JM,FREAK,117.295,1021.4,FREAK,1
JM,MORAL,116.955,1078.1,MORAL,1
JM,PULL,116.495,1862.62,PULL,1
JM,FLAK,117.745,2133.235,XXXXX,0
JM,ERUPT,114.225,1185.81,ERUPT,1
JM,SPAN,115.68,866.32,SPAN,1
JM,VODKA,118.23,1359.225,VODKA,1
SS,SPAN,116.43,1248.95,SPAN,1
SS,HOSTEL,116.42,1415.775,HOTEL,0
SS,MIDLAND,115.88,3283.075,MIDLAND,1
SS,PEEP,117.515,1298.26,PEEP,1
SS,OPTION,117.72,1301.005,IDK,0
SS,MUZZLE,115.56,2099.81,MUZZLE,1
SS,SNAP,116.715,1342.125,SNAPS,1
SS,FREAK,125.695,1334.19,FREAKS,1
SS,CLAW,115.975,2384.145,CLAW,1
SS,SPUNK,117.61,1883.335,SPUNK,1
SS,MORAL,117.505,1466.465,MORAL,1
SS,MEET,118.21,965.545,IDK,0
SS,VOID,116.395,1183.96,VOID,1
SS,CEASE,116.64,2499.69,IDK,0
SS,FOREST,116.655,1526.52,FORREST,0
SS,SUIT,116.55,1227.445,SUIT,1
SS,STARK,118.48,1916.75,SHARK,0
SS,PULL,115.915,1120.635,PULL,1
SS,CHEAT,116.655,1767.075,CREATE,0
SS,FLAK,117.2,1566.51,FLK,0
SS,TRIVIA,117.115,1464.93,TRIVIA,1
SS,KEEP,116.07,1866.3,KEEP,1
SS,CORNER,116.01,1216.605,CORNER,1
SS,RESUME,116.125,1239.13,RESUME,1
SS,TRAITOR,114.75,2559.07,TRAITOR,1
SS,ERUPT,117.225,1265.78,ERUPT,1
SS,SHAVE,117.18,900.985,SH,1
SS,EFFIGY,116.18,1519.315,EFFIGY,1
SS,REACTOR,131.015,467.56,XXXXX,0
SS,VODKA,117.355,1815.97,VODKA,1
SS,WIND,117.005,1624.065,WIND,1
SS,UNEASY,117.19,1549.97,UNEASY,1
SS,LYNX,115.385,1532.545,LYNX,1
SS,TOTALLY,116.815,1949.655,TOTALLY,1
SS,LEND,116.88,1333.535,LEGEND,0
