participant,DelayedWord,DelayedRT,Studied,StudyPosition,Block,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1
ZP,CLASS,3318.12,Studied,12,1,NA,6,Related,SESSION,CLASS,SESSION
ZP,HATE,1466.675,Studied,1,4,NA,1,firstword,firstword,NA,NA
ZP,SCISSORS,2265.775,Studied,3,4,NA,2,Identical,TRAILER,NA,NA
ZP,STRIPE,2417.51,Studied,7,4,Identical,17,Identical,STRIPE,NA,NA
ZP,HARD,7020.285,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,SOFT,1533.68,Studied,19,2,NA,16,Related,MOAT,CASTLE,NA
ZP,LONG,2517.255,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,SHORT,1554.415,NA,NA,NA,Unrelated,20,Unrelated,SHORT,NA,NA
ZP,STICKY,4466.39,Studied,4,3,NA,35,Related,GLUE,STICKY,GLUE
ZP,PANTS,5670.285,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,DRESS,4671.465,Studied,32,3,NA,18,Related,GOWN,DRESS,GOWN
ZP,EXPLOSION,2773.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,EXPLODE,2784.965,Studied,34,1,NA,"27,39",Related,IMPLODE,EXPLODE,IMPLODE
ZP,D,7993.755,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,DESTRUCTION,2301.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,CAR,903.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,DEATH,5155.925,Studied,15,4,NA,37,Unrelated,CANCER,NA,NA
ZP,MORE,5809.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,FOOD,1116.92,Studied,19,3,NA,27,Identical,DESERT,NA,GOURMET
ZP,FRIENDS,6070.46,NA,NA,NA,NA,14,Identical,STRANGE,NA,NA
ZP,STREET,6070.13,Studied,42,3,NA,10,Related,CLARIFY,CLEAR,NA
ZP,BREAD,1600.155,Studied,29,1,NA,"9,29",Identical,BIKE,NA,NA
ZP,HEAD,2130.715,Studied,3,1,NA,3,Unrelated,NICKEL,NA,NA
ZP,EAR,1056.28,NA,NA,NA,NA,33,Identical,NECK,NA,NA
ZP,HEAR,1468.155,Studied,5,3,NA,NA,NA,NA,NA,NA
ZP,CAT,7990.215,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,LONG,6910.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,BECAUSE,8004.245,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,SORRY,1489.855,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,U,8055.065,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,HUT,8003.835,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,FAST,8005.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,WRONG,7991.385,Studied,6,4,NA,4,Unrelated,CORAL,NA,NA
ZP,OVEN,7991.345,Studied,29,2,Identical,NA,NA,NA,NA,NA
ZP,BEFORE,7990.245,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA
ZP,AFTER,7989.665,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,COLD,8002.805,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,HOT,1096.385,NA,NA,NA,NA,38,Identical,FIRE,NA,NA
ZP,WARM,1534.17,Studied,14,3,NA,13,Unrelated,READ,NA,NA
ZP,NINE,4551.82,Studied,26,2,NA,NA,NA,NA,NA,EIGHT
ZP,ME,5066.905,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,YOU,3771.155,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,ARGUMENT,2300.01,NA,NA,NA,NA,15,Identical,DRAW,NA,NA
ZP,FORGIVE,2500.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,FRESH,8004.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,SPRINT,1915.505,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,RUN,985.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,JOG,2700.195,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,ARM,4178.035,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,LEG,2553.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,BORING,2582.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,SCISSORS,3839.6,Studied,3,4,NA,2,Identical,TRAILER,NA,NA
ZP,SHARP,5524.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,LOG,4373.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,TR,5347.975,NA,NA,NA,NA,NA,NA,NA,NA,NA
MT,WRECK,5035.215,NA,NA,NA,NA,3,Related,GLUE,STICKY,NA
MT,ANNOY,2322.465,Studied,9,2,NA,"4,11",Identical,REAL,NA,NA
MT,SHERIFF,4633.965,Studied,8,2,NA,19,Related,DEPUTY,SHERIFF,DEPUTY
MT,SPIT,1533.77,Studied,10,2,Identical,12,Identical,SPIT,NA,NA
MT,EXTEND,4751.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
MT,SHEEP,2698.275,Studied,8,3,Identical,12,Identical,WRITE,NA,NA
MT,CONVEY,8002.185,NA,NA,NA,NA,NA,NA,NA,NA,NA
MT,PLANE,3450.805,NA,NA,NA,NA,5,Identical,TRAILER,NA,NA
MT,RAIN,3366.29,Studied,5,2,NA,6,Identical,SHALLOW,NA,NA
MT,PUNISH,6101.865,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,DOOR,6249.835,Studied,3,4,NA,4,Identical,DUSK,NA,NA
EX2,WEIGHT,7367.38,Studied,19,3,NA,NA,NA,NA,NA,SCALE
EX2,GEEK,4666.255,Studied,4,4,NA,1,firstword,firstword,NA,NA
EX2,SMOKE,2650.71,Studied,2,4,NA,3,Related,TEACH,LEARN,NA
EX2,MORE,5017.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,LESS,1348.915,Studied,33,1,NA,7,Related,COBWEB,SPIDER,NA
EX2,FUNERAL,5417.165,NA,NA,NA,NA,21,Unrelated,SILVER,NA,NA
EX2,TOMB,3083.415,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,GATE,3050.25,NA,NA,NA,Related,NA,NA,NA,NA,NA
EX2,PURPLE,5784.045,Studied,22,1,NA,5,Related,SERVER,WAITER,NA
EX2,YELLOW,3466.585,Studied,13,3,Identical,23,Identical,YELLOW,NA,NA
EX2,FLOWER,6417.04,Studied,9,3,Identical,26,Identical,FLOWER,NA,NA
EX2,HOUR,4450.08,NA,NA,NA,Related,39,Related,HOUR,MINUTE,NA
EX2,SMILE,4533.25,Studied,1,4,NA,2,Identical,TRASH,NA,NA
EX2,FROWN,3216.455,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,GRAVE,3166.96,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA
EX2,BRAIN,2599.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,MOTHER,1900.335,Studied,42,1,Identical,"37,29",Identical,MOTHER,NA,NA
EX2,POWER,7134.165,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,WEIGHT,1330.75,Studied,19,3,NA,NA,NA,NA,NA,SCALE
EX2,HEIGHT,5918.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,TRAIN,5767.335,Studied,8,4,NA,6,Unrelated,LETTER,NA,NA
EX2,PAIN,5949,Studied,37,1,Identical,NA,NA,NA,NA,NA
EX2,LOUD,1882.375,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,LANE,2307.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,LANE,3983.625,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,FAME,5033.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,RAIN,2465.625,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,LEVEL,1900.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,RIGHT,1099.335,Studied,15,3,NA,NA,NA,NA,NA,NA
EX2,STATE,4100.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,GATE,2215.625,NA,NA,NA,Related,NA,NA,NA,NA,NA
EX2,PAINT,4350.415,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,FACE,3599.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,BUS,5782.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,GRAIN,5432.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,BLAME,5427.715,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,POWER,6400.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,BOWL,3715.085,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,FAN,3216.665,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX2,MESSAGE,1914.835,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,DOOR,6249.835,Studied,2,4,NA,NA,NA,NA,NA,NA
SA2,WEIGHT,7367.38,Studied,35,3,NA,6,Identical,DREAM,NA,NA
SA2,GEEK,4666.255,Studied,35,4,NA,3,Unrelated,SMALL,NA,NA
SA2,SMOKE,2650.71,Studied,16,4,Identical,NA,NA,NA,NA,NA
SA2,MORE,5017.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,LESS,1348.915,Studied,31,1,Identical,NA,NA,NA,NA,NA
SA2,FUNERAL,5417.165,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,TOMB,3083.415,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,GATE,3050.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,PURPLE,5784.045,Studied,9,1,Identical,"14,41",Identical,CANDLE,NA,NA
SA2,YELLOW,3466.585,Studied,10,3,NA,18,Related,HALT,STOP,NA
SA2,FLOWER,6417.04,Studied,6,3,NA,15,Identical,NEPHEW,NA,NA
SA2,HOUR,4450.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,SMILE,4533.25,Studied,41,4,Identical,9,Identical,THIEF,NA,NA
SA2,FROWN,3216.455,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,GRAVE,3166.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,BRAIN,2599.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,MOTHER,1900.335,Studied,3,1,NA,11,Identical,INHALE,NA,NA
SA2,POWER,7134.165,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,WEIGHT,1330.75,Studied,35,3,NA,6,Identical,DREAM,NA,NA
SA2,HEIGHT,5918.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,TRAIN,5767.335,Studied,34,4,NA,2,Related,ABDOMEN,STOMACH,NA
SA2,PAIN,5949,Studied,40,1,Identical,5,Related,GUIDE,TOUR,NA
SA2,LOUD,1882.375,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,LANE,2307.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,LANE,3983.625,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,FAME,5033.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,RAIN,2465.625,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,LEVEL,1900.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,RIGHT,1099.335,Studied,11,3,NA,NA,NA,NA,NA,LEFT
SA2,STATE,4100.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,GATE,2215.625,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,PAINT,4350.415,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,FACE,3599.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,BUS,5782.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,GRAIN,5432.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,BLAME,5427.715,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,POWER,6400.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,BOWL,3715.085,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,FAN,3216.665,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA2,MESSAGE,1914.835,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,KILL,3921.865,Studied,27,2,Identical,7,Unrelated,SMART,NA,NA
SK,ALIVE,1499.45,Studied,36,3,NA,6,Related,ZEST,SOAP,NA
SK,LEAVES,1766.36,Studied,5,4,NA,3,Unrelated,HATE,NA,NA
SK,GRASS,1633.61,Studied,37,4,Identical,34,Identical,GRASS,NA,NA
SK,BUCKET,1549.68,Studied,27,3,Identical,NA,NA,NA,NA,NA
SK,YELLOW,1699.645,Studied,19,1,NA,2,Related,BROOK,STREAM,NA
SK,SMOOTH,1583.455,Studied,29,1,NA,1,firstword,firstword,NA,NA
SK,BEACH,1415.99,Studied,18,1,NA,3,Related,CASH,MONEY,NA
SK,TWELVE,1500.54,Studied,35,1,Identical,NA,NA,NA,NA,NA
SK,FIVE,1400.075,Studied,28,2,NA,3,Identical,KILL,NA,NA
SK,FROG,2066.48,Studied,6,2,NA,11,Unrelated,CASTLE,NA,NA
SK,JUMP,2785.62,Studied,10,2,Identical,12,Unrelated,FIRE,NA,NA
SK,HOOP,1534.76,Studied,41,2,NA,10,Related,CABOOSE,TRAIN,NA
SK,QUART,4300.845,Studied,3,4,NA,26,Related,PINT,QUART,PINT
SK,PEPPER,1483.355,Studied,9,4,NA,28,Identical,SHOVE,NA,NA
SK,SPOON,1633.985,Studied,8,4,NA,27,Related,GRANITE,ROCK,NA
SK,SMILE,3167.35,Studied,31,2,Identical,36,Identical,VERB,NA,NA
SK,HAPPY,2022.295,NA,NA,NA,Unrelated,35,Unrelated,HAPPY,NA,NA
SK,RIVER,6951.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,BIRD,4083.26,Studied,3,1,NA,8,Related,PEEL,ORANGE,NA
SK,SHORT,2982.175,Studied,21,4,NA,12,Unrelated,CHILD,NA,NA
SK,UNCLE,1517.07,Studied,22,4,NA,13,Identical,MEAN,NA,NA
SK,FINGER,1464.94,Studied,24,4,NA,14,Identical,FOUND,NA,HAND
SK,BEHIND,1450.965,Studied,25,4,NA,16,Unrelated,MANY,NA,NA
SK,OFFICE,1567.375,Studied,27,4,Identical,32,Related,TIME,CLOCK,NA
SK,MINUTE,4401.025,Studied,28,4,NA,10,Unrelated,DRAW,NA,NA
SK,TIME,1033.895,NA,NA,NA,Related,29,Identical,MINUS,NA,NA
SK,DOLLAR,1149.83,Studied,29,4,NA,31,Unrelated,SPIT,NA,BUCK
SK,LENGTH,2333.555,Studied,1,1,NA,13,Unrelated,SPOTS,NA,NA
SK,MONEY,6139.94,Studied,2,1,NA,14,Unrelated,TOOTH,NA,CASH
SK,BUILD,7086.385,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,FIND,7334.225,NA,NA,NA,Unrelated,"19,28",Identical,SLOW,NA,NA
SK,LOOK,1515.73,Studied,31,3,NA,18,Identical,BORROW,NA,NA
SK,SEARCH,1566.185,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,NAVY,1449.64,Studied,12,3,NA,21,Unrelated,GAME,NA,NA
SK,SHO,8001.125,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,SHOE,2332.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,PAPER,5650.07,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA
SK,GROW,1891.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,PLANT,1349.695,Studied,30,4,NA,2,Related,HAND,FINGER,NA
SK,CORAL,4216.15,Studied,4,4,NA,6,Unrelated,PLANE,NA,NA
SK,CANCE,2283.905,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,CANCER,1402.355,Studied,6,4,NA,5,Unrelated,PACKAGE,NA,NA
SK,EARLY,6985.04,Studied,7,4,NA,4,Identical,FENCE,NA,NA
SK,TIGER,7999.31,Studied,32,4,NA,21,Related,AFTER,BEFORE,NA
SK,ANIMAL,1635.69,Studied,40,4,NA,22,Unrelated,KNIFE,NA,NA
SK,SHARK,1298.755,Studied,34,4,NA,23,Unrelated,SHERIFF,NA,NA
SK,ADD,4425.675,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,HOME,6318.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,FLOWER,4253.45,Studied,10,1,Identical,29,Identical,FLOWER,NA,NA
SK,MOTHER,1469.075,Studied,18,3,NA,12,Unrelated,SOUR,NA,FATHER
SK,MOTIVATE,6615.705,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,CAR,6466.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,WORD,4629.175,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,CHAIN,3484.735,Studied,3,3,NA,5,Related,MEDIA,NEWS,NA
SK,BRANCH,2299.255,Studied,20,3,NA,3,Related,GUIDE,TOUR,NA
SK,ROPE,7533.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,TOE,5842.03,NA,NA,NA,NA,7,Related,COBWEB,SPIDER,NA
SK,RIGHT,2111.465,Studied,36,1,NA,NA,NA,NA,NA,LEFT
SK,WATER,1289.76,NA,NA,NA,Unrelated,40,Unrelated,WATER,NA,NA
SK,BLUE,3865.935,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,DAGGER,4551.345,Studied,23,1,NA,4,Related,SWISS,CHEESE,NA
SK,FUNERAL,7082.965,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,SONG,4034.92,Studied,22,1,Identical,23,Identical,SONG,NA,NA
SK,SOUL,8002.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,PILE,1801.495,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,BODY,6334.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,SAD,3299.225,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,COST,6532.965,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,PAIN,1283.85,Studied,1,3,NA,8,Related,FATHER,MOTHER,NA
SK,COUR,8001.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,LAND,3939.865,Studied,20,2,NA,36,Unrelated,MAD,NA,ACRE
SK,CALL,7995.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK,PHONE,4576.575,Studied,20,4,NA,37,Related,DIAL,PHONE,DIAL
CS,ROSE,8001.885,Studied,22,4,NA,"12,41",Unrelated,ORANGE,NA,NA
CS,HEAD,8000.485,Studied,31,4,NA,2,Identical,PROPER,NA,NA
CS,GRAND,8002.1,Studied,24,4,NA,13,Identical,MOVE,NA,NA
CS,BABY,8002.365,Studied,34,4,Identical,42,Identical,BABY,NA,NA
CS,VOLCA,8001.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS,VOLCANO,8002.6,Studied,1,2,NA,10,Identical,LAUGH,NA,NA
CS,HAIR,8002.095,Studied,11,2,NA,1,firstword,firstword,NA,NA
CS,MUSIC,7999.29,NA,NA,NA,NA,2,Related,CHESS,GAME,NA
CS,CHOIR,8001.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS,SURE,8000.665,Studied,25,1,NA,11,Related,GRAMMAR,ENGLISH,NA
CS,BORING,8000.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS,FINISH,7989.465,Studied,35,1,NA,"1,29",firstword,firstword,NA,NA
CS,ROSE,8020.03,Studied,22,4,NA,"12,41",Unrelated,ORANGE,NA,NA
CS,GRAND,7936.165,Studied,24,4,NA,13,Identical,MOVE,NA,NA
CS,FLOWER,7988.625,NA,NA,NA,Unrelated,38,Identical,SELF,NA,NA
CS,STUPI,8001.885,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS,STUPID,8001.98,Studied,41,4,NA,NA,NA,NA,NA,NA
CS,WRITING,7999.515,NA,NA,NA,NA,"6,21",Identical,REPEAT,NA,NA
CS,CLASS,8001.76,Studied,16,4,NA,5,Related,SESSION,CLASS,SESSION
CS,PEN,8003.435,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS,PENCIL,8000.88,Studied,22,1,NA,8,Unrelated,SWAMP,NA,NA
CS,BRAIN,8000.32,Studied,5,4,NA,10,Unrelated,GLORY,NA,NA
AG,FOOD,3247.045,Studied,7,3,NA,"21,41",Unrelated,SOAP,NA,NA
AG,MONARCH,4614.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
AG,SURE,6148.03,Studied,37,2,NA,"5,18,38",Identical,FRONT,NA,NA
AG,ITCH,4865.305,Studied,42,2,NA,1,firstword,firstword,NA,NA
AG,SKIN,1128.095,Studied,21,1,NA,12,Identical,MILK,NA,NA
AG,FUNERAL,4293.815,NA,NA,NA,NA,NA,NA,NA,NA,NA
AG,STREET,3649.855,Studied,5,3,NA,18,Related,BAND,MUSIC,NA
AG,STORE,1087.54,Studied,1,3,NA,19,Identical,TAKE,NA,NA
AG,BRAIN,6417.675,Studied,1,1,NA,"10,24",Unrelated,SHEETS,NA,NA
AG,MARRY,2833.665,Studied,5,4,NA,21,Identical,PURPOSE,NA,NA
AG,WRONG,932.65,Studied,7,4,NA,22,Unrelated,BEHIND,NA,NA
AG,TRAILER,998.245,Studied,6,4,NA,20,Related,GENUINE,REAL,TRACTOR
AG,CHILD,934.22,Studied,8,4,Identical,10,Identical,CHILD,NA,NA
AG,DRAW,982.455,Studied,9,4,NA,4,Unrelated,ANIMAL,NA,NA
AG,MAD,3765.725,Studied,38,2,NA,14,Related,HAUL,CARRY,NA
AG,HAPPY,4951.65,Studied,17,3,NA,NA,NA,NA,NA,DELIGHT
AG,MOVE,4132.145,Studied,7,1,Identical,"36,38,39",Related,SKULL,HEAD,NA
AG,GUILT,2231.77,Studied,2,1,NA,"7,9",Related,CITY,TOWN,NA
AG,PROPER,4916.79,Studied,28,1,Identical,18,Identical,SHIRT,NA,NA
AG,UNDER,951.165,Studied,37,1,NA,"19,41",Identical,PENNY,NA,NA
AG,TIRED,6949.36,Studied,36,2,NA,"9,16",Unrelated,MINOR,NA,NA
AG,SMELL,2482.385,Studied,29,3,Identical,"22,31",Unrelated,MIDDLE,NA,NA
AG,FOOD,4649.615,Studied,7,3,NA,"21,41",Unrelated,SOAP,NA,NA
AG,TIRED,1199.21,Studied,36,2,NA,"9,16",Unrelated,MINOR,NA,NA
AG,MONARCH,1564.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
AG,TRIBE,2965.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
AG,SKIN,5600.545,Studied,21,1,NA,12,Identical,MILK,NA,NA
AG,ITCH,3015.285,Studied,42,2,NA,1,firstword,firstword,NA,NA
AG,DEATH,2848.185,Studied,24,4,Identical,"16,41",Identical,DEATH,NA,NA
AG,HAPPY,5034.69,Studied,17,3,NA,NA,NA,NA,NA,DELIGHT
AG,TEST,5898.805,NA,NA,NA,NA,NA,NA,NA,NA,NA
AG,MOVE,2427.65,Studied,7,1,Identical,"36,38,39",Related,SKULL,HEAD,NA
AG,STREET,3716.51,Studied,5,3,NA,18,Related,BAND,MUSIC,NA
AG,STORE,6466.825,Studied,1,3,NA,19,Identical,TAKE,NA,NA
AG,WISH,1665.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
AG,NINE,1088.68,Studied,14,2,NA,"2,19,37",Identical,CAKE,NA,NA
AG,COPY,4831.575,Studied,41,2,Identical,31,Identical,COPY,NA,NA
AG,STEAL,1465.95,Studied,27,1,NA,3,Unrelated,NUMBER,NA,NA
AG,BIKE,1682.755,Studied,30,1,NA,4,Unrelated,ORANGE,NA,NA
AG,HAPPY,6866.97,Studied,17,3,NA,NA,NA,NA,NA,DELIGHT
AG,MAD,766.065,Studied,38,2,NA,14,Related,HAUL,CARRY,NA
AG,TRIBE,1099.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
AG,SD,8474.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
AG,HAPPY,3052.755,Studied,17,3,NA,NA,NA,NA,NA,DELIGHT
AG,MAD,1016.1,Studied,38,2,NA,14,Related,HAUL,CARRY,NA
AG,TIRED,3218.26,Studied,36,2,NA,"9,16",Unrelated,MINOR,NA,NA
AG,SAD,5324.225,NA,NA,NA,NA,NA,NA,NA,NA,NA
AG,BIKE,6766.175,Studied,30,1,NA,4,Unrelated,ORANGE,NA,NA
AG,STEAL,1297.78,Studied,27,1,NA,3,Unrelated,NUMBER,NA,NA
AG,SMALL,3165.59,Studied,1,2,NA,20,Identical,GLASSES,NA,NA
AG,LARGE,2754.455,Studied,31,2,NA,"21,35",Identical,MONKEY,NA,NA
AG,SAD,1981.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
AG,MAD,6899.74,Studied,38,2,NA,14,Related,HAUL,CARRY,NA
AG,TIRED,1331.795,Studied,36,2,NA,"9,16",Unrelated,MINOR,NA,NA
AG,STREET,4215.68,Studied,5,3,NA,18,Related,BAND,MUSIC,NA
AG,STORE,6598.285,Studied,1,3,NA,19,Identical,TAKE,NA,NA
AG,CHILD,5632.42,Studied,8,4,Identical,10,Identical,CHILD,NA,NA
AG,DRAW,6906.185,Studied,9,4,NA,4,Unrelated,ANIMAL,NA,NA
AG,TRAILER,6281.43,Studied,6,4,NA,20,Related,GENUINE,REAL,TRACTOR
AG,WRONG,1749.77,Studied,7,4,NA,22,Unrelated,BEHIND,NA,NA
AG,MARRY,1399.295,Studied,5,4,NA,21,Identical,PURPOSE,NA,NA
AG,TIRED,5452.895,Studied,36,2,NA,"9,16",Unrelated,MINOR,NA,NA
AG,RENT,4430.36,Studied,12,4,NA,8,Related,SEVERAL,MANY,NA
AG,SMALL,6581.95,Studied,1,2,NA,20,Identical,GLASSES,NA,NA
AG,LARGE,1388.605,Studied,31,2,NA,"21,35",Identical,MONKEY,NA,NA
AG,NINE,877.735,Studied,14,2,NA,"2,19,37",Identical,CAKE,NA,NA
AG,COPY,1299.485,Studied,41,2,Identical,31,Identical,COPY,NA,NA
AG,STEAL,999.17,Studied,27,1,NA,3,Unrelated,NUMBER,NA,NA
AG,BIKE,1183.405,Studied,30,1,NA,4,Unrelated,ORANGE,NA,NA
AG,MAD,5097.585,Studied,38,2,NA,14,Related,HAUL,CARRY,NA
AG,SAD,1199.115,NA,NA,NA,NA,NA,NA,NA,NA,NA
AG,TIRED,2151.99,Studied,36,2,NA,"9,16",Unrelated,MINOR,NA,NA
AG,TIRED,2882.825,Studied,36,2,NA,"9,16",Unrelated,MINOR,NA,NA
AG,HAPPY,2814.54,Studied,17,3,NA,NA,NA,NA,NA,DELIGHT
AG,MAD,750.715,Studied,38,2,NA,14,Related,HAUL,CARRY,NA
AG,SAD,749.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,PLEASURE,6833.455,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,SHARK,5550.29,Studied,11,3,NA,22,Related,JAWS,SHARK,JAWS
CT,PENCIL,2499.005,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA
CT,NICE,5384.835,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,THERE,1182.25,Studied,14,3,NA,13,Unrelated,YOUNG,NA,NA
CT,WHERE,1500.755,Studied,13,3,NA,12,Related,HAND,FINGER,NA
CT,BIRD,2884.33,Studied,8,4,NA,15,Unrelated,TOOTH,NA,NA
CT,SAD,3717.165,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,SLEEP,3717.665,NA,NA,NA,Unrelated,6,Unrelated,SLEEP,NA,NA
