Participant,DelayedWord,DelayedRT,Studied,StudyPosition,Block,RecalledonDay1,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,Prime,PrimePosition,PrimeBlock
HH,CANCER,2046.84,Studied,18,2,Recalled,NA,8,Unrelated,RAIN,NA,NA,unrelated,RAIN,8,2
HH,PURPLE,3733.45,Studied,9,1,Recalled,NA,11,Related,TUTU,BALLET,NA,unrelated,TUTU,11,1
HH,WORLD,1398.63,Studied,34,4,Recalled,NA,"21,16",Related,LINEN,SHEETS,GLOBE,unrelated,MAD,16,4
HH,DEATH,6314.99,Not Studied,NA,NA,NotRecalled,Unrelated,NA,NA,NA,NA,NA,identical,DEATH,42,2
HH,KIDNAP,2515.87,Studied,2,1,Recalled,NA,2,Related,SUMMER,WINTER,NA,unrelated,SUMMER,2,1
HH,TWELVE,1782.48,Studied,14,3,Recalled,NA,7,Related,TULIP,FLOWER,NA,unrelated,TULIP,7,3
HH,FIVE,1281.94,Studied,29,4,Recalled,NA,8,Related,ACRE,LAND,NA,unrelated,ACRE,8,4
HH,,7996.945,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
HH,,8002.515,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
HH,,8001.27,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
HH,PASSENGER,2446.545,Not Studied,NA,NA,Recalled,NA,30,Identical,STATES,NA,NA,unrelated,STATES,30,1
HH,FLOWER,2266.66,Studied,37,3,Recalled,NA,12,Related,DIME,NICKEL,TULIP,related,TULIP,7,3
HH,EGG,1266.01,Studied,NA,NA,Recalled,NA,NA,NA,NA,NA,NA,identical,EGGS,11,3
HH,PRISON,1715.155,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
HH,JAIL,1066.31,Studied,10,3,Recalled,NA,13,Identical,FRIGHT,NA,INMATE,related,INMATE,9,3
HH,,7997.875,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
HH,ORANGE,3446.005,Studied,36,3,Recalled,NA,10,Related,BANJO,GUITAR,NA,unrelated,BANJO,10,3
HH,YELLOW,1215.75,Studied,40,3,Recalled,NA,9,Related,INMATE,JAIL,NA,unrelated,INMATE,9,3
HH,,7996.885,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
HH,,8001.08,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
HH,,7999.065,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
HH,,7995.115,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
HH,SHIP,4196.94,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
HH,KILL,3632.235,Studied,28,4,Recalled,NA,7,Unrelated,SNEEZE,NA,NA,unrelated,SNEEZE,7,4
HH,,7996.06,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
