Participant,DelayedWord,DelayedRT,Studied,StudyPosition,Block,RecalledonDay1,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,Prime,PrimePosition,PrimeBlock
EC,SHERIFF,3683.75,Studied,21,2,Recalled,NA,14,Unrelated,QUEEN,NA,NA,unrelated,QUEEN,14,2
EC,BOARD,4055.235,Studied,1,1,Recalled,NA,2,Unrelated,NAVY,NA,NA,unrelated,NAVY,2,1
EC,HAPPY,2500.985,Studied,17,1,Recalled,NA,20,Identical,CHURCH,NA,NA,unrelated,CHURCH,20,1
EC,DESERT,1563.555,Studied,2,1,Recalled,NA,1,firstword,firstword,NA,NA,firstword,,,
EC,WARM,1121.79,Studied,10,1,Recalled,NA,3,Unrelated,BRANCH,NA,NA,unrelated,BRANCH,3,1
EC,ROOF,2750.41,Studied,15,1,NotRecalled,Identical,NA,NA,NA,NA,NA,identical,ROOF,41,1
EC,TREE,2708.57,Studied,12,1,Recalled,NA,8,Identical,HAIR,NA,NA,unrelated,HAIR,8,1
EC,BREAK,1349.745,Studied,11,1,Recalled,NA,7,Related,VIRUS,SICK,NA,unrelated,VIRUS,7,1
EC,,8000.155,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EC,STREET,2219.06,Studied,34,1,Recalled,NA,17,Identical,FIND,NA,MAIN,related,MAIN,12,1
EC,SHIP,2801.235,Studied,30,1,Recalled,Identical,16,Identical,VOLCANO,NA,NA,identical,SHIP,9,1
EC,SWORD,1684.1,Studied,33,1,Recalled,NA,15,Identical,STRANGE,NA,NA,unrelated,STRANGE,15,1
EC,ANGRY,2683.53,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,related,MAD,15,4
EC,GUILT,1183.515,Studied,24,3,Recalled,NA,14,Related,GRAFT,SKIN,NA,unrelated,GRAFT,14,3
EC,ANNOY,1399.98,Studied,15,2,Recalled,NA,13,Unrelated,HORSE,NA,NA,unrelated,HORSE,13,2
EC,CLOWN,5251.655,Studied,19,2,Recalled,NA,9,Related,BIRTH,DEATH,NA,unrelated,BIRTH,9,2
EC,PURPOE,2498.785,Studied,NA,NA,Recalled,NA,NA,NA,NA,NA,NA,unrelated,PEPPER,5,2
EC,PURPOSE,1317.33,Studied,2,2,Recalled,NA,5,Unrelated,PEPPER,NA,NA,unrelated,PEPPER,5,2
EC,RAIN,1216.515,Studied,1,2,Recalled,NA,4,Unrelated,MEAN,NA,NA,unrelated,MEAN,4,2
