participant,DelayedWord,DelayedRT,Studied,StudyPosition,Block,RecalledonDay1,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,Prime,PrimePosition,PrimeBlock
SH,TRIBE,2929.475,Practice,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
SH,COLONY,2819.255,Practice,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
SH,GIFT,8009.11,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
SH,FIRE,4989.585,Studied,33,3,NotRecalled,Identical,"31,23",Related,TARNISH,SILVER,NA,unprimed,,,
SH,CHILD,2419.625,Studied,38,1,Recalled,NA,6,Identical,CLOWN,NA,NA,unrelated,,,
SH,STARVE,8002.065,Not Studied,NA,NA,Recalled,NA,28,Identical,THIN,NA,NA,unrelated,,,
SH,FOOD,1308.755,Studied,9,4,Recalled,NA,12,Unrelated,THREAD,NA,NA,unrelated,,,
SH,CLOWN,5151.28,Studied,35,1,Recalled,Identical,10,Related,POSTAGE,STAMP,NA,identical,clown,6,1
SH,SHIP,6965.245,Studied,26,4,Recalled,NA,31,Identical,SWORD,NA,NA,unrelated,,,
SH,COUPLE,6149.77,Not Studied,NA,NA,Recalled,NA,27,Unrelated,WINTER,NA,NA,unrelated,,,
SH,MARRIED,1812.1,Studied,NA,NA,Recalled,NA,39,Unrelated,MOTHER,NA,NA,unrelated,,,
SH,,8007.555,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
SH,,7992.22,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
SH,TREE,5640.72,Studied,1,4,Recalled,NA,9,Unrelated,BRANCH,NA,NA,unrelated,,,
SH,GAME,1671.435,Studied,4,4,Recalled,NA,5,Related,GAIN,LOSE,NA,unrelated,,,
SH,LOSE,3749.325,Studied,31,4,Recalled,NA,6,Unrelated,NEWS,NA,GAIN,related,gain,5,4
SH,LAUGH,2363.115,Studied,32,4,Recalled,NA,7,Identical,NONE,NA,NA,unrelated,,,
SH,HAPPY,2283.395,Studied,33,4,Recalled,Identical,8,Identical,TAKE,NA,NA,unrelated,,,
SH,ROOF,8009.985,Studied,27,4,Recalled,NA,18,Unrelated,HUNGER,NA,NA,unrelated,,,
SH,CLIMB,2730.735,Studied,29,2,Recalled,Identical,"23,19",Identical,CELL,NA,NA,unrelated,,,
SH,CHURCH,2722.955,Studied,30,4,Recalled,NA,21,Identical,BREAK,NA,NA,unrelated,,,
SH,STORE,1256,Studied,29,4,Recalled,NA,20,Unrelated,NAVY,NA,NA,unrelated,,,
SH,DESERT,1986.905,Studied,2,4,Recalled,NA,10,Unrelated,SQUARE,NA,NA,unrelated,,,
SH,STREET,2112.715,Studied,15,4,Recalled,NA,25,Identical,LOVE,NA,NA,unrelated,,,
SH,VOLCANO,2568.49,Studied,12,4,Recalled,NA,22,Unrelated,MOST,NA,NA,unrelated,,,
SH,BOARD,7996.17,Studied,40,4,Recalled,NA,4,Unrelated,READ,NA,NA,unrelated,,,
SH,FRIEND,8017.735,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
SH,,8000,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
