participant,DelayedWord,DelayedRT,Studied,StudyPosition,Block,RecalledonDay1,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,Prime,PrimePosition,PrimeBlock
NG,SHARK,1785.385,Studied,35,4,NotRecalled,Identical,NA,NA,NA,NA,NA,identical,shark,14,4
NG,TEETH,1830.495,Studied,28,4,Recalled,Identical,42,Related,PLUS,MINUS,NA,identical,teeth,29,4
NG,DEVIL,2466.88,Studied,4,2,Recalled,NA,4,Identical,SORRY,NA,NA,unrelated,,,
NG,SWEET,2366.225,Studied,8,2,Recalled,Identical,6,Identical,SWEET,NA,NA,identical,sweet,6,2
NG,LEARN,1096.73,Studied,18,2,Recalled,NA,23,Unrelated,MONKEY,NA,NA,unrelated,,,
NG,GEEK,1764.655,Studied,16,2,Recalled,Identical,24,Identical,KILL,NA,NA,unrelated,,,
NG,NEWS,3449.15,Studied,28,3,Recalled,NA,23,Identical,PAIN,NA,NA,unrelated,,,
NG,CHAIR,2048.12,Studied,9,1,Recalled,NA,6,Unrelated,FAKE,NA,NA,unrelated,,,
NG,SWAMP,6384.56,Studied,5,2,Recalled,NA,11,Unrelated,BOSS,NA,NA,unrelated,,,
NG,LAND,1398.555,Studied,34,2,Recalled,NA,8,Related,SOUND,NOISE,NA,unrelated,,,
NG,LAKE,1282.56,Studied,7,2,Recalled,Identical,9,Identical,LAKE,NA,NA,identical,lake,9,2
NG,HOTEL,1951.64,Studied,6,2,Recalled,NA,7,Unrelated,ONCE,NA,NA,unrelated,,,
NG,FLIGHT,6435.23,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
NG,,7999.425,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
NG,,8000.795,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
NG,KISS,3127.025,Studied,2,2,Recalled,NA,2,Unrelated,GLASSES,NA,NA,unrelated,,,
NG,FROG,1998.845,Studied,3,2,Recalled,NA,"3,5",Related,WHITE,BLACK,NA,unrelated,,,
NG,,7998.94,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
NG,,8000.605,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
NG,HAPP,7987.52,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
NG,,8006.205,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
NG,HORN,1484.505,Studied,38,1,Recalled,NA,16,Identical,WEIGHT,NA,NA,unrelated,,,
NG,MUSIC,2350.855,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
NG,,8001.2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
NG,SPOON,5687.175,Studied,14,4,NotRecalled,NA,NA,NA,NA,NA,FORK,related,fork,9,4
NG,,8002.24,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
NG,,8003.78,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
NG,,7993.34,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
NG,,7999.665,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
NG,,8002.63,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
NG,,8013.005,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
NG,SHELF,1727.885,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
NG,ODOR,6516.585,Not Studied,NA,NA,Recalled,NA,29,Identical,DOOR,NA,NA,unrelated,,,
NG,,7999.4,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
NG,YELLOW,1364.33,Studied,2,1,Recalled,NA,1,firstword,firstword,NA,NA,firstword,,,
NG,ORANGE,1266.425,Studied,23,1,Recalled,NA,2,Identical,WEST,NA,NA,unrelated,,,
