RecalledWord,StudyPosition,Block
BUTTER,1,1
ALIVE,2,1
TOUR,3,1
KIDNAP,4,1
PURPLE,5,1
WAITER,6,1
BORROW,7,1
SQUARE,8,1
STATES,9,1
LESS,10,1
HUNGER,11,1
READ,12,1
TENNIS,13,1
FIRST,14,1
VERB,15,1
THREAD,16,1
THIRST,17,1
CHAIN,18,1
PAIN,19,1
LOOK,20,1
NAVY,21,1
MIDDLE,22,1
BUCKET,23,1
WINTER,24,1
BRANCH,25,1
SLOW,26,1
BALLET,27,1
NEWS,28,1
NOSE,29,1
MOST,30,1
SPIDER,31,1
SEEK,32,1
WILD,33,1
TEST,34,1
MOTHER,35,1
ARGUE,36,1
SOAP,37,1
SUPPER,38,1
CANDLE,39,1
TOES,40,1
INHALE,41,1
CLUE,42,1
MINUTE,1,2
MEAN,2,2
TEETH,3,2
PHONE,4,2
ROCK,5,2
GRASS,6,2
ANIMAL,7,2
SHOVE,8,2
QUART,9,2
GIRLS,10,2
CLOCK,11,2
TIGER,12,2
OFFICE,13,2
FINGER,14,2
EARLY,15,2
SHORT,16,2
CLOSE,17,2
LEAVES,18,2
WORST,19,2
THERE,20,2
YOURS,21,2
CORAL,22,2
BEHIND,23,2
DOLLAR,24,2
PEPPER,25,2
UNCLE,26,2
HORSE,27,2
WHERE,28,2
ENTER,29,2
MINUS,30,2
CANCER,31,2
QUEEN,32,2
FOUND,33,2
MUSCLE,34,2
BEFORE,35,2
PLANT,36,2
THROW,37,2
WHOLE,38,2
FENCE,39,2
SHARK,40,2
LEMON,41,2
SPOON,42,2
NICKEL,1,3
CLAM,2,3
GLORY,3,3
ORANGE,4,3
FRIGHT,5,3
NEPHEW,6,3
SONG,7,3
JAIL,8,3
WEIGHT,9,3
WEST,10,3
MONEY,11,3
HORN,12,3
DAGGER,13,3
TWELVE,14,3
BOMB,15,3
NUMBER,16,3
SELLER,17,3
GROSS,18,3
STREAM,19,3
CHEESE,20,3
BIRD,21,3
GUITAR,22,3
BEACH,23,3
STOP,24,3
CRACKER,25,3
SHEETS,26,3
PICKLE,27,3
CHANGE,28,3
CHAIR,29,3
FISH,30,3
DREAM,31,3
EGGS,32,3
SMOOTH,33,3
STORY,34,3
RIGHT,35,3
WORK,36,3
LENGTH,37,3
LAWYER,38,3
STAIRS,39,3
YELLOW,40,3
FLOWER,41,3
OUTTAKE,42,3
KILL,1,4
TRAIN,2,4
BLACK,3,4
SORRY,4,4
LEARN,5,4
LAND,6,4
TRASH,7,4
THIEF,8,4
CAMP,9,4
NOISE,10,4
DUSK,11,4
SMILE,12,4
TIGHT,13,4
FIVE,14,4
GHOST,15,4
WHEAT,16,4
JUMP,17,4
GEEK,18,4
STARS,19,4
FROG,20,4
ROAD,21,4
POUND,22,4
STOMACH,23,4
SWEET,24,4
SWAMP,25,4
DIRT,26,4
WORLD,27,4
LAKE,28,4
DEAF,29,4
SOUTH,30,4
KISS,31,4
DOOR,32,4
HOOP,33,4
PICTURE,34,4
HOTEL,35,4
SMOKE,36,4
PRESENT,37,4
BELOW,38,4
SHOES,39,4
MINOR,40,4
DEVIL,41,4
BRIDE,42,4
