Participant,Prime,Prime_Duration,rt,Response
5d1aab1fb8fd6c001834e939,MIDLAND,499.405,3383.25,MIDLAND
5d1aab1fb8fd6c001834e939,SUIT,499.685,1632.55,SUIT
5d1aab1fb8fd6c001834e939,RESUME,499.635,1900.025,RESUME
5d1aab1fb8fd6c001834e939,FOREST,499.925,1316.485,FOREST
5d1aab1fb8fd6c001834e939,VOID,500.01,1383.105,VOID
5d1aab1fb8fd6c001834e939,WIND,500.675,1099.6,WIND
5d1aab1fb8fd6c001834e939,MEET,499.585,1382.72,MEET
5d1aab1fb8fd6c001834e939,KEEP,500.3,1166.235,KEEP
5d1aab1fb8fd6c001834e939,PULL,500.225,1249.575,PULL
5d1aab1fb8fd6c001834e939,PEEP,499.735,1249.595,PEEP
5d1aab1fb8fd6c001834e939,DAMAGE,499.455,1416.405,DAMAGE
5d1aab1fb8fd6c001834e939,TRIVIA,499.165,1216.405,TRIVIA
5d1aab1fb8fd6c001834e939,VODKA,500.38,2549.26,VODKA
5d1aab1fb8fd6c001834e939,ERUPT,499.915,2566.44,ERUPT
5d1aab1fb8fd6c001834e939,TRAITOR,500.34,2199.15,TRAITOR
5d1aab1fb8fd6c001834e939,FAUNA,499.775,1549.36,FAUNA
5d1aab1fb8fd6c001834e939,PIAZZA,499.22,1999.475,PIAZZA
5d1aab1fb8fd6c001834e939,LEND,500.45,1575.03,LEND
5d1aab1fb8fd6c001834e939,SNAP,500.04,1516.65,SNAP
5d1aab1fb8fd6c001834e939,REACTOR,499.81,1649.52,REACTOR
5d1aab1fb8fd6c001834e939,FREAK,499.825,1000.025,FREAK
5d1aab1fb8fd6c001834e939,CHEAT,499.845,994.12,CHEAT
5d1aab1fb8fd6c001834e939,SHAVE,499.87,932.815,SHAVE
5d1aab1fb8fd6c001834e939,CHEER,500.04,1050,CHEER
5d1aab1fb8fd6c001834e939,MORAL,500.65,982.805,MORAL
5d1aab1fb8fd6c001834e939,STARK,499.795,1466.605,STARK
5d1aab1fb8fd6c001834e939,FLAK,500.255,916.02,FLAK
5d1aab1fb8fd6c001834e939,LYNX,499.87,1216.33,LYNX
5d1aab1fb8fd6c001834e939,SPAN,500.155,999.925,SPAN
5d1aab1fb8fd6c001834e939,HOSTEL,499.75,1949.73,HOSTEL
5d1aab1fb8fd6c001834e939,CORNER,500.38,1316.625,CORNER
5d1aab1fb8fd6c001834e939,CEASE,500.08,1316.545,CEASE
5d1aab1fb8fd6c001834e939,CLAW,500.525,1933.04,CLAW
5d1aab1fb8fd6c001834e939,SPUN,500.05,1316.825,PUN
5d1aab1fb8fd6c001834e939,UNEASY,499.585,1983.12,UNEASY
5d1aab1fb8fd6c001834e939,TOTALLY,500.305,3032.995,EASY
5d1aab1fb8fd6c001834e939,OPTION,499.47,1850.035,OPTION
5d1aab1fb8fd6c001834e939,EFFIGY,500.29,3015.895,EFFIGY
5d1aab1fb8fd6c001834e939,SPUNK,499.66,2132.975,SPUNK
5d1aab1fb8fd6c001834e939,MUZZLE,500.015,1433.27,MUZZLE
