RecalledWord,StudyPosition,Block
MILK,1,1
PENNY,2,1
LIGHT,3,1
GRAND,4,1
HEAD,5,1
SHIRT,6,1
TOUCH,7,1
SKIN,8,1
GRAVE,9,1
MOVE,10,1
CLASS,11,1
SHEEP,12,1
EXPLODE,13,1
UNDER,14,1
BABY,15,1
BIKE,16,1
STING,17,1
MATH,18,1
WOOD,19,1
BREAD,20,1
RULE,21,1
FAKE,22,1
GUILT,23,1
TOOTH,24,1
DOCTOR,25,1
WRITE,26,1
SUBJECT,27,1
STEAL,28,1
CLIMB,29,1
CELL,30,1
STUPID,31,1
KNIT,32,1
SPOTS,33,1
ROSE,34,1
NIGHTS,35,1
PROPER,36,1
BRAIN,37,1
TOWN,38,1
SELF,39,1
ARMS,40,1
STRESS,41,1
REPEAT,42,1
HELLO,1,2
MINIMUM,2,2
FRONT,3,2
JEANS,4,2
SLEEP,5,2
EFFECT,6,2
COPY,7,2
CARRY,8,2
PENCIL,9,2
FINISH,10,2
UNCLEAR,11,2
BOSS,12,2
GLASSES,13,2
ALLOW,14,2
SMALL,15,2
MAID,16,2
SOFT,17,2
TIRED,18,2
NINE,19,2
SMART,20,2
CAKE,21,2
MAD,22,2
PAPER,23,2
CASTLE,24,2
WANT,25,2
SURE,26,2
FIRE,27,2
ITCH,28,2
LARGE,29,2
ONCE,30,2
SPICE,31,2
PLAN,32,2
SNEEZE,33,2
SILK,34,2
MONKEY,35,2
OVEN,36,2
ENGLISH,37,2
WATER,38,2
PRIDE,39,2
BANK,40,2
BALL ,41,2
LETTER,42,2
CHOOSE,1,3
STREET,2,3
BELL,3,3
SMELL,4,3
MAGIC,5,3
FOOD,6,3
COLLECT,7,3
HAIR,8,3
HAPPY,9,3
DESERT,10,3
YEAR,11,3
TREE,12,3
JACKET,13,3
TALK,14,3
SWORD,15,3
TAKE,16,3
LETTUCE,17,3
STICKY,18,3
WARM,19,3
ROOF,20,3
MAYBE,21,3
PROBLEM,22,3
SICK,23,3
CHURCH,24,3
MUSIC ,25,3
HEAR,26,3
STORE,27,3
SOUR,28,3
SING,29,3
VOLCANO,30,3
BREAK,31,3
LAUGH,32,3
LOVE,33,3
STRANGE,34,3
GAME,35,3
NONE,36,3
LOSE,37,3
BOARD,38,3
FIND,39,3
SHIP,40,3
DRESS,41,3
CLEAR,42,3
DRUGS,1,4
TOOL,2,4
WRONG,3,4
DISAGREE,4,4
SAME,5,4
SLIDE,6,4
SPIT,7,4
PACKAGE,8,4
KNIFE,9,4
POTATO,10,4
SCISSORS,11,4
EXCUSE,12,4
DEATH,13,4
CARD,14,4
RAIN,15,4
REAL,16,4
STRIPE,17,4
SHALLOW,18,4
PLANE ,19,4
CLOWN,20,4
PIECE,21,4
MANY,22,4
YOUNG,23,4
SILVER,24,4
NECK,25,4
BUSH,26,4
CHILD,27,4
QUIET,28,4
TOCK,29,4
STAMP,30,4
DRAW,31,4
EXACT,32,4
PURPOSE,33,4
TRAILER,34,4
RENT,35,4
HATE,36,4
THIN,37,4
VOTE,38,4
THANKS,39,4
ANNOY,40,4
SHERIFF,41,4
MARRY,42,4
