RecalledWord,StudyPosition,Block
BREAD,1,1
MILK,2,1
SPOTS,3,1
SHEEP,4,1
BIKE,5,1
GUILT,6,1
UNDER,7,1
CLIMB,8,1
DOCTOR,9,1
BABY,10,1
STING,11,1
REPEAT,12,1
SKIN,13,1
STUPID,14,1
TOOTH,15,1
TOUCH,16,1
EXPLODE,17,1
GRAVE,18,1
GRAND,19,1
SELF,20,1
PROPER,21,1
SHIRT,22,1
KNIT,23,1
TOWN,24,1
NIGHTS,25,1
STEAL,26,1
HEAD,27,1
MOVE,28,1
SUBJECT,29,1
ARMS,30,1
STRESS,31,1
ROSE,32,1
CLASS,33,1
RULE,34,1
CELL,35,1
FAKE,36,1
WOOD,37,1
LIGHT,38,1
MATH,39,1
BRAIN,40,1
WRITE,41,1
PENNY,42,1
SLEEP,1,2
JEANS,2,2
LARGE,3,2
PAPER,4,2
MAID,5,2
TIRED,6,2
SOFT,7,2
HELLO,8,2
PLAN,9,2
MINIMUM,10,2
SMALL,11,2
LETTER,12,2
BOSS,13,2
WANT,14,2
GLASSES,15,2
EFFECT,16,2
SPICE,17,2
SURE,18,2
SMART,19,2
SNEEZE,20,2
BALL ,21,2
FIRE,22,2
PRIDE,23,2
MONKEY,24,2
CARRY,25,2
CAKE,26,2
ITCH,27,2
OVEN,28,2
PENCIL,29,2
ENGLISH,30,2
WATER,31,2
FRONT,32,2
MAD,33,2
FINISH,34,2
CASTLE,35,2
NINE,36,2
ONCE,37,2
ALLOW,38,2
COPY,39,2
SILK,40,2
UNCLEAR,41,2
BANK,42,2
LAUGH,1,3
TALK,2,3
TAKE,3,3
SICK,4,3
CLEAR,5,3
SING,6,3
LETTUCE,7,3
STREET,8,3
JACKET,9,3
FOOD,10,3
GAME,11,3
STORE,12,3
BREAK,13,3
SWORD,14,3
COLLECT,15,3
WARM,16,3
SMELL,17,3
FIND,18,3
MUSIC ,19,3
BELL,20,3
MAYBE,21,3
DRESS,22,3
CHURCH,23,3
HAIR,24,3
HEAR,25,3
NONE,26,3
LOSE,27,3
STICKY,28,3
STRANGE,29,3
CHOOSE,30,3
SHIP,31,3
PROBLEM,32,3
LOVE,33,3
MAGIC,34,3
ROOF,35,3
HAPPY,36,3
YEAR,37,3
TREE,38,3
SOUR,39,3
VOLCANO,40,3
BOARD,41,3
DESERT,42,3
THANKS,1,4
STRIPE,2,4
KNIFE,3,4
STAMP,4,4
TOOL,5,4
EXCUSE,6,4
POTATO,7,4
SPIT,8,4
MANY,9,4
SILVER,10,4
BUSH,11,4
PIECE,12,4
REAL,13,4
DEATH,14,4
DISAGREE,15,4
PLANE ,16,4
CARD,17,4
SHERIFF,18,4
SLIDE,19,4
TRAILER,20,4
ANNOY,21,4
MARRY,22,4
RAIN,23,4
DRUGS,24,4
WRONG,25,4
RENT,26,4
HATE,27,4
PURPOSE,28,4
CLOWN,29,4
THIN,30,4
SAME,31,4
EXACT,32,4
TOCK,33,4
SCISSORS,34,4
VOTE,35,4
SHALLOW,36,4
DRAW,37,4
CHILD,38,4
YOUNG,39,4
NECK,40,4
PACKAGE,41,4
QUIET,42,4
