Participant,Prime,Prime_Duration,rt,Response
60b553fb5705a4355358afaf,MORAL,486.98,8001.445,MORAL
60b553fb5705a4355358afaf,SPAN,491.175,7988.835,SPAIN
60b553fb5705a4355358afaf,UNEASY,491.3,7990.165,UNEASY
60b553fb5705a4355358afaf,CHEAT,495.14,8002.73,CHEAT
60b553fb5705a4355358afaf,OPTION,491.65,8000.85,OPTION
60b553fb5705a4355358afaf,FAUNA,491.455,8002,FAUNA
60b553fb5705a4355358afaf,LYNX,491.255,7996.365,LYNX
60b553fb5705a4355358afaf,SNAP,491.42,8004.96,SNAP
60b553fb5705a4355358afaf,VODKA,495.965,7994.54,VODKA
60b553fb5705a4355358afaf,CLAW,491.5600001,7997.84,CLAW
60b553fb5705a4355358afaf,FOREST,491.49,7996.615,FOREST
60b553fb5705a4355358afaf,HOSTEL,491.49,8004.755,XXXXX
60b553fb5705a4355358afaf,FLAK,497.465,7994.69,FLAK
60b553fb5705a4355358afaf,SHAVE,491.445,7996.765,SHAVE
60b553fb5705a4355358afaf,PEEP,491.36,8002.655,PEEP
60b553fb5705a4355358afaf,CHEER,491.415,7993.86,CHEER
60b553fb5705a4355358afaf,CORNER,491.585,7998.675,CORNER
60b553fb5705a4355358afaf,TRAITOR,492.07,7988.53,TRAITOR
60b553fb5705a4355358afaf,PULL,491.145,8000.065,PULL
60b553fb5705a4355358afaf,EFFIGY,494.7,7991.115,EFFIGY
60b553fb5705a4355358afaf,REACTOR,491.48,7991.075,REACTOR
60b553fb5705a4355358afaf,FREAK,492.935,7989.08,FREAK
60b553fb5705a4355358afaf,RESUME,491.32,7990.815,RESUME
60b553fb5705a4355358afaf,TOTALLY,491.725,8004.13,TOTALLY
60b553fb5705a4355358afaf,PIAZZA,491.2,7996.495,PIAZZA
60b553fb5705a4355358afaf,DAMAGE,491.69,8002.74,DAMAGE
60b553fb5705a4355358afaf,TRIVIA,491.63,8001.375,TRIVIA
60b553fb5705a4355358afaf,SPUNK,491.42,7992.24,SPUNK
60b553fb5705a4355358afaf,SUIT,491.665,8028.68,SUIT
60b553fb5705a4355358afaf,VOID,491.24,8003.71,WORDS
60b553fb5705a4355358afaf,WIND,491.275,7996.76,WIND
60b553fb5705a4355358afaf,LEND,491.48,7990.05,LEND
60b553fb5705a4355358afaf,SPUN,490.99,7988.48,SPUN
60b553fb5705a4355358afaf,MEET,491.475,8005.365,MEET
60b553fb5705a4355358afaf,CEASE,491.485,7991.19,CEASE
60b553fb5705a4355358afaf,MIDLAND,491.205,8002.095,MIDLAND
60b553fb5705a4355358afaf,STARK,491.695,8006.675,STARK
60b553fb5705a4355358afaf,KEEP,491.34,8001.985,KEEP
60b553fb5705a4355358afaf,ERUPT,491.595,8003.62,ERUPT
60b553fb5705a4355358afaf,MUZZLE,491.325,7998.62,MUZZLE
