RecalledWord,StudyPosition,Block
NINE,1,1
PLAN,2,1
PENCIL,3,1
MAD,4,1
JEANS,5,1
HELLO,6,1
TIRED,7,1
MAID,8,1
MONKEY,9,1
FINISH,10,1
MINIMUM,11,1
LETTER,12,1
SPICE,13,1
OVEN,14,1
FRONT,15,1
SMART,16,1
SURE,17,1
ENGLISH,18,1
ONCE,19,1
UNCLEAR,20,1
SOFT,21,1
SMALL,22,1
CARRY,23,1
FIRE,24,1
SLEEP,25,1
BOSS,26,1
PRIDE,27,1
CASTLE,28,1
WANT,29,1
LARGE,30,1
EFFECT,31,1
SILK,32,1
GLASSES,33,1
CAKE,34,1
BALL ,35,1
ITCH,36,1
SNEEZE,37,1
PAPER,38,1
BANK,39,1
COPY,40,1
ALLOW,41,1
WATER,42,1
DESERT,1,2
JACKET,2,2
SHIP,3,2
TREE,4,2
SING,5,2
STRANGE,6,2
BREAK,7,2
SOUR,8,2
ROOF,9,2
HAPPY,10,2
BOARD,11,2
LOSE,12,2
STICKY,13,2
LOVE,14,2
STORE,15,2
GAME,16,2
SWORD,17,2
COLLECT,18,2
CHURCH,19,2
TAKE,20,2
VOLCANO,21,2
HEAR,22,2
STREET,23,2
FIND,24,2
TALK,25,2
WARM,26,2
BELL,27,2
YEAR,28,2
PROBLEM,29,2
SMELL,30,2
SICK,31,2
MAYBE,32,2
LETTUCE,33,2
CLEAR,34,2
MUSIC ,35,2
DRESS,36,2
HAIR,37,2
NONE,38,2
CHOOSE,39,2
LAUGH,40,2
FOOD,41,2
MAGIC,42,2
SPIT,1,3
SCISSORS,2,3
EXACT,3,3
REAL,4,3
TRAILER,5,3
ANNOY,6,3
VOTE,7,3
KNIFE,8,3
STRIPE,9,3
PLANE ,10,3
SILVER,11,3
CLOWN,12,3
BUSH,13,3
EXCUSE,14,3
SAME,15,3
HATE,16,3
DEATH,17,3
THANKS,18,3
PURPOSE,19,3
PIECE,20,3
TOOL,21,3
DRAW,22,3
PACKAGE,23,3
SHALLOW,24,3
SHERIFF,25,3
RAIN,26,3
CHILD,27,3
CARD,28,3
MARRY,29,3
YOUNG,30,3
STAMP,31,3
POTATO,32,3
DRUGS,33,3
RENT,34,3
QUIET,35,3
NECK,36,3
TOCK,37,3
WRONG,38,3
MANY,39,3
DISAGREE,40,3
THIN,41,3
SLIDE,42,3
HEAD,1,4
SHEEP,2,4
SKIN,3,4
SELF,4,4
CLASS,5,4
GRAND,6,4
ARMS,7,4
FAKE,8,4
BRAIN,9,4
SUBJECT,10,4
NIGHTS,11,4
TOOTH,12,4
MILK,13,4
EXPLODE,14,4
PENNY,15,4
SPOTS,16,4
WOOD,17,4
BREAD,18,4
CELL,19,4
BABY,20,4
WRITE,21,4
TOUCH,22,4
DOCTOR,23,4
STEAL,24,4
MATH,25,4
ROSE,26,4
GUILT,27,4
PROPER,28,4
BIKE,29,4
RULE,30,4
KNIT,31,4
STRESS,32,4
STUPID,33,4
SHIRT,34,4
LIGHT,35,4
CLIMB,36,4
UNDER,37,4
REPEAT,38,4
MOVE,39,4
GRAVE,40,4
TOWN,41,4
STING,42,4
