RecalledWord,StudyPosition,Block
LEAVES,1,1
ANIMAL,2,1
UNCLE,3,1
HORSE,4,1
YOURS,5,1
CLOSE,6,1
FOUND,7,1
TEETH,8,1
BEFORE,9,1
CORAL,10,1
FINGER,11,1
MINUS,12,1
MINUTE,13,1
GIRLS,14,1
SHOVE,15,1
GRASS,16,1
SPOON,17,1
QUEEN,18,1
EARLY,19,1
WHERE,20,1
PHONE,21,1
TIGER,22,1
ROCK,23,1
WHOLE,24,1
LEMON,25,1
WORST,26,1
THROW,27,1
SHORT,28,1
THERE,29,1
MUSCLE,30,1
BEHIND,31,1
CLOCK,32,1
DOLLAR,33,1
OFFICE,34,1
FENCE,35,1
PLANT,36,1
ENTER,37,1
PEPPER,38,1
SHARK,39,1
QUART,40,1
CANCER,41,1
MEAN,42,1
YELLOW,1,2
WEIGHT,2,2
OUTTAKE,3,2
SMOOTH,4,2
FRIGHT,5,2
LAWYER,6,2
CHAIR,7,2
BIRD,8,2
CHANGE,9,2
SELLER,10,2
WEST,11,2
GUITAR,12,2
RIGHT,13,2
STOP,14,2
DAGGER,15,2
GROSS,16,2
FISH,17,2
NICKEL,18,2
WORK,19,2
HORN,20,2
MONEY,21,2
TWELVE,22,2
PICKLE,23,2
STAIRS,24,2
BOMB,25,2
FLOWER,26,2
JAIL,27,2
GLORY,28,2
STREAM,29,2
BEACH,30,2
ORANGE,31,2
SONG,32,2
NUMBER,33,2
STORY,34,2
CHEESE,35,2
DREAM,36,2
SHEETS,37,2
CRACKER,38,2
LENGTH,39,2
NEPHEW,40,2
CLAM,41,2
EGGS,42,2
NOISE,1,3
KILL,2,3
WORLD,3,3
POUND,4,3
SORRY,5,3
BRIDE,6,3
FROG,7,3
TRAIN,8,3
SMILE,9,3
LAKE,10,3
FIVE,11,3
WHEAT,12,3
LEARN,13,3
HOOP,14,3
KISS,15,3
GEEK,16,3
PRESENT,17,3
SWAMP,18,3
ROAD,19,3
DIRT,20,3
THIEF,21,3
STOMACH,22,3
SOUTH,23,3
HOTEL,24,3
TRASH,25,3
TIGHT,26,3
STARS,27,3
DEAF,28,3
CAMP,29,3
DOOR,30,3
SMOKE,31,3
PICTURE,32,3
MINOR,33,3
LAND,34,3
DUSK,35,3
JUMP,36,3
BELOW,37,3
GHOST,38,3
SWEET,39,3
SHOES,40,3
DEVIL,41,3
BLACK,42,3
BALLET,1,4
CLUE,2,4
WINTER,3,4
BORROW,4,4
MOST,5,4
WAITER,6,4
CANDLE,7,4
THREAD,8,4
LESS,9,4
READ,10,4
HUNGER,11,4
TOUR,12,4
SLOW,13,4
SPIDER,14,4
SUPPER,15,4
STATES,16,4
ALIVE,17,4
MIDDLE,18,4
INHALE,19,4
NEWS,20,4
TEST,21,4
SEEK,22,4
SOAP,23,4
BUTTER,24,4
BUCKET,25,4
MOTHER,26,4
THIRST,27,4
LOOK,28,4
NAVY,29,4
ARGUE,30,4
KIDNAP,31,4
VERB,32,4
WILD,33,4
TOES,34,4
PURPLE,35,4
PAIN,36,4
FIRST,37,4
TENNIS,38,4
BRANCH,39,4
NOSE,40,4
SQUARE,41,4
CHAIN,42,4
