Participant,Prime,Prime_Duration,rt,Response
60b930daf9b9cf2ec78cbc64,ERUPT,499,6898.1,XXXXX
60b930daf9b9cf2ec78cbc64,CHEER,500.4,1182.4,CHEER
60b930daf9b9cf2ec78cbc64,CEASE,499.8,1516.9,CLEASE
60b930daf9b9cf2ec78cbc64,MUZZLE,500.3,1365.7,MUZZLE
60b930daf9b9cf2ec78cbc64,PULL,499.8,1388.6,PULL
60b930daf9b9cf2ec78cbc64,RESUME,500.4,1215.8,RESUME
60b930daf9b9cf2ec78cbc64,HOSTEL,499.7,1099.6,HOSTEL
60b930daf9b9cf2ec78cbc64,LYNX,499.8,1466.1,LYNX
60b930daf9b9cf2ec78cbc64,SHAVE,500,1182.5,SHAVE
60b930daf9b9cf2ec78cbc64,SUIT,499.8,1049.9,SUIT
60b930daf9b9cf2ec78cbc64,LEND,499.8,849.5,LEND
60b930daf9b9cf2ec78cbc64,OPTION,499.8,1299.1,OPTION
60b930daf9b9cf2ec78cbc64,TRAITOR,499.2,1149.6,TRAITOR
60b930daf9b9cf2ec78cbc64,UNEASY,500.4,1388.6,UNEASY
60b930daf9b9cf2ec78cbc64,TRIVIA,500.1,1199.4,TRIVIA
60b930daf9b9cf2ec78cbc64,FLAK,500,1083.1,FLAK
60b930daf9b9cf2ec78cbc64,FREAK,499.8,1016.6,FREAK
60b930daf9b9cf2ec78cbc64,STARK,500,1349.8,STARK
60b930daf9b9cf2ec78cbc64,FOREST,499.8,2398.6,XXXXX
60b930daf9b9cf2ec78cbc64,CORNER,500.7,1232.5,CORNER
60b930daf9b9cf2ec78cbc64,TOTALLY,499.4,1666.7,TOTALLY
60b930daf9b9cf2ec78cbc64,REACTOR,500.6,1450.1,REACTOR
60b930daf9b9cf2ec78cbc64,SPUN,500.1,1249.9,SPUN
60b930daf9b9cf2ec78cbc64,MORAL,500.2,966.6,MORAL
60b930daf9b9cf2ec78cbc64,SNAP,500,3432.4,XXXXX
60b930daf9b9cf2ec78cbc64,MEET,499.8,916.7,MEET
60b930daf9b9cf2ec78cbc64,PEEP,499.8,1082.9,PEEP
60b930daf9b9cf2ec78cbc64,FAUNA,499.5,899.8,FAUNA
60b930daf9b9cf2ec78cbc64,PIAZZA,499.9,1899.9,PIAZZA
60b930daf9b9cf2ec78cbc64,EFFIGY,500.3,1872.1,EFFIGY
60b930daf9b9cf2ec78cbc64,DAMAGE,499.8,1132.7,DAMAGE
60b930daf9b9cf2ec78cbc64,CLAW,499.8,871.4,CLAW
60b930daf9b9cf2ec78cbc64,KEEP,500.7,1049.3,KEEP
60b930daf9b9cf2ec78cbc64,VODKA,499.3,955.8,VODKA
60b930daf9b9cf2ec78cbc64,MIDLAND,499.7,1183.4,MIDLAND
60b930daf9b9cf2ec78cbc64,CHEAT,500.1,1866.1,CHEAT
60b930daf9b9cf2ec78cbc64,VOID,500.2,833,VOID
60b930daf9b9cf2ec78cbc64,SPAN,495.9,966,SPAIN
60b930daf9b9cf2ec78cbc64,WIND,499.9,900.6,WIND
60b930daf9b9cf2ec78cbc64,SPUNK,499.8,1149.6,SPUNK
