DelayedWord,DelayedRT
SOUL,2648.6
CHEESE,2194.5
HAT,3346.3
BED,2130.7
TEETH,2947.1
TOOTH,987.5
STEAL,1865.3
BABY,1365.4
REALISTIC,1597.7
MAID,963.1
BANK,1064
SPHERE,6158.2
MINI,2197.1
GUN,2581.7
KNIFE,1299.1
TALL,6177.8
THIN,1281.8
MULTIPLY,2211.4
TWINS,2830.8
SNAKE,1083.8
BUSH,1995.6
CHEESE,1478.8
MONKEY,1820.2
DOUBLE,1846.6
GLASSES,3996.2
CHEST,2566.4
BOAT,1432
CAPTAIL,4594
IDK,1834
MOUSE,4861.2
TRAP,1731.2
ISLAND,4792.7
HOME,2979.1
CELL,2346.2
SCAPE,1182.2
LOVE,2116.3
TREE,1961.4
PASSION,2181.2
IDK,1547.9
BLANK,5659.3
CHEESE,2664.6
TOOTH,4624.9
STEAL,2230.6
FLESH,3015
MASK,815.8
SHORT,2713.1
SHIRT,1698.9
IDK,4329.9
UH,1298.4
STOP,2178
HELP,1167.5
ME,515.2
PLEASE,1313.7
NOMORE,6193.4
XXXXX,1397.5
XXXXX,665.9
XXXXX,765.3
XXXXX,268.3
XXXXX,229.7
XXXXX,231.4
XXXXX,199.9
XXXXX,252.6
XXXXX,249.1
XXXXX,298.4
XXXXX,198.9
XXXXX,230.6
XXXXX,197.4
XXXXX,250.1
XXXXX,216.8
XXXXX,250.7
XXXXX,232.5
XXXXX,237.5
XXXXX,149.6
XXXXX,182.6
XXXXX,149.6
XXXXX,132
XXXXX,203.4
XXXXX,166.3
XXXXX,149.3
XXXXX,132.8
XXXXX,115.9
XXXXX,284.2
XXXXX,299.1
XXXXX,262.9
XXXXX,166.6
XXXXX,168
XXXXX,181.4
XXXXX,932.9
XXXXX,248
XXXXX,232.3
XXXXX,217.7
XXXXX,134.4
XXXXX,167
XXXXX,282.5
XXXXX,199.5
XXXXX,96.89999999
XXXXX,182.7
XXXXX,114.6
XXXXX,166.6
XXXXX,131.3
