Participant,Prime,Prime_Duration,rt,Response
5fca459b64fc2d5d9db11604,FREAK,492.8000002,2062.3,FREAK
5fca459b64fc2d5d9db11604,CORNER,493,1708.5,CORNER
5fca459b64fc2d5d9db11604,VOID,493.2,854.1000001,VOID
5fca459b64fc2d5d9db11604,LYNX,493.0999999,1513.9,LYNX
5fca459b64fc2d5d9db11604,FAUNA,493,1770.7,FAUNA
5fca459b64fc2d5d9db11604,OPTION,493.1000001,3598.9,OPTION
5fca459b64fc2d5d9db11604,MEET,492.9000001,1131.8,MEET
5fca459b64fc2d5d9db11604,CLAW,493.1999998,993.0999999,CLAW
5fca459b64fc2d5d9db11604,UNEASY,493.2,2173.5,UNEASY
5fca459b64fc2d5d9db11604,REACTOR,492.8,1972.1,REACTOR
5fca459b64fc2d5d9db11604,SPAN,493,1673.4,SPAIN
5fca459b64fc2d5d9db11604,MIDLAND,493.0999999,1638.9,MIDLAND
5fca459b64fc2d5d9db11604,TRAITOR,493,2563.1,TRAITOR
5fca459b64fc2d5d9db11604,TRIVIA,493,1780.1,TRIVAT
5fca459b64fc2d5d9db11604,PULL,493.1000001,1138.7,PULL
5fca459b64fc2d5d9db11604,ERUPT,493.0999999,2209.3,ERUPT
5fca459b64fc2d5d9db11604,SUIT,493.1000001,944.5,SUIT
5fca459b64fc2d5d9db11604,DAMAGE,493,1374.9,DAMAGE
5fca459b64fc2d5d9db11604,KEEP,493.2,973,KEEP
5fca459b64fc2d5d9db11604,CHEER,493.0999999,1305.2,CHEER
5fca459b64fc2d5d9db11604,SHAVE,493.1000001,1437.4,SHAVE
5fca459b64fc2d5d9db11604,STARK,493,1756.8,STARK
5fca459b64fc2d5d9db11604,PIAZZA,492.9000001,1333.3,PIZZA
5fca459b64fc2d5d9db11604,WIND,493.0999999,2298.4,WINDS
5fca459b64fc2d5d9db11604,MUZZLE,493,1474,MUZZLE
5fca459b64fc2d5d9db11604,LEND,492.9000001,1395.9,LEND
5fca459b64fc2d5d9db11604,TOTALLY,493.0999999,2632,TOTALLY
5fca459b64fc2d5d9db11604,RESUME,493.0999999,3236.7,RESUME
5fca459b64fc2d5d9db11604,FLAK,492.9000001,923.5,FLAK
5fca459b64fc2d5d9db11604,CEASE,493,1466.1,CLEASE
5fca459b64fc2d5d9db11604,CHEAT,493.1999998,1250,CHEAT
5fca459b64fc2d5d9db11604,FOREST,493.1000001,1375.1,FOREST
5fca459b64fc2d5d9db11604,SNAP,493.2,2083.5,SNAP
5fca459b64fc2d5d9db11604,SPUN,493,2076.3,SPUN
5fca459b64fc2d5d9db11604,SPUNK,493,1578.6,SPUNK
5fca459b64fc2d5d9db11604,EFFIGY,492.8999999,2669.5,EFFRIGY
5fca459b64fc2d5d9db11604,HOSTEL,493.2,1312.5,HOSTEL
5fca459b64fc2d5d9db11604,VODKA,493,868,VODKA
5fca459b64fc2d5d9db11604,PEEP,493,1062.6,PEEP
5fca459b64fc2d5d9db11604,MORAL,493,1009.7,MORAL
