DelayedWord,DelayedRT
SHERIFF,3596.9
LOVE,1361.2
SISTER,1076.3
TAKE,1229.1
LEAVE,875
POST,1722.1
OPEN,2951.3
MATH,4375.6
DEATH,4389.7
RENT,1110.7
SHALLOW,2854.4
HOLLOW,2270.9
SPIRIT,3562.6
BORTHER,3593.5
GIVE,4677.2
ROSE,7000.4
HEAL,1756.7
XXXXX,8597.9
XXXXX,7993.8
XXXXX,7993.6
XXXXX,7993.7
HATE,3104
XXXXX,7993.9
HIM,660.5
XXXXX,7994.1
XXXXX,7993.5
XXXXX,7995.1
XXXXX,7993.9
XXXXX,7993.5
CLOCK,6167
PROBLEM,7542.1
XXXXX,7993.6
XXXXX,7994.5
XXXXX,7994.4
XXXXX,7993.6
XXXXX,7993.6
XXXXX,7994.5
BEST,3353.6
XXXXX,9433.5
STEEL,7458.6
ROSE,1599
GIVE,2250
TAKE,875.1
SHERIFF,3195.9
XXXXX,7993.7
XXXXX,7994.7
XXXXX,7993.4
XXXXX,7995
XXXXX,7994
XXXXX,7993.4
XXXXX,7993.9
XXXXX,7993.8
XXXXX,7994.1
XXXXX,7993.9
XXXXX,7993.8
XXXXX,7993.4
XXXXX,13620.6
SCHOOL,2682.1
PROBLEM,5473
XXXXX,7993.7
XXXXX,7993.5
XXXXX,7993.8
XXXXX,7993.7
XXXXX,7993.7
XXXXX,7993.6
XXXXX,7993.7
MOVE,7993.4
MOTHER,4736
FATHER,1062.1
SPEAK,5536.7
XXXXX,14214.8
XXXXX,7993.5
STRUP,7993.5
STRIP,1395.8
XXXXX,7989.2
XXXXX,7991.1
XXXXX,7994.2
XXXXX,7993.9
XXXXX,7988.5
XXXXX,7993.7
XXXXX,7993.7
XXXXX,7993.9
XXXXX,7993.6
XXXXX,7993.7
XXXXX,7993.7
XXXXX,7993.7
LOSE,742.9
WIN,2147.4
XXXXX,2006.9
