RecalledWord,StudyPosition,Block
LOOK,1,1
FIRST,2,1
WINTER,3,1
PURPLE,4,1
NOSE,5,1
NAVY,6,1
THREAD,7,1
SUPPER,8,1
TOES,9,1
TENNIS,10,1
HUNGER,11,1
THIRST,12,1
SQUARE,13,1
BRANCH,14,1
MOST,15,1
SLOW,16,1
KIDNAP,17,1
CANDLE,18,1
WAITER,19,1
INHALE,20,1
CLUE,21,1
CHAIN,22,1
MOTHER,23,1
ALIVE,24,1
BUCKET,25,1
TOUR,26,1
PAIN,27,1
BALLET,28,1
SOAP,29,1
STATES,30,1
WILD,31,1
NEWS,32,1
BORROW,33,1
SPIDER,34,1
VERB,35,1
TEST,36,1
ARGUE,37,1
LESS,38,1
SEEK,39,1
READ,40,1
BUTTER,41,1
MIDDLE,42,1
LEMON,1,2
CORAL,2,2
SHARK,3,2
SPOON,4,2
ROCK,5,2
GRASS,6,2
QUART,7,2
ENTER,8,2
LEAVES,9,2
TIGER,10,2
FENCE,11,2
SHORT,12,2
BEHIND,13,2
CLOSE,14,2
GIRLS,15,2
TEETH,16,2
HORSE,17,2
FOUND,18,2
CANCER,19,2
EARLY,20,2
WHERE,21,2
MUSCLE,22,2
PEPPER,23,2
DOLLAR,24,2
UNCLE,25,2
THERE,26,2
MINUS,27,2
MINUTE,28,2
YOURS,29,2
BEFORE,30,2
MEAN,31,2
THROW,32,2
WHOLE,33,2
ANIMAL,34,2
CLOCK,35,2
WORST,36,2
OFFICE,37,2
QUEEN,38,2
FINGER,39,2
PLANT,40,2
SHOVE,41,2
PHONE,42,2
LAWYER,1,3
GROSS,2,3
HORN,3,3
BOMB,4,3
NUMBER,5,3
WEST,6,3
DREAM,7,3
TWELVE,8,3
GUITAR,9,3
PICKLE,10,3
SHEETS,11,3
NEPHEW,12,3
FLOWER,13,3
BIRD,14,3
WORK,15,3
STREAM,16,3
SONG,17,3
GLORY,18,3
LENGTH,19,3
BEACH,20,3
EGGS,21,3
DAGGER,22,3
CLAM,23,3
CHEESE,24,3
SELLER,25,3
OUTTAKE,26,3
STOP,27,3
STORY,28,3
CHANGE,29,3
WEIGHT,30,3
STAIRS,31,3
SMOOTH,32,3
RIGHT,33,3
CRACKER,34,3
JAIL,35,3
NICKEL,36,3
FRIGHT,37,3
CHAIR,38,3
ORANGE,39,3
MONEY,40,3
FISH,41,3
YELLOW,42,3
THIEF,1,4
GHOST,2,4
DUSK,3,4
SORRY,4,4
DEVIL,5,4
SHOES,6,4
SOUTH,7,4
TRASH,8,4
ROAD,9,4
STARS,10,4
PICTURE,11,4
DIRT,12,4
LAND,13,4
JUMP,14,4
DOOR,15,4
BRIDE,16,4
HOTEL,17,4
WORLD,18,4
NOISE,19,4
LEARN,20,4
SMOKE,21,4
CAMP,22,4
FROG,23,4
SWAMP,24,4
DEAF,25,4
GEEK,26,4
LAKE,27,4
STOMACH,28,4
PRESENT,29,4
KISS,30,4
SWEET,31,4
TIGHT,32,4
KILL,33,4
POUND,34,4
TRAIN,35,4
HOOP,36,4
FIVE,37,4
BLACK,38,4
BELOW,39,4
SMILE,40,4
WHEAT,41,4
MINOR,42,4
