DelayedWord,DelayedRT
TIGER,8000.3
BELOW,4049.8
AFTER,2049.9
WHOLE,3382.9
HORSE,1433.2
SHARK,4766.3
FROG,1633.3
JUMP,5482.8
SHOES,1833.2
SMILE,1933.4
PICTURE,3183.4
SMOOTH,2766.4
FISH,2799.6
HISTORY,5165.3
TRUST,6116.4
SPEAK,2632.9
LIVE,4249.4
VERB,1749.5
SHARE,2649.6
READ,1350
DEVIL,3899.6
ROAD,1233.1
LAND,1916.4
GRASS,1482.8
DIED,3766.2
WHRIST,7300.1
DUST,3033.1
XXXXX,7999.4
QUEEN,2066.3
CLOSED,3866.3
DOOR,1483.1
XXXXX,7999.2
WORK,2899.8
XXXXX,7999.5
ARGUE,4316.4
SQUARE,3370.7
TEST,1687.6
NOSE,2154
SOAP,7087.6
INHALE,1737.3
GUITAR,7770.8
STOP,3687.7
IN,8004.1
INTO,1937.5
HEIGHT,7271.5
WEIGHT,2320.6
XXXXX,8003.2
CHAIRS,3754.9
XXXXX,8003.6
FLOWER,7636.9
GREEN,1471.1
YELLOW,1637.1
ORANGE,1721.1
BLACK,1521.2
WHITE,1204.4
THROW,8003.9
GARBAGE,6270.6
XXXXX,8004.3
XXXXX,8004.4
XXXXX,8003.7
XXXXX,8002.8
SING,5271
XXXXX,7988.2
XXXXX,7987.9
XXXXX,7999.2
UNCLE,5154.3
GIRLS,1937.9
LEAVE,1638.5
XXXXX,8004.3
XXXXX,7988.1
TOGETHER,4454.1
JOIN,3349.6
MEET,1566.6
CONNECT,5482.9
BEHIND,4399.7
BEFORE,1382.9
AFTER,1521.4
BESIDE,3022.1
BETTER,2470.8
WORST,1738.1
WORSE,3987
FLASH,5620.5
XXXXX,7999.7
CAMERA,7999.8
CHAIR,5617.2
CHANGE,2936.6
CLAIM,2754.3
SELLER,2504.3
KILL,6332.5
BOMB,1499.7
XXXXX,7999.6
XXXXX,7999.5
XXXXX,8004.1
XXXXX,8000.8
CLOCK,1632.9
OLD,1749.8
SINLGE,7999.5
SINGLE,1833
SHOP,4666.2
RESTAURANT,3133.1
