RecalledWord,StudyPosition,Block
BEACH,1,1
FRIGHT,2,1
GLORY,3,1
WEIGHT,4,1
STOP,5,1
EGGS,6,1
MONEY,7,1
TWELVE,8,1
NEPHEW,9,1
DREAM,10,1
CHANGE,11,1
OUTTAKE,12,1
GROSS,13,1
FLOWER,14,1
WEST,15,1
STORY,16,1
SMOOTH,17,1
ORANGE,18,1
WORK,19,1
BIRD,20,1
GUITAR,21,1
LAWYER,22,1
CRACKER,23,1
CHEESE,24,1
YELLOW,25,1
BOMB,26,1
JAIL,27,1
LENGTH,28,1
PICKLE,29,1
CLAM,30,1
STAIRS,31,1
FISH,32,1
STREAM,33,1
CHAIR,34,1
SONG,35,1
RIGHT,36,1
DAGGER,37,1
SELLER,38,1
NICKEL,39,1
SHEETS,40,1
HORN,41,1
NUMBER,42,1
BRIDE,1,2
ROAD,2,2
SORRY,3,2
BELOW,4,2
POUND,5,2
SWEET,6,2
FIVE,7,2
NOISE,8,2
KILL,9,2
SWAMP,10,2
STARS,11,2
HOOP,12,2
PICTURE,13,2
SMOKE,14,2
GHOST,15,2
DEVIL,16,2
GEEK,17,2
LAKE,18,2
STOMACH,19,2
SHOES,20,2
DOOR,21,2
DEAF,22,2
MINOR,23,2
LAND,24,2
DUSK,25,2
FROG,26,2
JUMP,27,2
TIGHT,28,2
SMILE,29,2
SOUTH,30,2
WORLD,31,2
TRAIN,32,2
HOTEL,33,2
LEARN,34,2
THIEF,35,2
CAMP,36,2
PRESENT,37,2
KISS,38,2
BLACK,39,2
WHEAT,40,2
TRASH,41,2
DIRT,42,2
NEWS,1,3
WINTER,2,3
HUNGER,3,3
WAITER,4,3
CLUE,5,3
ALIVE,6,3
PAIN,7,3
BRANCH,8,3
BUTTER,9,3
SQUARE,10,3
SLOW,11,3
LOOK,12,3
TENNIS,13,3
THREAD,14,3
CANDLE,15,3
MIDDLE,16,3
TEST,17,3
STATES,18,3
TOES,19,3
KIDNAP,20,3
CHAIN,21,3
BUCKET,22,3
NAVY,23,3
SEEK,24,3
ARGUE,25,3
MOTHER,26,3
LESS,27,3
SUPPER,28,3
SPIDER,29,3
THIRST,30,3
BORROW,31,3
TOUR,32,3
FIRST,33,3
MOST,34,3
NOSE,35,3
SOAP,36,3
PURPLE,37,3
BALLET,38,3
VERB,39,3
WILD,40,3
READ,41,3
INHALE,42,3
OFFICE,1,4
EARLY,2,4
DOLLAR,3,4
CANCER,4,4
SPOON,5,4
CLOCK,6,4
MINUTE,7,4
FINGER,8,4
SHORT,9,4
THROW,10,4
THERE,11,4
CLOSE,12,4
MEAN,13,4
SHOVE,14,4
TEETH,15,4
ROCK,16,4
LEAVES,17,4
GIRLS,18,4
SHARK,19,4
WHERE,20,4
ENTER,21,4
MINUS,22,4
PEPPER,23,4
YOURS,24,4
UNCLE,25,4
LEMON,26,4
PLANT,27,4
FOUND,28,4
BEHIND,29,4
QUEEN,30,4
WHOLE,31,4
FENCE,32,4
PHONE,33,4
QUART,34,4
BEFORE,35,4
MUSCLE,36,4
HORSE,37,4
WORST,38,4
ANIMAL,39,4
CORAL,40,4
TIGER,41,4
GRASS,42,4
