DelayedWord,DelayedRT
STUPID,2167.835
STRESS,1083.605
BABY,932.38
DOCTOR,1066.955
GLASSES,1183.83
SHIRTT,1517.3
DRESS,968.135
SING,967.925
VOLCANO,3100.21
LAUGH,1166.745
LOVE,717.1
HATE,682.81
MARRY,885.39
MILK,3933.86
,8000.485
PENNY,5332.895
PENCIL,881.7649999
PAPER,682.73
WRITE,733.29
COPY,799.7099999
MONARCH,6467.31
,8000.365
,7999.175
ARMS,666.085
,8000.795
,8000.13
POTATO,4650.945
,7999.65
,7999.31
ITCH,4100.785
STICKY,1631.75
BALL,865.9450001
,8000.37
,8000
,7999.79
,8000.605
,7999.96
,8001.305
,7999.8
,7999.045
,7999.33
,8000.29
,7999.77
,8001.025
,7999.42
,8000.53
,8010.62
,8010.63
,7999.95
,7999.55
,7999.26
,8002.21
,9226.64
,7999.755
,8005.715
,8002.49
,8000.125
,7995.865
,8000.275
,7999.405
,7998.935
,8001.21
,7999.485
,8003.47
,7999.7
,8002.885
FLASH,3098.62
LIGHT,4955.625
NIGHTS,3298.87
,8001.315
,8000.725
,7996.075
,8014.85
,8001.06
,7999.63
,7999.435
,8001.305
,8000.645
,8000.545
,7999.555
,7999.33
,7999.505
,8000.45
,8002.23
,7999.57
,8000.36
,7999.835
,7999.56
,8126.62
