RecalledWord,StudyPosition,Block
SHARK,1,1
GIRLS,2,1
SHORT,3,1
EARLY,4,1
SHOVE,5,1
CANCER,6,1
FENCE,7,1
FINGER,8,1
YOURS,9,1
MUSCLE,10,1
ROCK,11,1
TIGER,12,1
MINUS,13,1
THROW,14,1
QUART,15,1
MEAN,16,1
BEHIND,17,1
PHONE,18,1
CLOCK,19,1
LEMON,20,1
FOUND,21,1
TEETH,22,1
HORSE,23,1
CLOSE,24,1
UNCLE,25,1
THERE,26,1
QUEEN,27,1
SPOON,28,1
LEAVES,29,1
GRASS,30,1
PEPPER,31,1
WHERE,32,1
PLANT,33,1
ANIMAL,34,1
ENTER,35,1
MINUTE,36,1
WHOLE,37,1
OFFICE,38,1
WORST,39,1
BEFORE,40,1
CORAL,41,1
DOLLAR,42,1
DREAM,1,2
YELLOW,2,2
GLORY,3,2
CHEESE,4,2
MONEY,5,2
GUITAR,6,2
DAGGER,7,2
FLOWER,8,2
SONG,9,2
STOP,10,2
JAIL,11,2
PICKLE,12,2
OUTTAKE,13,2
CHAIR,14,2
FRIGHT,15,2
WEST,16,2
STORY,17,2
BEACH,18,2
SHEETS,19,2
NEPHEW,20,2
STAIRS,21,2
WORK,22,2
SMOOTH,23,2
CLAM,24,2
NUMBER,25,2
RIGHT,26,2
LENGTH,27,2
SELLER,28,2
ORANGE,29,2
LAWYER,30,2
FISH,31,2
CRACKER,32,2
CHANGE,33,2
BIRD,34,2
TWELVE,35,2
STREAM,36,2
HORN,37,2
NICKEL,38,2
WEIGHT,39,2
GROSS,40,2
EGGS,41,2
BOMB,42,2
WHEAT,1,3
TRASH,2,3
SWAMP,3,3
WORLD,4,3
POUND,5,3
TIGHT,6,3
LEARN,7,3
KISS,8,3
DOOR,9,3
FROG,10,3
THIEF,11,3
LAND,12,3
BRIDE,13,3
DUSK,14,3
GEEK,15,3
DEAF,16,3
SMOKE,17,3
ROAD,18,3
SMILE,19,3
STOMACH,20,3
SOUTH,21,3
DIRT,22,3
CAMP,23,3
DEVIL,24,3
BLACK,25,3
BELOW,26,3
KILL,27,3
HOTEL,28,3
SWEET,29,3
FIVE,30,3
HOOP,31,3
PICTURE,32,3
GHOST,33,3
LAKE,34,3
SHOES,35,3
NOISE,36,3
TRAIN,37,3
SORRY,38,3
MINOR,39,3
PRESENT,40,3
JUMP,41,3
STARS,42,3
READ,1,4
WINTER,2,4
NAVY,3,4
ALIVE,4,4
SOAP,5,4
VERB,6,4
BORROW,7,4
MOTHER,8,4
MOST,9,4
LOOK,10,4
WILD,11,4
BRANCH,12,4
TENNIS,13,4
SPIDER,14,4
FIRST,15,4
NOSE,16,4
THIRST,17,4
BALLET,18,4
INHALE,19,4
TEST,20,4
NEWS,21,4
KIDNAP,22,4
PAIN,23,4
TOUR,24,4
HUNGER,25,4
THREAD,26,4
SUPPER,27,4
STATES,28,4
LESS,29,4
MIDDLE,30,4
SEEK,31,4
BUTTER,32,4
ARGUE,33,4
SLOW,34,4
TOES,35,4
SQUARE,36,4
CHAIN,37,4
PURPLE,38,4
CANDLE,39,4
CLUE,40,4
WAITER,41,4
BUCKET,42,4
