RecalledWord,StudyPosition,Block
WEST,1,1
STAIRS,2,1
RIGHT,3,1
YELLOW,4,1
DREAM,5,1
PICKLE,6,1
NEPHEW,7,1
NICKEL,8,1
JAIL,9,1
FRIGHT,10,1
GUITAR,11,1
BIRD,12,1
LENGTH,13,1
EGGS,14,1
FISH,15,1
CHANGE,16,1
CHAIR,17,1
SHEETS,18,1
CRACKER,19,1
GLORY,20,1
WEIGHT,21,1
FLOWER,22,1
LAWYER,23,1
CLAM,24,1
BEACH,25,1
CHEESE,26,1
HORN,27,1
SELLER,28,1
STREAM,29,1
STOP,30,1
WORK,31,1
DAGGER,32,1
MONEY,33,1
SMOOTH,34,1
TWELVE,35,1
SONG,36,1
GROSS,37,1
STORY,38,1
ORANGE,39,1
BOMB,40,1
OUTTAKE,41,1
NUMBER,42,1
KILL,1,2
FIVE,2,2
LAKE,3,2
SMOKE,4,2
MINOR,5,2
LAND,6,2
WHEAT,7,2
PICTURE,8,2
CAMP,9,2
SORRY,10,2
DEAF,11,2
TIGHT,12,2
PRESENT,13,2
GEEK,14,2
BELOW,15,2
DIRT,16,2
DUSK,17,2
BLACK,18,2
DOOR,19,2
SWEET,20,2
KISS,21,2
POUND,22,2
BRIDE,23,2
JUMP,24,2
SMILE,25,2
SWAMP,26,2
STOMACH,27,2
THIEF,28,2
FROG,29,2
LEARN,30,2
SOUTH,31,2
WORLD,32,2
GHOST,33,2
SHOES,34,2
TRASH,35,2
ROAD,36,2
HOOP,37,2
TRAIN,38,2
DEVIL,39,2
STARS,40,2
HOTEL,41,2
NOISE,42,2
INHALE,1,3
BORROW,2,3
KIDNAP,3,3
ARGUE,4,3
SEEK,5,3
CHAIN,6,3
BALLET,7,3
ALIVE,8,3
MIDDLE,9,3
TOES,10,3
HUNGER,11,3
WINTER,12,3
PURPLE,13,3
VERB,14,3
CANDLE,15,3
READ,16,3
MOTHER,17,3
TENNIS,18,3
SQUARE,19,3
THIRST,20,3
FIRST,21,3
WAITER,22,3
WILD,23,3
NOSE,24,3
TEST,25,3
LESS,26,3
BUTTER,27,3
NEWS,28,3
PAIN,29,3
CLUE,30,3
TOUR,31,3
SPIDER,32,3
LOOK,33,3
BRANCH,34,3
MOST,35,3
NAVY,36,3
STATES,37,3
SLOW,38,3
SUPPER,39,3
BUCKET,40,3
SOAP,41,3
THREAD,42,3
TEETH,1,4
SHORT,2,4
BEFORE,3,4
YOURS,4,4
MINUS,5,4
ANIMAL,6,4
CLOCK,7,4
LEMON,8,4
SHOVE,9,4
MUSCLE,10,4
SHARK,11,4
WORST,12,4
BEHIND,13,4
QUART,14,4
WHOLE,15,4
PLANT,16,4
THERE,17,4
FENCE,18,4
ROCK,19,4
HORSE,20,4
DOLLAR,21,4
GRASS,22,4
PHONE,23,4
MEAN,24,4
SPOON,25,4
THROW,26,4
FINGER,27,4
GIRLS,28,4
CANCER,29,4
ENTER,30,4
OFFICE,31,4
CLOSE,32,4
MINUTE,33,4
WHERE,34,4
UNCLE,35,4
CORAL,36,4
EARLY,37,4
TIGER,38,4
LEAVES,39,4
PEPPER,40,4
FOUND,41,4
QUEEN,42,4
