Participant,Prime,Prime_Duration,rt,Response
CF,CORNER,49.34,1371.765,XXXXX
CF,MUZZLE,48.21,1689.16,XXXXX
CF,CHEAT,50.445,1866.635,CHEAT
CF,HOSTEL,49.03,2013.845,XXXXX
CF,PULL,51.105,368.94,XXXXX
CF,CLAW,51.32,1684.91,CLAM
CF,ERUPT,50.595,366.585,XXXXX
CF,FAUNA,36.185,499.83,XXXXX
CF,OPTION,56.94,2386.375,OPTION
CF,WIND,50.625,2883.265,LOCATION
CF,MIDLAND,50.02,1228.63,MIDDLE
CF,STARK,48.7,1818.455,SHARK
CF,PEEP,49.9,1284.815,PEPPER
CF,REACTOR,48.665,1332.765,XXXXX
CF,TRAITOR,50.665,1499.36,TRAIN
CF,DAMAGE,50.25,1521.23,DREAM
CF,KEEP,50.58,1067.035,XXXXX
CF,SHAVE,49.895,1423.71,TRASH
CF,VODKA,50.17,490.27,XXXXX
CF,VOID,49.535,303.055,XXXXX
CF,PIAZZA,51.28,1992.805,PIZZA
CF,FOREST,49.61,1249.385,FOREST
CF,RESUME,49.62,2554.085,XXXXX
CF,SUIT,49.58,3522.44,XXXXX
CF,FLAK,49.855,2249.425,FAKE
CF,TOTALLY,52.13,2140.23,TOTALLY
CF,LYNX,50.055,718.105,FISH
CF,SPUNK,51.105,1263.06,FUNK
CF,EFFIGY,51.935,566.64,XXXXX
CF,SNAP,49.395,1448.42,FAST
CF,TRIVIA,51.04,67.75,XXXXX
CF,SPAN,50.105,667.57,XXXXX
CF,CHEER,49.865,1050.355,CHEER
CF,MORAL,48.6,766.805,YELL
CF,LEND,49.51,429.645,XXXXX
CF,UNEASY,50.595,649.515,EASY
CF,FREAK,49.985,435.17,XXXXX
CF,CEASE,49.16,1053.395,SPAC
CF,SPUN,50.635,333.525,XXXXX
CF,MEET,49.485,937.31,MESS
