RecalledWord,StudyPosition,Block
BALL ,1,1
WATER,2,1
CAKE,3,1
MINIMUM,4,1
SMART,5,1
BANK,6,1
OVEN,7,1
GLASSES,8,1
EFFECT,9,1
FINISH,10,1
FIRE,11,1
PLAN,12,1
MAID,13,1
SLEEP,14,1
LETTER,15,1
JEANS,16,1
SILK,17,1
CASTLE,18,1
MONKEY,19,1
SPICE,20,1
COPY,21,1
SMALL,22,1
CARRY,23,1
SURE,24,1
PRIDE,25,1
NINE,26,1
ONCE,27,1
SNEEZE,28,1
WANT,29,1
BOSS,30,1
ITCH,31,1
ALLOW,32,1
LARGE,33,1
PAPER,34,1
MAD,35,1
PENCIL,36,1
UNCLEAR,37,1
SOFT,38,1
ENGLISH,39,1
HELLO,40,1
FRONT,41,1
TIRED,42,1
CHURCH,1,2
SOUR,2,2
WARM,3,2
SWORD,4,2
PROBLEM,5,2
COLLECT,6,2
STICKY,7,2
DRESS,8,2
MAGIC,9,2
JACKET,10,2
MUSIC ,11,2
TAKE,12,2
LAUGH,13,2
VOLCANO,14,2
SMELL,15,2
TREE,16,2
LOVE,17,2
SING,18,2
MAYBE,19,2
FOOD,20,2
NONE,21,2
BOARD,22,2
STORE,23,2
STRANGE,24,2
LETTUCE,25,2
SHIP,26,2
DESERT,27,2
TALK,28,2
BREAK,29,2
FIND,30,2
LOSE,31,2
HAPPY,32,2
ROOF,33,2
STREET,34,2
CLEAR,35,2
CHOOSE,36,2
GAME,37,2
SICK,38,2
HAIR,39,2
HEAR,40,2
YEAR,41,2
BELL,42,2
ANNOY,1,3
TOCK,2,3
MANY,3,3
EXCUSE,4,3
KNIFE,5,3
STAMP,6,3
PACKAGE,7,3
RENT,8,3
EXACT,9,3
DEATH,10,3
TOOL,11,3
RAIN,12,3
DRUGS,13,3
DRAW,14,3
SCISSORS,15,3
SILVER,16,3
VOTE,17,3
SPIT,18,3
SLIDE,19,3
CHILD,20,3
TRAILER,21,3
PURPOSE,22,3
STRIPE,23,3
SAME,24,3
YOUNG,25,3
DISAGREE,26,3
SHERIFF,27,3
CARD,28,3
PLANE ,29,3
BUSH,30,3
CLOWN,31,3
POTATO,32,3
WRONG,33,3
THANKS,34,3
THIN,35,3
PIECE,36,3
NECK,37,3
REAL,38,3
HATE,39,3
SHALLOW,40,3
MARRY,41,3
QUIET,42,3
STUPID,1,4
STRESS,2,4
PENNY,3,4
DOCTOR,4,4
PROPER,5,4
WOOD,6,4
BIKE,7,4
KNIT,8,4
TOWN,9,4
RULE,10,4
CLASS,11,4
CELL,12,4
TOOTH,13,4
BABY,14,4
UNDER,15,4
SKIN,16,4
GRAND,17,4
CLIMB,18,4
GRAVE,19,4
LIGHT,20,4
NIGHTS,21,4
FAKE,22,4
SELF,23,4
SPOTS,24,4
ARMS,25,4
MATH,26,4
HEAD,27,4
SHEEP,28,4
MILK,29,4
ROSE,30,4
BRAIN,31,4
WRITE,32,4
MOVE,33,4
SHIRT,34,4
REPEAT,35,4
SUBJECT,36,4
TOUCH,37,4
STING,38,4
GUILT,39,4
EXPLODE,40,4
BREAD,41,4
STEAL,42,4
