Participant,Prime,Prime_Duration,rt,Response
AS3,STARK,36.59,3383.71,XXXXXX
AS3,CLAW,50.84000001,2815.64,BLANK
AS3,KEEP,40.39000001,5591.015,XXXXX
AS3,VOID,36.30500002,2483.53,XXXXXX
AS3,PIAZZA,50.00999998,2187.995,XXXXX
AS3,WIND,52.54499998,3491.24,I SEE NO WO
AS3,MIDLAND,49.875,2255.09,NOTHING
AS3,FLAK,52.16999998,1567.805,XXXXX
AS3,LEND,51.12500003,4481.23,712
AS3,CORNER,53.755,4958.95,11179
AS3,RESUME,49.43000001,2219.185,REMEMBER
AS3,FREAK,38.45499997,1339.065,XXXXX
AS3,SNAP,49.34500001,385.035,XXXXX
AS3,PULL,51.11,1785.145,PUPIL
AS3,MORAL,38.44999999,2305.82,MORESO
AS3,SPUNK,48.905,1256.77, 
AS3,LYNX,35.66000002,1885.54,ELEVATE
AS3,FOREST,49.93000001,2744.545,DEVASTATE
AS3,VODKA,39.93,720.22,EEL
AS3,DAMAGE,37.45499998,1258.145,MAGIC
AS3,MUZZLE,49.51000001,1158.605,ENTER
AS3,UNEASY,38.72500002,309.68,XXXXX
AS3,SHAVE,38.63000002,319.2,XXXXX
AS3,TRIVIA,49.07499999,1944.015,TRIVIAL
AS3,SPAN,37.45500001,1056.405,SPAN
AS3,PEEP,49.21,1268.175,PAIN
AS3,HOSTEL,49.57,333.31,XXXXX
AS3,CHEER,48.30999998,1130.795,CHEER
AS3,ERUPT,52.555,367.21,XXXXX
AS3,OPTION,36.58500002,296.88,XXXXX
AS3,TOTALLY,38.62000001,1394.045,TOTAL
AS3,SUIT,38.94500001,1826.69,ESCAPE
AS3,CHEAT,49.08500001,446.475,XXXXX
AS3,TRAITOR,40.94499999,263.345,XXXXX
AS3,CEASE,38.52999999,1786.495,ESSENCE
AS3,FAUNA,49.42,1099.73,CLAIM
AS3,MEET,38.68499998,333.285,XXXXX
AS3,SPUN,36.98500001,1672.51,PUT
AS3,EFFIGY,49.31,1402.925,FINGER
AS3,REACTOR,37.37000001,2569.445,CLEAN
