RecalledWord,StudyPosition,Block
FIRE,1,1
BANK,2,1
ALLOW,3,1
MONKEY,4,1
MAD,5,1
JEANS,6,1
PAPER,7,1
SLEEP,8,1
PENCIL,9,1
FINISH,10,1
CASTLE,11,1
UNCLEAR,12,1
PRIDE,13,1
FRONT,14,1
OVEN,15,1
BALL ,16,1
EFFECT,17,1
TIRED,18,1
CAKE,19,1
WANT,20,1
NINE,21,1
SILK,22,1
SURE,23,1
LARGE,24,1
SPICE,25,1
ITCH,26,1
SMART,27,1
ONCE,28,1
SOFT,29,1
HELLO,30,1
LETTER,31,1
MINIMUM,32,1
SMALL,33,1
CARRY,34,1
GLASSES,35,1
COPY,36,1
ENGLISH,37,1
WATER,38,1
PLAN,39,1
SNEEZE,40,1
MAID,41,1
BOSS,42,1
LOSE,1,2
TAKE,2,2
TALK,3,2
WARM,4,2
VOLCANO,5,2
STREET,6,2
SING,7,2
TREE,8,2
MAGIC,9,2
JACKET,10,2
SHIP,11,2
CLEAR,12,2
HEAR,13,2
LAUGH,14,2
STRANGE,15,2
FOOD,16,2
MAYBE,17,2
BOARD,18,2
STORE,19,2
MUSIC ,20,2
CHURCH,21,2
LOVE,22,2
CHOOSE,23,2
FIND,24,2
ROOF,25,2
SWORD,26,2
NONE,27,2
SOUR,28,2
HAPPY,29,2
STICKY,30,2
SMELL,31,2
BELL,32,2
GAME,33,2
HAIR,34,2
COLLECT,35,2
PROBLEM,36,2
SICK,37,2
DRESS,38,2
BREAK,39,2
YEAR,40,2
DESERT,41,2
LETTUCE,42,2
POTATO,1,3
VOTE,2,3
SCISSORS,3,3
SHERIFF,4,3
CARD,5,3
RAIN,6,3
ANNOY,7,3
TOOL,8,3
SILVER,9,3
SPIT,10,3
CLOWN,11,3
PIECE,12,3
PURPOSE,13,3
BUSH,14,3
EXACT,15,3
QUIET,16,3
MARRY,17,3
DRAW,18,3
SAME,19,3
REAL,20,3
THANKS,21,3
CHILD,22,3
STRIPE,23,3
DISAGREE,24,3
MANY,25,3
PACKAGE,26,3
STAMP,27,3
RENT,28,3
DEATH,29,3
TOCK,30,3
TRAILER,31,3
PLANE ,32,3
SLIDE,33,3
THIN,34,3
YOUNG,35,3
DRUGS,36,3
KNIFE,37,3
HATE,38,3
EXCUSE,39,3
SHALLOW,40,3
WRONG,41,3
NECK,42,3
SPOTS,1,4
UNDER,2,4
LIGHT,3,4
NIGHTS,4,4
TOOTH,5,4
PENNY,6,4
CLASS,7,4
BIKE,8,4
STRESS,9,4
KNIT,10,4
CELL,11,4
MILK,12,4
ARMS,13,4
PROPER,14,4
BREAD,15,4
ROSE,16,4
WRITE,17,4
BRAIN,18,4
GRAVE,19,4
SELF,20,4
STEAL,21,4
MATH,22,4
TOWN,23,4
RULE,24,4
GUILT,25,4
SHEEP,26,4
SHIRT,27,4
GRAND,28,4
BABY,29,4
REPEAT,30,4
EXPLODE,31,4
STING,32,4
FAKE,33,4
SKIN,34,4
SUBJECT,35,4
DOCTOR,36,4
HEAD,37,4
WOOD,38,4
TOUCH,39,4
MOVE,40,4
STUPID,41,4
CLIMB,42,4
