RecalledWord,StudyPosition,Block
TOES,1,1
SQUARE,2,1
TOUR,3,1
INHALE,4,1
BORROW,5,1
MIDDLE,6,1
NAVY,7,1
LOOK,8,1
NEWS,9,1
LESS,10,1
BUTTER,11,1
SUPPER,12,1
WILD,13,1
WINTER,14,1
ARGUE,15,1
BALLET,16,1
PURPLE,17,1
NOSE,18,1
THIRST,19,1
SEEK,20,1
CLUE,21,1
CANDLE,22,1
SOAP,23,1
MOTHER,24,1
WAITER,25,1
READ,26,1
SLOW,27,1
TEST,28,1
FIRST,29,1
KIDNAP,30,1
BRANCH,31,1
MOST,32,1
ALIVE,33,1
HUNGER,34,1
THREAD,35,1
SPIDER,36,1
VERB,37,1
PAIN,38,1
CHAIN,39,1
STATES,40,1
TENNIS,41,1
BUCKET,42,1
WHOLE,1,2
FINGER,2,2
MINUTE,3,2
FOUND,4,2
BEHIND,5,2
PLANT,6,2
BEFORE,7,2
CLOSE,8,2
FENCE,9,2
HORSE,10,2
MUSCLE,11,2
OFFICE,12,2
SHARK,13,2
UNCLE,14,2
WHERE,15,2
THROW,16,2
TIGER,17,2
SHORT,18,2
WORST,19,2
TEETH,20,2
ENTER,21,2
GRASS,22,2
THERE,23,2
YOURS,24,2
LEMON,25,2
SHOVE,26,2
PHONE,27,2
DOLLAR,28,2
MEAN,29,2
QUEEN,30,2
QUART,31,2
CANCER,32,2
MINUS,33,2
EARLY,34,2
PEPPER,35,2
ROCK,36,2
LEAVES,37,2
SPOON,38,2
CORAL,39,2
ANIMAL,40,2
CLOCK,41,2
GIRLS,42,2
GLORY,1,3
RIGHT,2,3
NUMBER,3,3
EGGS,4,3
NICKEL,5,3
SMOOTH,6,3
WORK,7,3
BOMB,8,3
DREAM,9,3
GROSS,10,3
SHEETS,11,3
STREAM,12,3
STOP,13,3
CHEESE,14,3
CRACKER,15,3
STAIRS,16,3
HORN,17,3
YELLOW,18,3
FRIGHT,19,3
FLOWER,20,3
WEIGHT,21,3
MONEY,22,3
CHANGE,23,3
CLAM,24,3
STORY,25,3
OUTTAKE,26,3
BIRD,27,3
SONG,28,3
BEACH,29,3
ORANGE,30,3
SELLER,31,3
CHAIR,32,3
NEPHEW,33,3
GUITAR,34,3
PICKLE,35,3
WEST,36,3
DAGGER,37,3
LENGTH,38,3
FISH,39,3
LAWYER,40,3
TWELVE,41,3
JAIL,42,3
HOTEL,1,4
CAMP,2,4
WORLD,3,4
STOMACH,4,4
LEARN,5,4
FROG,6,4
POUND,7,4
DEVIL,8,4
LAND,9,4
STARS,10,4
WHEAT,11,4
SWAMP,12,4
SMOKE,13,4
GHOST,14,4
TIGHT,15,4
TRAIN,16,4
PICTURE,17,4
ROAD,18,4
PRESENT,19,4
GEEK,20,4
DOOR,21,4
HOOP,22,4
FIVE,23,4
SORRY,24,4
SMILE,25,4
DIRT,26,4
KISS,27,4
SWEET,28,4
MINOR,29,4
BLACK,30,4
LAKE,31,4
THIEF,32,4
TRASH,33,4
JUMP,34,4
NOISE,35,4
BRIDE,36,4
DEAF,37,4
SOUTH,38,4
BELOW,39,4
DUSK,40,4
SHOES,41,4
KILL,42,4
