RecalledWord,StudyPosition,Block
LOVE,1,1
COLLECT,2,1
BOARD,3,1
TAKE,4,1
TREE,5,1
HAPPY,6,1
SICK,7,1
WARM,8,1
TALK,9,1
BREAK,10,1
MAYBE,11,1
GAME,12,1
YEAR,13,1
STREET,14,1
BELL,15,1
JACKET,16,1
CHURCH,17,1
HEAR,18,1
STICKY,19,1
LETTUCE,20,1
LAUGH,21,1
LOSE,22,1
STRANGE,23,1
DRESS,24,1
SOUR,25,1
CHOOSE,26,1
MAGIC,27,1
SMELL,28,1
STORE,29,1
VOLCANO,30,1
CLEAR,31,1
DESERT,32,1
SWORD,33,1
SING,34,1
SHIP,35,1
FIND,36,1
NONE,37,1
HAIR,38,1
MUSIC ,39,1
ROOF,40,1
FOOD,41,1
PROBLEM,42,1
VOTE,1,2
REAL,2,2
DISAGREE,3,2
SLIDE,4,2
THANKS,5,2
PIECE,6,2
RENT,7,2
SAME,8,2
EXACT,9,2
CHILD,10,2
TOOL,11,2
HATE,12,2
DRUGS,13,2
YOUNG,14,2
SHALLOW,15,2
BUSH,16,2
PACKAGE,17,2
POTATO,18,2
NECK,19,2
RAIN,20,2
SCISSORS,21,2
STRIPE,22,2
SILVER,23,2
WRONG,24,2
TRAILER,25,2
EXCUSE,26,2
ANNOY,27,2
PLANE ,28,2
DRAW,29,2
SPIT,30,2
DEATH,31,2
CLOWN,32,2
THIN,33,2
MANY,34,2
STAMP,35,2
SHERIFF,36,2
PURPOSE,37,2
TOCK,38,2
QUIET,39,2
KNIFE,40,2
CARD,41,2
MARRY,42,2
PENNY,1,3
KNIT,2,3
BABY,3,3
EXPLODE,4,3
UNDER,5,3
TOUCH,6,3
BREAD,7,3
WOOD,8,3
SHIRT,9,3
TOWN,10,3
ARMS,11,3
RULE,12,3
SHEEP,13,3
CLIMB,14,3
SKIN,15,3
STRESS,16,3
NIGHTS,17,3
SELF,18,3
GRAND,19,3
GRAVE,20,3
STEAL,21,3
FAKE,22,3
GUILT,23,3
LIGHT,24,3
MILK,25,3
HEAD,26,3
TOOTH,27,3
MATH,28,3
WRITE,29,3
BIKE,30,3
BRAIN,31,3
REPEAT,32,3
STUPID,33,3
SUBJECT,34,3
MOVE,35,3
ROSE,36,3
CELL,37,3
DOCTOR,38,3
SPOTS,39,3
PROPER,40,3
STING,41,3
CLASS,42,3
SOFT,1,4
EFFECT,2,4
MINIMUM,3,4
PRIDE,4,4
SPICE,5,4
SMART,6,4
SLEEP,7,4
ENGLISH,8,4
TIRED,9,4
FIRE,10,4
GLASSES,11,4
FINISH,12,4
SNEEZE,13,4
UNCLEAR,14,4
OVEN,15,4
SURE,16,4
PLAN,17,4
LARGE,18,4
ONCE,19,4
NINE,20,4
ALLOW,21,4
MAID,22,4
BOSS,23,4
PAPER,24,4
CAKE,25,4
LETTER,26,4
PENCIL,27,4
HELLO,28,4
WATER,29,4
JEANS,30,4
WANT,31,4
BANK,32,4
SILK,33,4
COPY,34,4
MONKEY,35,4
ITCH,36,4
CARRY,37,4
SMALL,38,4
FRONT,39,4
MAD,40,4
CASTLE,41,4
BALL ,42,4
