DelayedWord,DelayedRT
HAPPY,7736.11
VOLCANO,4066.36
STICKY,2333.735
STORE,1453.225
LETTUCE,2149.96
WARM,3132.295
HAIR,1966.175
DRESS,1649.845
ARMS,1551.295
PENNY,1815.125
WOOD,1217.315
CLIMB,1867.605
STRESS,3234.35
GUILT,2147.98
DISAGREE,6733.59
FRONT,3682.28
WATER,1249.14
SHIP,1267.325
LOVE,2004.835
CAKE,7066.68
MONKEY,1748.64
SPICE,1950.64
WRECK,7149.22
SWORD,3850.87
EXPLODE,2849.895
,7999.28
CLEAR,5052.425
STREET,4285.04
LAUGH,5565.305
PENCIL,6000.555
PAPER,1683.155
SHEEP,2768.86
SUBJECT,6216.77
MATH,1265.91
ENGLISH,1683.27
,7999.795
,7999.31
TRIBE,4016.475
,8000.99
TOWN,5316.52
NIGHT,1283.65
,8000.01
ANGRY,1616.835
HATE,1150.99
,7999.905
JACKET,4784.375
TREE,6433.245
,8000.98
ROOF,4001.19
,8001.535
,7999.085
,7999.865
,7999.12
,8000.565
THANKS,1366.735
PENNY,7834.49
,7999.915
,8008.38
,7993.53
,8000.19
,8000.475
,7999.345
,8000
,8000.295
,8000.075
,8001.6
,7998.44
,7999.965
,7999.53
,7998.67
,7993.43
,8000.36
SLIDE,3933.33
CLOWN,1131.41
KID,3016.495
BUSH,2232.635
ECK,617.8349999
NECK,891.485
PACKAGE,3218.71
,7999.885
,7999.795
CHILD,3233.355
,7998.94
,7999.54
COPY,6533.105
,8000.385
MILK,3748.06
BREAD,2415.85
,7999.72
,8001.405
,7999.53
,7999.325
TABLE,1615.5
,8000.215
SH,7999.925
SHERIFF,1764.47
,8021.465
,8001.09
,8001.805
RULES,7650.93
