DelayedWord,DelayedRT
TRIBE,2929.475
COLONY,2819.255
GIFT,8009.11
FIRE,4989.585
CHILD,2419.625
STARVE,8002.065
FOOD,1308.755
CLOWN,5151.28
SHIP,6965.245
COUPLE,6149.77
MARRIED,1812.1
,8007.555
,7992.22
TREE,5640.72
GAME,1671.435
LOSE,3749.325
LAUGH,2363.115
HAPPY,2283.395
ROOF,8009.985
CLIMB,2730.735
CHURCH,2722.955
STORE,1256
DESERT,1986.905
STREET,2112.715
VOLCANO,2568.49
BOARD,7996.17
FRIEND,8017.735
,8000
,8012.715
TOWN,4478.19
FAME,2979.81
SAD,5290.075
STING,1319.46
ANGRY,1562.54
KNIT,5010.055
BIKE,1929.33
BREAD,1608.39
MILK,1329.52
CLASS,2961.24
MATH,1942.64
PENCIL,1813.085
WRITE,3700.935
GRAVE,8003.2
CLIMB,1905.82
,8002.2
SERVANT,4562.635
,7994.145
BLAZE,1620.235
,8011.2
,7990.035
APPLE,4264.795
,8005.79
PLANE,3424.79
,7993.02
TRAILER,4108.985
FOOD,3294.345
THANKS,6764.625
,7992.745
,7994.445
,8004.12
,8003.81
MARRY,4688.795
DEATH,8001.56
,7989.78
,8044.945
LIGHT,6141.015
,8013.02
CAR,903.69
,8013.025
CASTLE,6598.635
LARGE,2757.205
SMALL,1175.425
LETTER,6355.935
PENCIL,1384.67
MONKEY,1738
BOSS,1121.205
,7998.19
EXPOUND,8003.32
BANK,2886.63
ROOF,4105.27
FIRE,2072.675
OVEN,2482.14
WATER,2556.15
BUCKET,1987.515
,7997.585
,8002.055
,8008.28
,8009.515
,8004.055
,7988.54
,8016.255
,8006.845
,8016.92
BALL,1897.17
,8005.84
TELLER,3133.915
,8010.875
MONEY,1489.6
,7989.16
,8000.83
