RecalledWord,StudyPosition,Block
HORN,1,1
STAIRS,2,1
WORK,3,1
BEACH,4,1
TWELVE,5,1
WEIGHT,6,1
BOMB,7,1
GUITAR,8,1
GLORY,9,1
OUTTAKE,10,1
CHAIR,11,1
NEPHEW,12,1
EGGS,13,1
CRACKER,14,1
CHANGE,15,1
DAGGER,16,1
DREAM,17,1
BIRD,18,1
LENGTH,19,1
STREAM,20,1
MONEY,21,1
SHEETS,22,1
SMOOTH,23,1
RIGHT,24,1
GROSS,25,1
FLOWER,26,1
NUMBER,27,1
CHEESE,28,1
CLAM,29,1
SONG,30,1
WEST,31,1
JAIL,32,1
STOP,33,1
LAWYER,34,1
STORY,35,1
PICKLE,36,1
FISH,37,1
NICKEL,38,1
SELLER,39,1
YELLOW,40,1
ORANGE,41,1
FRIGHT,42,1
BLACK,1,2
FROG,2,2
ROAD,3,2
LEARN,4,2
DOOR,5,2
JUMP,6,2
PRESENT,7,2
DEAF,8,2
LAKE,9,2
SOUTH,10,2
THIEF,11,2
DIRT,12,2
BELOW,13,2
SORRY,14,2
GEEK,15,2
TIGHT,16,2
DUSK,17,2
LAND,18,2
NOISE,19,2
WHEAT,20,2
SMOKE,21,2
POUND,22,2
CAMP,23,2
FIVE,24,2
SWEET,25,2
WORLD,26,2
SHOES,27,2
STARS,28,2
KISS,29,2
SMILE,30,2
SWAMP,31,2
HOOP,32,2
DEVIL,33,2
STOMACH,34,2
PICTURE,35,2
KILL,36,2
MINOR,37,2
GHOST,38,2
TRASH,39,2
HOTEL,40,2
TRAIN,41,2
BRIDE,42,2
SLOW,1,3
TOUR,2,3
LESS,3,3
SPIDER,4,3
ALIVE,5,3
THIRST,6,3
THREAD,7,3
NAVY,8,3
WAITER,9,3
SUPPER,10,3
PAIN,11,3
NOSE,12,3
CHAIN,13,3
SEEK,14,3
HUNGER,15,3
VERB,16,3
SOAP,17,3
TENNIS,18,3
WINTER,19,3
INHALE,20,3
BRANCH,21,3
FIRST,22,3
KIDNAP,23,3
MOST,24,3
PURPLE,25,3
BUTTER,26,3
TEST,27,3
MOTHER,28,3
LOOK,29,3
SQUARE,30,3
BALLET,31,3
ARGUE,32,3
STATES,33,3
READ,34,3
TOES,35,3
MIDDLE,36,3
NEWS,37,3
CANDLE,38,3
WILD,39,3
BUCKET,40,3
CLUE,41,3
BORROW,42,3
BEHIND,1,4
FINGER,2,4
TIGER,3,4
SPOON,4,4
SHOVE,5,4
QUART,6,4
PHONE,7,4
ENTER,8,4
MUSCLE,9,4
EARLY,10,4
MINUS,11,4
PEPPER,12,4
ROCK,13,4
BEFORE,14,4
SHARK,15,4
WHOLE,16,4
MINUTE,17,4
CLOCK,18,4
GRASS,19,4
FENCE,20,4
CLOSE,21,4
SHORT,22,4
WORST,23,4
GIRLS,24,4
YOURS,25,4
OFFICE,26,4
FOUND,27,4
QUEEN,28,4
THROW,29,4
DOLLAR,30,4
ANIMAL,31,4
CORAL,32,4
CANCER,33,4
LEAVES,34,4
TEETH,35,4
LEMON,36,4
MEAN,37,4
PLANT,38,4
UNCLE,39,4
HORSE,40,4
THERE,41,4
WHERE,42,4
