"DelayedWord","DelayedRT","Studied","StudyPosition","Block","ReportedPrimeFromDay1","Day1OutputPosition","Day1PrimeCondition","Day1Prime","Day1PrimeFor","RelatedPrimePresentedonDay1"
"",8002.425,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BABY",2282.475,"Studied",4,1,NA,"4","Related","TOMB","GRAVE",NA
"SHIP",3500.715,"Studied",42,3,NA,"1,14","firstword","firstword",NA,NA
"PACKAGE",2416.66,"Studied",1,4,NA,"13","Identical","STAMP",NA,NA
"",8002.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRISON",2082.575,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8002.405,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STEAL",2448.98,"Studied",3,1,NA,"1","firstword","firstword",NA,NA
"DRUG",2333.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WOOD",5583.9,"Studied",41,1,"Identical","9,21","Identical","MATH",NA,NA
"STORE",3183.335,"Studied",2,3,NA,"6","Unrelated","CHAIN",NA,NA
"",8002.985,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHERRIFF",2771.09,NA,NA,NA,NA,"19","Related","IMMORAL","WRONG",NA
"",8002.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8002.135,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRUCK",4699.955,NA,NA,NA,NA,"22","Identical","PLANE",NA,NA
"LOAD",1850.93,NA,NA,NA,NA,"26","Unrelated","WORST",NA,NA
"",8001.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRIDE",5200.61,"Studied",1,2,NA,"8","Related","SHRINK","SMALL",NA
"",8002.545,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8001.875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8002.185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IGNORANT",6200.025,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8002.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7991.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8002.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7998.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.645,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOOL",4683.605,"Studied",30,4,NA,"10","Related","PRECISE","EXACT",NA
"SCREW",3783.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8002.775,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8001.865,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HELP",4166.92,NA,NA,NA,NA,"23","Unrelated","WILD",NA,NA
"SING",3800.31,"Studied",30,3,NA,NA,NA,NA,NA,NA
"",8002.645,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAD",5440.485,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8002.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.525,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8003.465,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8001.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8001.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7990.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7990.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARRY",2383.295,"Studied",31,4,NA,"2","Unrelated","PLANT",NA,NA
"PRISON",1666.615,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MURDER",5017.035,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8002.995,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AISLE",2050.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8002.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7988.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8002.605,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7989.805,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7999.595,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7989.965,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8001.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7988.685,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7990.325,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7990.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.815,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7992.825,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7995.525,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8011.075,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7991.605,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7997.995,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8003.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7989.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7996.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8001.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7994.365,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8001.595,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8001.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7989.305,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7991.255,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7991.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",1884.015,NA,NA,NA,NA,NA,NA,NA,NA,NA
