RecalledWord,StudyPosition,Block
LETTUCE,1,1
ROOF,2,1
BREAK,3,1
TAKE,4,1
JACKET,5,1
DRESS,6,1
MAYBE,7,1
DESERT,8,1
CLEAR,9,1
CHURCH,10,1
STICKY,11,1
VOLCANO,12,1
LOVE,13,1
PROBLEM,14,1
SWORD,15,1
SOUR,16,1
STORE,17,1
MAGIC,18,1
LOSE,19,1
STREET,20,1
WARM,21,1
MUSIC ,22,1
SING,23,1
SHIP,24,1
BELL,25,1
STRANGE,26,1
FOOD,27,1
NONE,28,1
BOARD,29,1
LAUGH,30,1
GAME,31,1
SICK,32,1
CHOOSE,33,1
YEAR,34,1
HEAR,35,1
TREE,36,1
FIND,37,1
HAPPY,38,1
TALK,39,1
COLLECT,40,1
HAIR,41,1
SMELL,42,1
PURPOSE,1,2
RAIN,2,2
KNIFE,3,2
SLIDE,4,2
SCISSORS,5,2
YOUNG,6,2
QUIET,7,2
MARRY,8,2
PIECE,9,2
EXCUSE,10,2
DRAW,11,2
SHALLOW,12,2
TOCK,13,2
BUSH,14,2
WRONG,15,2
CHILD,16,2
REAL,17,2
POTATO,18,2
MANY,19,2
ANNOY,20,2
VOTE,21,2
CARD,22,2
RENT,23,2
SHERIFF,24,2
THIN,25,2
CLOWN,26,2
DRUGS,27,2
TOOL,28,2
EXACT,29,2
STRIPE,30,2
TRAILER,31,2
THANKS,32,2
DISAGREE,33,2
NECK,34,2
HATE,35,2
STAMP,36,2
SILVER,37,2
PLANE ,38,2
SPIT,39,2
SAME,40,2
DEATH,41,2
PACKAGE,42,2
RULE,1,3
GRAVE,2,3
MOVE,3,3
HEAD,4,3
STING,5,3
NIGHTS,6,3
STRESS,7,3
SHEEP,8,3
SELF,9,3
ROSE,10,3
STEAL,11,3
REPEAT,12,3
WRITE,13,3
SUBJECT,14,3
KNIT,15,3
SPOTS,16,3
CLASS,17,3
BRAIN,18,3
TOOTH,19,3
SHIRT,20,3
EXPLODE,21,3
BIKE,22,3
GUILT,23,3
ARMS,24,3
TOWN,25,3
PENNY,26,3
UNDER,27,3
CLIMB,28,3
WOOD,29,3
DOCTOR,30,3
LIGHT,31,3
CELL,32,3
TOUCH,33,3
BABY,34,3
GRAND,35,3
MILK,36,3
STUPID,37,3
FAKE,38,3
BREAD,39,3
PROPER,40,3
MATH,41,3
SKIN,42,3
MONKEY,1,4
SPICE,2,4
PLAN,3,4
ENGLISH,4,4
BANK,5,4
TIRED,6,4
PENCIL,7,4
JEANS,8,4
SMART,9,4
GLASSES,10,4
MAD,11,4
CASTLE,12,4
SMALL,13,4
BOSS,14,4
UNCLEAR,15,4
HELLO,16,4
MINIMUM,17,4
COPY,18,4
SILK,19,4
SNEEZE,20,4
OVEN,21,4
ONCE,22,4
FIRE,23,4
MAID,24,4
ITCH,25,4
WATER,26,4
BALL ,27,4
NINE,28,4
ALLOW,29,4
PRIDE,30,4
PAPER,31,4
LETTER,32,4
FRONT,33,4
LARGE,34,4
CAKE,35,4
SURE,36,4
SOFT,37,4
EFFECT,38,4
FINISH,39,4
CARRY,40,4
SLEEP,41,4
WANT,42,4
