RecalledWord,StudyPosition,Block
NECK,1,1
TRAILER,2,1
DRUGS,3,1
SHALLOW,4,1
REAL,5,1
STAMP,6,1
VOTE,7,1
POTATO,8,1
PACKAGE,9,1
TOCK,10,1
MARRY,11,1
QUIET,12,1
RENT,13,1
EXCUSE,14,1
STRIPE,15,1
THIN,16,1
CHILD,17,1
CARD,18,1
SPIT,19,1
PLANE ,20,1
KNIFE,21,1
SHERIFF,22,1
BUSH,23,1
SAME,24,1
EXACT,25,1
PURPOSE,26,1
SILVER,27,1
DRAW,28,1
TOOL,29,1
SCISSORS,30,1
ANNOY,31,1
THANKS,32,1
MANY,33,1
YOUNG,34,1
CLOWN,35,1
DEATH,36,1
WRONG,37,1
SLIDE,38,1
DISAGREE,39,1
PIECE,40,1
RAIN,41,1
HATE,42,1
STING,1,2
BIKE,2,2
MATH,3,2
WOOD,4,2
TOWN,5,2
PROPER,6,2
MOVE,7,2
GRAND,8,2
SPOTS,9,2
ARMS,10,2
KNIT,11,2
SHEEP,12,2
BREAD,13,2
CLASS,14,2
TOUCH,15,2
STEAL,16,2
CELL,17,2
SKIN,18,2
EXPLODE,19,2
REPEAT,20,2
BABY,21,2
FAKE,22,2
BRAIN,23,2
CLIMB,24,2
WRITE,25,2
SELF,26,2
GRAVE,27,2
NIGHTS,28,2
SHIRT,29,2
LIGHT,30,2
DOCTOR,31,2
STRESS,32,2
STUPID,33,2
HEAD,34,2
UNDER,35,2
ROSE,36,2
TOOTH,37,2
GUILT,38,2
MILK,39,2
RULE,40,2
SUBJECT,41,2
PENNY,42,2
PENCIL,1,3
EFFECT,2,3
WATER,3,3
BANK,4,3
LARGE,5,3
FINISH,6,3
MONKEY,7,3
SNEEZE,8,3
CAKE,9,3
ENGLISH,10,3
PLAN,11,3
BALL ,12,3
SMALL,13,3
UNCLEAR,14,3
TIRED,15,3
ONCE,16,3
HELLO,17,3
WANT,18,3
BOSS,19,3
ITCH,20,3
SMART,21,3
MAD,22,3
ALLOW,23,3
CASTLE,24,3
LETTER,25,3
SLEEP,26,3
NINE,27,3
PRIDE,28,3
GLASSES,29,3
CARRY,30,3
FIRE,31,3
PAPER,32,3
MINIMUM,33,3
OVEN,34,3
SOFT,35,3
SILK,36,3
COPY,37,3
FRONT,38,3
MAID,39,3
SURE,40,3
SPICE,41,3
JEANS,42,3
LETTUCE,1,4
MAGIC,2,4
BREAK,3,4
BOARD,4,4
JACKET,5,4
HEAR,6,4
HAIR,7,4
WARM,8,4
DESERT,9,4
PROBLEM,10,4
CHURCH,11,4
CLEAR,12,4
FIND,13,4
MAYBE,14,4
STRANGE,15,4
LOVE,16,4
COLLECT,17,4
MUSIC ,18,4
YEAR,19,4
DRESS,20,4
LAUGH,21,4
SICK,22,4
TREE,23,4
FOOD,24,4
VOLCANO,25,4
CHOOSE,26,4
HAPPY,27,4
TAKE,28,4
STORE,29,4
STREET,30,4
ROOF,31,4
SWORD,32,4
GAME,33,4
LOSE,34,4
NONE,35,4
BELL,36,4
SHIP,37,4
STICKY,38,4
SING,39,4
SMELL,40,4
TALK,41,4
SOUR,42,4
