DelayedWord,DelayedRT
SHARK,1785.385
TEETH,1830.495
DEVIL,2466.88
SWEET,2366.225
LEARN,1096.73
GEEK,1764.655
NEWS,3449.15
CHAIR,2048.12
SWAMP,6384.56
LAND,1398.555
LAKE,1282.56
HOTEL,1951.64
FLIGHT,6435.23
,7999.425
,8000.795
KISS,3127.025
FROG,1998.845
,7998.94
,8000.605
HAPP,7987.52
,8006.205
HORN,1484.505
MUSIC,2350.855
,8001.2
SPOON,5687.175
,8002.24
,8003.78
,7993.34
,7999.665
,8002.63
,8013.005
SHELF,1727.885
ODOR,6516.585
,7999.4
YELLOW,1364.33
ORANGE,1266.425
PURPLE,3898.745
FLOWER,1897.155
,8017.95
,8004.695
,8004.215
,8004.03
,7992.685
GHOST,3601.06
BLACK,2010.625
,8004.3
,7993.73
DREAM,6548.435
,8006.335
WAR,5081.275
GRAND,5366.51
CANDY,7499.295
,8023.155
MOMN,8003.145
MONEY,2255.055
,7990.53
BEETLE,5723.58
R,8089.58
COLOR,4369.065
,7991.335
SWEET,5325
,8005.27
BRIGHT,2947.74
,8002.31
SHEEP,2321.035
HONEY,5668.785
,8017.985
RIVER,2999.93
TRAIN,3583.215
CLOUD,4048.09
,8002.075
,7990.425
,8007.835
PROUD,2026.585
,7996
FENCE,1496.36
AREA,7991.2
FATHER,7692.14
,8002.405
BEACH,2310.165
,8001.54
,7994.43
,8014.515
ICE,6666.215
,8005.115
,7993.16
CAKE,7533.78
ICING,3299.4
,8004.68
,7999.56
GEEK,4511.15
,8003.235
SOUTH,5432.04
,7994.925
WHERE,1114.355
THERE,1290.555
,3448.585
