RecalledWord,StudyPosition,Block
FOUND,1,1
BEFORE,2,1
DOLLAR,3,1
WORST,4,1
MUSCLE,5,1
YOURS,6,1
ROCK,7,1
THROW,8,1
PEPPER,9,1
WHERE,10,1
QUART,11,1
HORSE,12,1
FENCE,13,1
ENTER,14,1
LEAVES,15,1
TEETH,16,1
MINUTE,17,1
LEMON,18,1
CLOSE,19,1
ANIMAL,20,1
SPOON,21,1
UNCLE,22,1
CORAL,23,1
EARLY,24,1
GIRLS,25,1
OFFICE,26,1
SHORT,27,1
SHARK,28,1
CANCER,29,1
PLANT,30,1
WHOLE,31,1
BEHIND,32,1
QUEEN,33,1
THERE,34,1
GRASS,35,1
PHONE,36,1
FINGER,37,1
MEAN,38,1
SHOVE,39,1
CLOCK,40,1
TIGER,41,1
MINUS,42,1
RIGHT,1,2
BOMB,2,2
NICKEL,3,2
SELLER,4,2
DREAM,5,2
NUMBER,6,2
STORY,7,2
SMOOTH,8,2
CLAM,9,2
STREAM,10,2
YELLOW,11,2
CHAIR,12,2
OUTTAKE,13,2
BIRD,14,2
CHEESE,15,2
WEIGHT,16,2
TWELVE,17,2
CHANGE,18,2
MONEY,19,2
GUITAR,20,2
FRIGHT,21,2
GROSS,22,2
FISH,23,2
STOP,24,2
HORN,25,2
STAIRS,26,2
LENGTH,27,2
WEST,28,2
ORANGE,29,2
WORK,30,2
GLORY,31,2
JAIL,32,2
EGGS,33,2
NEPHEW,34,2
PICKLE,35,2
DAGGER,36,2
BEACH,37,2
LAWYER,38,2
CRACKER,39,2
SONG,40,2
SHEETS,41,2
FLOWER,42,2
GEEK,1,3
STOMACH,2,3
DEAF,3,3
BRIDE,4,3
DUSK,5,3
TRAIN,6,3
WHEAT,7,3
TRASH,8,3
HOOP,9,3
SORRY,10,3
TIGHT,11,3
DIRT,12,3
WORLD,13,3
PICTURE,14,3
NOISE,15,3
KISS,16,3
LAND,17,3
BELOW,18,3
SWEET,19,3
DEVIL,20,3
KILL,21,3
POUND,22,3
LEARN,23,3
BLACK,24,3
DOOR,25,3
STARS,26,3
FROG,27,3
SMOKE,28,3
PRESENT,29,3
MINOR,30,3
HOTEL,31,3
SHOES,32,3
CAMP,33,3
FIVE,34,3
LAKE,35,3
SWAMP,36,3
ROAD,37,3
GHOST,38,3
JUMP,39,3
THIEF,40,3
SMILE,41,3
SOUTH,42,3
BUCKET,1,4
BUTTER,2,4
MOTHER,3,4
FIRST,4,4
SUPPER,5,4
TOUR,6,4
VERB,7,4
TEST,8,4
WILD,9,4
WAITER,10,4
READ,11,4
BALLET,12,4
PURPLE,13,4
PAIN,14,4
MOST,15,4
SPIDER,16,4
INHALE,17,4
THIRST,18,4
BRANCH,19,4
SLOW,20,4
LESS,21,4
ALIVE,22,4
ARGUE,23,4
NEWS,24,4
SOAP,25,4
NAVY,26,4
CLUE,27,4
STATES,28,4
LOOK,29,4
SQUARE,30,4
BORROW,31,4
THREAD,32,4
WINTER,33,4
CANDLE,34,4
CHAIN,35,4
TENNIS,36,4
MIDDLE,37,4
NOSE,38,4
KIDNAP,39,4
HUNGER,40,4
SEEK,41,4
TOES,42,4
