RecalledWord,StudyPosition,Block
MILK,1,1
TOUCH,2,1
GUILT,3,1
WOOD,4,1
PENNY,5,1
BRAIN,6,1
ARMS,7,1
SELF,8,1
CELL,9,1
MOVE,10,1
NIGHTS,11,1
BIKE,12,1
EXPLODE,13,1
CLASS,14,1
TOOTH,15,1
WRITE,16,1
HEAD,17,1
STRESS,18,1
RULE,19,1
GRAVE,20,1
KNIT,21,1
TOWN,22,1
UNDER,23,1
STING,24,1
MATH,25,1
STEAL,26,1
DOCTOR,27,1
SKIN,28,1
SHEEP,29,1
FAKE,30,1
LIGHT,31,1
STUPID,32,1
BABY,33,1
ROSE,34,1
REPEAT,35,1
CLIMB,36,1
GRAND,37,1
PROPER,38,1
SPOTS,39,1
SHIRT,40,1
SUBJECT,41,1
BREAD,42,1
OVEN,1,2
SPICE,2,2
ONCE,3,2
SMALL,4,2
SOFT,5,2
FIRE,6,2
SURE,7,2
BALL ,8,2
EFFECT,9,2
NINE,10,2
WANT,11,2
PRIDE,12,2
ALLOW,13,2
SMART,14,2
TIRED,15,2
JEANS,16,2
LETTER,17,2
SLEEP,18,2
SILK,19,2
WATER,20,2
GLASSES,21,2
MONKEY,22,2
PENCIL,23,2
UNCLEAR,24,2
CAKE,25,2
MAD,26,2
PLAN,27,2
COPY,28,2
CASTLE,29,2
SNEEZE,30,2
BOSS,31,2
MAID,32,2
MINIMUM,33,2
FINISH,34,2
ENGLISH,35,2
PAPER,36,2
LARGE,37,2
CARRY,38,2
HELLO,39,2
FRONT,40,2
ITCH,41,2
BANK,42,2
HAIR,1,3
CLEAR,2,3
STREET,3,3
SHIP,4,3
SWORD,5,3
CHOOSE,6,3
TALK,7,3
YEAR,8,3
CHURCH,9,3
BREAK,10,3
WARM,11,3
TAKE,12,3
LOSE,13,3
NONE,14,3
BOARD,15,3
HEAR,16,3
LETTUCE,17,3
MUSIC ,18,3
GAME,19,3
MAGIC,20,3
DRESS,21,3
SING,22,3
DESERT,23,3
MAYBE,24,3
FOOD,25,3
FIND,26,3
PROBLEM,27,3
SOUR,28,3
BELL,29,3
STICKY,30,3
VOLCANO,31,3
TREE,32,3
HAPPY,33,3
COLLECT,34,3
SICK,35,3
STORE,36,3
STRANGE,37,3
ROOF,38,3
LOVE,39,3
JACKET,40,3
LAUGH,41,3
SMELL,42,3
CLOWN,1,4
CARD,2,4
KNIFE,3,4
SHERIFF,4,4
MANY,5,4
EXACT,6,4
SILVER,7,4
EXCUSE,8,4
HATE,9,4
PACKAGE,10,4
PLANE ,11,4
ANNOY,12,4
SAME,13,4
WRONG,14,4
THANKS,15,4
DRUGS,16,4
TRAILER,17,4
YOUNG,18,4
POTATO,19,4
VOTE,20,4
SCISSORS,21,4
QUIET,22,4
RAIN,23,4
RENT,24,4
DEATH,25,4
CHILD,26,4
STAMP,27,4
MARRY,28,4
THIN,29,4
SHALLOW,30,4
DISAGREE,31,4
SLIDE,32,4
PURPOSE,33,4
TOOL,34,4
STRIPE,35,4
SPIT,36,4
NECK,37,4
REAL,38,4
TOCK,39,4
PIECE,40,4
BUSH,41,4
DRAW,42,4
