RecalledWord,StudyPosition,Block
SHOVE,1,1
THROW,2,1
QUART,3,1
FOUND,4,1
MUSCLE,5,1
UNCLE,6,1
OFFICE,7,1
CLOCK,8,1
WHERE,9,1
GRASS,10,1
WORST,11,1
WHOLE,12,1
ENTER,13,1
THERE,14,1
ANIMAL,15,1
EARLY,16,1
ROCK,17,1
LEAVES,18,1
MINUTE,19,1
TEETH,20,1
PLANT,21,1
MINUS,22,1
MEAN,23,1
SHARK,24,1
SHORT,25,1
YOURS,26,1
TIGER,27,1
FENCE,28,1
PEPPER,29,1
BEFORE,30,1
FINGER,31,1
DOLLAR,32,1
BEHIND,33,1
PHONE,34,1
QUEEN,35,1
HORSE,36,1
LEMON,37,1
CORAL,38,1
GIRLS,39,1
CANCER,40,1
CLOSE,41,1
SPOON,42,1
MONEY,1,2
GROSS,2,2
BIRD,3,2
NEPHEW,4,2
RIGHT,5,2
CLAM,6,2
HORN,7,2
CHANGE,8,2
LENGTH,9,2
SHEETS,10,2
WEIGHT,11,2
YELLOW,12,2
SELLER,13,2
OUTTAKE,14,2
DREAM,15,2
BOMB,16,2
CHEESE,17,2
PICKLE,18,2
JAIL,19,2
GUITAR,20,2
GLORY,21,2
FISH,22,2
TWELVE,23,2
FRIGHT,24,2
CHAIR,25,2
WORK,26,2
STOP,27,2
EGGS,28,2
SONG,29,2
NUMBER,30,2
LAWYER,31,2
SMOOTH,32,2
STREAM,33,2
STORY,34,2
STAIRS,35,2
ORANGE,36,2
NICKEL,37,2
FLOWER,38,2
WEST,39,2
CRACKER,40,2
DAGGER,41,2
BEACH,42,2
LAND,1,3
KISS,2,3
LAKE,3,3
BLACK,4,3
STOMACH,5,3
LEARN,6,3
TRAIN,7,3
BRIDE,8,3
SHOES,9,3
SWAMP,10,3
DEAF,11,3
SMOKE,12,3
DEVIL,13,3
FROG,14,3
PICTURE,15,3
DIRT,16,3
NOISE,17,3
THIEF,18,3
WORLD,19,3
HOTEL,20,3
PRESENT,21,3
GEEK,22,3
SORRY,23,3
WHEAT,24,3
DUSK,25,3
SOUTH,26,3
SWEET,27,3
KILL,28,3
JUMP,29,3
MINOR,30,3
DOOR,31,3
ROAD,32,3
SMILE,33,3
STARS,34,3
CAMP,35,3
FIVE,36,3
BELOW,37,3
HOOP,38,3
GHOST,39,3
TRASH,40,3
POUND,41,3
TIGHT,42,3
SEEK,1,4
MIDDLE,2,4
KIDNAP,3,4
MOTHER,4,4
CHAIN,5,4
CLUE,6,4
READ,7,4
BUCKET,8,4
INHALE,9,4
FIRST,10,4
TOES,11,4
WILD,12,4
HUNGER,13,4
THREAD,14,4
TENNIS,15,4
BORROW,16,4
PAIN,17,4
TOUR,18,4
ALIVE,19,4
VERB,20,4
SUPPER,21,4
BUTTER,22,4
LESS,23,4
ARGUE,24,4
WAITER,25,4
SPIDER,26,4
NAVY,27,4
BRANCH,28,4
BALLET,29,4
STATES,30,4
SOAP,31,4
SQUARE,32,4
NEWS,33,4
LOOK,34,4
MOST,35,4
THIRST,36,4
CANDLE,37,4
SLOW,38,4
NOSE,39,4
WINTER,40,4
PURPLE,41,4
TEST,42,4
