DelayedWord,DelayedRT
SWAMP,3316.515
LAKE,1916.355
BEACH,2450.33
FROG,5366.195
TIGER,2132.09
MINUS,1483.965
UNCLE,3633.92
NEPHEW,2082.765
NAVY,2833.045
BLACK,2665.61
WEST,2400.425
SOUTH,1900.45
KIDNAPP,1955.385
,8003.32
ANIMAL,3465.31
WILD,2166.93
LAND,5116.615
LEAVESZ,8002.065
PEPPER,7550.495
PHONE,1683.025
QUEEN,2216.16
CLOSE,4584.215
PLANT,1635.565
SHARK,2852.19
TEETH,1950.51
SHORT,3317.69
GIRL,1482.66
GRASS,3916.74
GROSS,3500.055
DREAM,2327.16
GUITAR,2266.96
SONG,3084.68
DOLLAR,3416.4
CHANGE,2435.71
MONEY,1883.145
NICKEL,2099.11
OUTTAKE,5335.09
FLOWER,2366.395
TWELVE,3316.81
FIVE,1783.46
STAIRS,4335.145
STARS,3316.93
NUMBER,3732.35
BIRD,2899.12
FISH,1432.6
RIGHT,2917.07
DAGGER,3283.45
THEIF,4634.245
THERE,1245.88
WHERE,1516.975
EGGS,4916.36
JAIL,1133.56
CLOSE,6467.225
,7999.315
CHEESE,5212.25
CRACKER,2499.62
RIGHT,7302.965
WRONG,1550.795
,7999.835
DOOR,5665.52
PRESENT,2815.705
THEIR,4430.09
WORLD,2582.91
SMOKE,1384.76
GHOST,2166.855
STOMACH,3501.365
SWEET,3901.195
DIRT,1700.095
TRASH,1967.075
BRIDE,2217.205
KISS,1911.335
DEVIL,8000.305
KILL,1283.24
LEARN,3585.535
THIRST,2668.84
HUNGER,1933
MOTHER,1700.895
MUSIC,2301.12
BALLET,2849.44
T,8001.47
ALIVE,5934.625
CHAIN,3518.525
TOES,2649.09
FINGER,1635.51
VERB,2567.81
TEST,2149.43
SPIDER,2831.245
PAIN,2283.975
NOSE,2069.685
,8000.745
MUSCLE,8004.555
YOURS,3115.53
BEHIND,5953.95
WHERE,2282.355
HORSE,3033.54
,8001.795
ORANGE,8002.105
WHEAT,6836.755
DAWN,6336.335
KILL,3952.855
