DelayedWord,DelayedRT
MAGIC,2949.66
TOWN,2266.67
LOVE,2299.835
CLOWN,6033.185
SHERIFF,7967.615
BUN,5133.095
TREE,1899.445
FIRE,1966.235
,8000.56
WANT,6401.225
TOOTH,6115.895
HAIR,1199.62
SKIN,1783.25
TOUCH,1883.51
SMELL,2400.25
WARM,1233.745
,8000.71
,7999.975
,7988.48
LIGHT,2502.605
NIGHTS,3572.255
MANY,6571.09
,8004.355
,7999.54
TAKE,2366.695
CHURCH,2182.615
,8000.785
,7988.33
BRAIN,1899.485
ROSE,4049.34
MOVE,1749.26
DEATH,3883.425
VOTE,1916.18
,8000.915
OVE,8008.875
OVEN,2315.355
,7999.855
,8001.245
,8000.36
,8000.56
SMALL,3749.555
FRONT,2566.785
MONKEY,3199.99
,8001.125
,8001.16
,8000.585
,7988.725
ENGLISH,1998.725
,8000.74
ITCH,3265.915
,8001.37
,8000.57
,7999.64
JEANS,1582.48
PANTS,2416.715
,8001.05
WATER,2032.88
,8000.915
,8000.355
,7988.95
,7998.53
,7991.18
,8000.62
,7988.94
,7999.4
SELF,3699.23
,8001.13
,8000.525
TIRED,4016.11
,7991.96
,7998.83
,8001.035
,8000.315
,8000.395
,8000.145
,7988.325
,8004.535
,7991.77
FREE,6864.975
,8001.28
,7999.945
,8000.035
,8000.48
,7988.755
,7997.185
,8000.345
STRESS,1965.785
,8001.3
CAKE,5882.175
,7999.975
,7990.8
,1733.255
