DelayedWord,DelayedRT
WITCH,8004.18
,8004.51
,8004.24
,8003.055
DOOR,7986.63
,8004.01
,8003.775
,8003.76
FIVE,4050.91
TRAIN,2101.025
DEVIL,8003.145
,8004.1
THEIF,8002.55
BEHIND,8003.475
,8003.645
SMILE,2417.09
,8003.805
LAKE,4601.265
BLACK,6354.59
TRASH,1566.685
,8003.775
FROG,1551.175
STOMACH,1817.985
,8004.32
WORLD,2049.67
DARK,3184.22
,8003.97
LIGHT,2950.04
,8004.055
WINDOW,5885.485
LEAVES,3483.905
FINGER,5519.835
,8002.83
MIRROR,3761.605
,8003.97
,8002.7
GRASS,8002.905
ROCK,1866.94
TIGER,4585.785
PICTURE,1534.18
,8003.545
HONEY,1532.855
,7997.005
,8003.825
WILD,3634.28
HUNGRY,2067.58
SOAP,2052.035
KIDNAP,8004.42
,8004.655
,8003.575
,8002.905
CANDLE,3798.715
MO,7995.575
MOM,2183.94
PAIN,8003.615
SUFFER,6518.68
,8003.925
BEACH,4151.26
,8003.44
GLORY,8004.405
,8003.1
PICKLE,7802.74
YELLOW,3835.055
BIRD,950.79
,8004.115
,8003.895
,8003.81
,8004.31
,8003.19
,8004.2
,8003.83
LEMMO,8004.845
LEMON,7988.915
GIRLS,8002.845
,8003.13
,8130.19
ANIMAL,4234.705
FENCE,2851.295
ENTER,1083.235
QUEEN,1417.19
HORSE,1067.64
UNCLE,5085.125
SHARK,5518.645
WORST,1248.875
,8003.865
,8004.585
,8004.245
,8003.47
,8003.36
,8002.995
,1167.035
