DelayedWord,DelayedRT
QUEEN,5765.695
HORSE,3516.47
SPOON,2132.445
TEETH,5900.575
FINGER,2348.395
,7999.52
WHERE,3681.59
CHEESE,4833.4
BIRD,1765.625
EGGS,2399.595
YELLOW,2398.94
SHARK,3833.57
LEAVES,1748.6
ROCK,1433.555
,7999.99
CHILD,6433.185
UNCLE,1715.545
CAKE,8000.885
ROYAL,3049.705
SWAMP,6083.265
CAMP,1399.175
DUSK,1350.36
NIGHT,3599.71
,8000.61
DAGGER,7998.785
FRIGHT,2282.43
THIEF,3934.375
FIRE,1399.505
,8000.57
SCARED,7999.76
NOTE,6134.31
WHEN,8001.045
FOREST,6967.555
,7999.695
SONG,4266.19
LOC,8000.475
CARE,4582.53
SORRY,7999.56
TAKE,8000.36
MEDICINE,7999.56
PHONE,2483.165
SHOES,2800.09
LAKE,7999.67
HORSE,8000.45
,8000.58
WATER,7999.055
,8000.255
OUCH,7989.09
BITE,8000.54
MONARCH,8045.385
DOVE,5133.49
,7999.195
COLOR,7989.98
LIGHT,8000.685
HOW,8000.515
DOG,7998.51
DISASTER,7999.915
,8000.065
BOTTLE,8000.41
,8000.71
GIRL,8000.42
NEEDLE,7998.5
,8000.31
BED,7999.45
CLOTHES,7999.015
FORGIVE,7999.11
,7999.71
BLUE,8001.38
PEN,7999.315
WATER,7997.77
GAME,7998.725
,7998.88
,7999.83
LOOK,7999.665
TAKE,7999.585
DARK,8000.68
,7997.435
,7999.215
LARGE,2700.3
NEPHEW,8000.515
LONG,7999.48
,8000.59
CHILD,8000.605
GIVE,7999.75
MONEY,8000.28
SELLER,3214.01
FOOD,5112.49
