DelayedWord,DelayedRT
SILVER,6268.8
DEATH,1683.9
GRAVE,1701.8
FOOD,1551.7
TREE,1268.1
TALK,1534.4
CASTLE,2617.8
WANT,1500.6
EXTENT,4870.1
PILE,3301.2
ROYAL,6419.6
LETTUCE,2751.4
SWORD,5568.8
TAKE,8003.5
LIGHT,3184.6
TOOTH,2418
HEAD,2304.3
BRAIN,1650.3
ARMS,5852.7
SKIN,4085.5
MATH,1984.2
STRESS,2134
CLASS,1700.9
WRITE,8003
PENNY,4018.1
BREAD,7304
MILK,8003.8
FRONT,5151.8
PAPER,3801.9
LETTER,3818.6
COPY,8003.2
HAPPY,8003.2
LAUGH,8003.2
LOVE,8003
PYRAMID,8003.8
BOOK,8004.5
MAID,7207.3
BOSS,5067.3
OVEN,8003.1
SPICE,8003.7
TREE,3068.1
TALK,1467.3
SING,1317.5
MUSIC,8003.3
PLANE,2400.8
DESERT,8002.9
WARM,4902.5
CLEAR,4068.4
SHIP,8003.1
STREET,8002.9
JOY,8003.2
CROWN,8003.2
ROCKE,8002.8
LE,8004.6
,8003.1
FOOD,8003.2
WRECK,7837.1
FIRE,3602
TIRED,8003.1
,7995.7
TELEPHONE,8003
HOUSE,8003.3
,8004.5
,8005
HOT,8003.2
,8003.2
ROYAL,7989
THR,8003
THRONE,7988.3
FLOWER,8002.6
,8004.7
,8002.8
DIE,7988.4
,7988
,8004.3
POWER,8003.3
PROPER,7988.3
M,8003.1
MANY,8003.2
NONE,2751.3
CHOSE,6719.6
MAYBE,8004.1
SEVERAL,8004
DECIDE,7988.1
,8003
MOVE,8003.8
,8003
,8003
CHURCH,8003.1
DRESS,1300.7
JACKET,3705.3
