DelayedWord,DelayedRT
TREE,3101.865
,8002.51
SMART,1515.59
,8001.71
SU,7999.385
SUPPLY,1932.54
PENCIL,1683.895
,8001.22
WOOD,1166.635
WATER,1666.13
LOVE,6076.86
LOSE,2982.34
HATE,2167.675
MONKEY,4785.045
,8001.11
SLICE,6567.735
,8000.23
,8001.05
WOOD,2784.34
WARM,4318.615
OMEN,4876.095
OPEN,2050.03
UNTIL,1435.155
SAVE,3518.115
,8009.8
,8001.645
SNEEZE,7218.555
,8001.6
SICK,1599.3
JEANS,5185.58
,7988.17
JACKET,1964.895
,7999.87
,8001.925
,8000.355
,8000.625
,8010.365
,7999.43
,8001.84
,8005.15
,8001.145
,8001.195
,8000.845
,8000.67
,8000.575
,7999.415
,8000.595
,7992.11
,8002.09
,8003.55
,8000.195
,8000.11
,8001.75
,7989.075
,8000.85
,7999.965
,8001.795
,8002.535
,8001.595
,7987.99
,8002.325
,8001.4
,8001.4
,8000.54
,8001.45
,8000.555
,8002.055
,7992.865
,7999.415
,8001.615
,8001.06
,8003.67
,7998.6
POTATO,5686.955
,8003.235
,8001.8
,8002.145
,8003.005
,8007.67
,8000.18
,8002.42
WATER,1237.005
,3336.24
