RecalledWord,StudyPosition,Block
CELL,1,1
MOVE,2,1
STEAL,3,1
BABY,4,1
GUILT,5,1
EXPLODE,6,1
MATH,7,1
GRAVE,8,1
ROSE,9,1
CLASS,10,1
PROPER,11,1
SHEEP,12,1
GRAND,13,1
CLIMB,14,1
UNDER,15,1
RULE,16,1
TOWN,17,1
DOCTOR,18,1
STUPID,19,1
BRAIN,20,1
SHIRT,21,1
REPEAT,22,1
ARMS,23,1
SPOTS,24,1
BREAD,25,1
STING,26,1
SKIN,27,1
FAKE,28,1
MILK,29,1
SUBJECT,30,1
NIGHTS,31,1
KNIT,32,1
TOOTH,33,1
LIGHT,34,1
BIKE,35,1
PENNY,36,1
SELF,37,1
WRITE,38,1
STRESS,39,1
HEAD,40,1
WOOD,41,1
TOUCH,42,1
PRIDE,1,2
MAID,2,2
LARGE,3,2
NINE,4,2
LETTER,5,2
WATER,6,2
SMALL,7,2
ALLOW,8,2
EFFECT,9,2
HELLO,10,2
JEANS,11,2
SLEEP,12,2
ENGLISH,13,2
FRONT,14,2
OVEN,15,2
CASTLE,16,2
FINISH,17,2
PENCIL,18,2
SOFT,19,2
MONKEY,20,2
BALL ,21,2
UNCLEAR,22,2
ONCE,23,2
PLAN,24,2
WANT,25,2
COPY,26,2
MAD,27,2
ITCH,28,2
CARRY,29,2
MINIMUM,30,2
BOSS,31,2
SPICE,32,2
SMART,33,2
SURE,34,2
CAKE,35,2
BANK,36,2
GLASSES,37,2
FIRE,38,2
PAPER,39,2
TIRED,40,2
SILK,41,2
SNEEZE,42,2
BOARD,1,3
STORE,2,3
LOSE,3,3
FIND,4,3
STICKY,5,3
MUSIC ,6,3
GAME,7,3
TAKE,8,3
BELL,9,3
ROOF,10,3
CHURCH,11,3
SOUR,12,3
SWORD,13,3
HAPPY,14,3
DESERT,15,3
VOLCANO,16,3
SMELL,17,3
YEAR,18,3
TALK,19,3
CLEAR,20,3
DRESS,21,3
FOOD,22,3
COLLECT,23,3
SICK,24,3
HAIR,25,3
STREET,26,3
PROBLEM,27,3
MAGIC,28,3
MAYBE,29,3
SING,30,3
BREAK,31,3
WARM,32,3
LOVE,33,3
HEAR,34,3
TREE,35,3
NONE,36,3
JACKET,37,3
STRANGE,38,3
LETTUCE,39,3
LAUGH,40,3
CHOOSE,41,3
SHIP,42,3
PACKAGE,1,4
SHALLOW,2,4
PLANE ,3,4
EXACT,4,4
KNIFE,5,4
STRIPE,6,4
SLIDE,7,4
STAMP,8,4
SILVER,9,4
EXCUSE,10,4
PURPOSE,11,4
CHILD,12,4
TRAILER,13,4
ANNOY,14,4
VOTE,15,4
SCISSORS,16,4
THANKS,17,4
REAL,18,4
RENT,19,4
THIN,20,4
POTATO,21,4
RAIN,22,4
DRUGS,23,4
BUSH,24,4
MANY,25,4
NECK,26,4
SHERIFF,27,4
DISAGREE,28,4
CARD,29,4
TOOL,30,4
MARRY,31,4
TOCK,32,4
DEATH,33,4
QUIET,34,4
SAME,35,4
WRONG,36,4
SPIT,37,4
HATE,38,4
DRAW,39,4
CLOWN,40,4
PIECE,41,4
YOUNG,42,4
