Participant,Prime,Prime_Duration,rt,Response
OC,MIDLAND,49.81,3436.325, 
OC,PEEP,50.47000002,4336.025,SHEEP
OC,CORNER,48.89999994,4094.93,XXXXX
OC,SPUN,50.16999994,668.655,XXXXX
OC,CEASE,50.79500005,833.275,XXXXX
OC,LYNX,49.52,949.855,XXXXX
OC,SPAN,49.94000006,1234.99,BANK
OC,MUZZLE,49.83000003,634.29,XXXXX
OC,STARK,51.14500003,2835.825,XXXXX
OC,RESUME,49.98500005,67.06999999,XXXXX
OC,TRAITOR,51.74000002,1442.09,XXXXX
OC,EFFIGY,50.01500004,3103.805,FINGER
OC,CHEAT,50.16500002,749.6550001,XXXXX
OC,CHEER,48.63999994,2469.615,CHAIN
OC,FREAK,49.69999997,984.94,XXXXX
OC,UNEASY,50.46499998,424.0700001,XXXXX
OC,MORAL,50.27500005,1151.495,XXXXX
OC,FLAK,50.96500006,3978.22,FIHS
OC,REACTOR,50.50000001,2401.915,XXXXX
OC,FAUNA,49.44000009,2220.24,TUNA
OC,KEEP,49.74500008,350.12,XXXXX
OC,PIAZZA,51.28500005,2351.76,BREATH
OC,SPUNK,49.65000006,774.755,XXXXX
OC,MEET,50.04999996,533.39,XXXXX
OC,SNAP,49.45500009,1300.99,XXXXX
OC,DAMAGE,50.03000004,1910.07,DANGER
OC,TRIVIA,51.57000001,1051.645,XXXXX
OC,SHAVE,46.10500007,917.475,XXXXX
OC,TOTALLY,50.34000007,816.8250001,XXXXX
OC,ERUPT,49.81,967.35,XXXXX
OC,VODKA,49.26999996,1001.65,XXXXX
OC,OPTION,50.15499995,501.2149999,XXXXX
OC,LEND,51.63,817.7200001,XXXXX
OC,FOREST,50.63000007,1841.59,SHORT
OC,CLAW,49.69000001,868.155,XXXXX
OC,WIND,49.87500003,1400.56,WINTER
OC,VOID,50.09000003,1469.02,XXXXX
OC,PULL,50.18499994,267.24,XXXXX
OC,SUIT,49.90500002,284.7450001,XXXXX
OC,HOSTEL,50.49000005,2242.185,HOTEL
