Participant,DelayedWord,DelayedRT,Studied,StudyPosition,Block,RecalledonDay1,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,Prime,PrimePosition,PrimeBlock
GN,SOAP,7994.145,Studied,2,2,Recalled,NA,10,Identical,READ,NA,NA,unrelated,,,
GN,READ,7994.015,Studied,7,2,Recalled,Identical,16,Related,LEAST,MOST,NA,identical,read,10,2
GN,JUMP,7998.32,Studied,2,1,Recalled,NA,5,Identical,SOUTH,NA,NA,unrelated,,,
GN,KILL,7994.445,Studied,19,1,NotRecalled,Identical,NA,NA,NA,NA,NA,identical,kill,19,1
GN,KIDNAP,7993.33,Studied,3,2,Recalled,NA,11,Related,RACKET,TENNIS,NA,unrelated,,,
GN,SQUARE,7993.355,Studied,10,2,Recalled,NA,8,Identical,LOOK,NA,NA,unrelated,,,
GN,DUSK,7993.845,Studied,23,1,Recalled,NA,6,Identical,DIRT,NA,NA,unrelated,,,
GN,STARS,7993.68,Studied,24,1,Recalled,NA,7,Unrelated,EFFECT,NA,NA,unrelated,,,
GN,FINGERS,8000.16,Studied,NA,NA,Recalled,NA,NA,NA,NA,NA,NA,unrelated,,,
GN,TOES,7993.72,Studied,28,2,Recalled,Identical,6,Identical,BUCKET,NA,NA,identical,toes,6,2
GN,NOSE,7993.765,Studied,17,2,Recalled,NA,25,Related,HIDE,SEEK,SNOT,related,snot,12,2
GN,BOMB,7993.725,Studied,32,4,Recalled,NA,10,Related,WIDTH,LENGTH,NA,unrelated,,,
GN,NEWS,7989.58,Studied,1,2,Recalled,NA,9,Related,SUMMER,WINTER,NA,unrelated,,,
GN,CANCER,7993.195,Studied,19,3,Recalled,NA,14,Related,TALL,SHORT,NA,unrelated,,,
GN,YELLOW,7997.52,Studied,34,4,Recalled,Identical,14,Identical,NUMBER,NA,NA,identical,yellow,12,4
GN,SMOOTH,7993.65,Studied,1,4,Recalled,NA,13,Unrelated,BIKE,NA,NA,unrelated,,,
GN,SHEETS,7993.475,Studied,6,4,Recalled,NA,12,Identical,YELLOW,NA,NA,unrelated,,,
GN,PURPLE,7993.6,Studied,25,2,Recalled,Identical,5,Unrelated,FOOD,NA,NA,identical,purple,3,2
GN,ORANGE,7998.55,Studied,26,4,Recalled,Identical,19,Identical,ORANGE,NA,NA,identical,orange,19,4
GN,QUEEN,7993.78,Studied,27,3,Recalled,NA,6,Identical,FENCE,NA,NA,unrelated,,,
GN,UNCLE,7995.805,Studied,39,3,Recalled,NA,5,Identical,GIRLS,NA,NA,unrelated,,,
GN,NEPHEW,7993.22,Studied,35,4,Recalled,NA,23,Identical,RIGHT,NA,NIECE,related,niece,22,4
GN,GIRLS,7998.545,Studied,24,3,Recalled,Identical,7,Related,HAND,FINGER,NA,identical,girls,5,3
GN,OFFICE,7989.82,Studied,26,3,Recalled,NA,23,Related,PUSH,SHOVE,POST,related,post,43,
GN,LAWYER,7998.49,Studied,42,4,Recalled,NA,1,firstword,firstword,NA,NA,firstword,,,
GN,WRITE,7990.495,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
GN,GRASS,7993.45,Studied,22,3,Recalled,Identical,12,Identical,GRASS,NA,NA,identical,grass,12,3
GN,LEAVES,7993.525,Studied,1,3,Recalled,NA,13,Unrelated,SAME,NA,NA,unrelated,,,
GN,SPOT,7993.765,Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,identical,spots,11,4
GN,BUTTER,7998.5,Studied,37,2,Recalled,Identical,3,Identical,PURPLE,NA,NA,identical,butter,2,2
GN,EGGS,7992.955,Studied,36,4,Recalled,NA,4,Unrelated,TOOTH,NA,NA,unrelated,,,
GN,CHEESE,7993.365,Studied,25,4,Recalled,Identical,16,Identical,CHEESE,NA,NA,identical,cheese,16,2
GN,CRACKERS,7998.555,Studied,NA,NA,Recalled,NA,NA,NA,NA,NA,NA,identical,cracker,33,4
GN,MUSCLE,7999.075,Studied,29,3,Recalled,Identical,28,Identical,MUSCLE,NA,NA,identical,muscle,28,3
GN,CLOCK,7993.195,Studied,8,3,Recalled,NA,11,Unrelated,EXACT,NA,NA,unrelated,,,
GN,MINUTE,7999.035,Studied,21,3,Recalled,NA,15,Related,PINT,QUART,HOUR,related,hour,8,3
GN,LEARN,7993.4,Studied,18,1,Recalled,NA,8,Identical,WHEAT,NA,NA,unrelated,,,
GN,PLEAD,7999.4,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
GN,CHAIR,8003.475,Studied,9,4,Recalled,NA,20,Related,CHOWDER,CLAM,NA,unrelated,,,
GN,STAIRS,8007.025,Studied,37,4,Recalled,NA,21,Identical,HORN,NA,NA,unrelated,,,
GN,ANIMAL,7999.9,Studied,13,3,Recalled,NA,10,Related,EXIT,ENTER,NA,unrelated,,,
GN,TIGER,7999.2,Studied,14,3,Recalled,NA,8,Related,HOUR,MINUTE,NA,unrelated,,,
GN,SHARK,7995.11,Studied,31,3,Recalled,NA,9,Unrelated,WRONG,NA,NA,unrelated,,,
GN,JAIL,7993.25,Studied,7,4,Recalled,Identical,42,Identical,JAIL,NA,NA,identical,jail,41,4
GN,DAGGER,8011.395,Studied,28,4,Recalled,Identical,11,Unrelated,SPOTS,NA,NA,identical,dagger,9,4
GN,LOOK,7989.735,Studied,22,2,Recalled,Identical,14,Unrelated,ROOF,NA,NA,identical,look,8,2
