Participant,DelayedWord,DelayedRT,Studied,StudyPosition,Block,RecalledonDay1,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,Prime,PrimePosition,PrimeBlock
TD,SHERIFF,1913.73,Studied,1,1,Recalled,NA,1,firstword,firstword,NA,NA,firstword,,,
TD,CAKE,5213.54,Studied,26,3,NotRecalled,Identical,NA,NA,NA,NA,NA,identical,cake,24,3
TD,TREE,3131.385,Studied,1,4,Recalled,NA,1,firstword,firstword,NA,NA,firstword,,,
TD,GUILT,3013.26,Studied,38,2,Recalled,NA,14,Identical,GRAND,NA,NA,unrelated,,,
TD,NIGHTS,4014.47,Studied,22,2,NotRecalled,Identical,NA,NA,NA,NA,NA,identical,nights,39,2
TD,COPY,4063.615,Studied,2,3,Recalled,NA,2,Related,BLAZE,FIRE,NA,unrelated,,,
TD,PROBLEM,4518.34,Studied,42,4,Recalled,NA,19,Unrelated,VERB,NA,DILEMMA,related,dilemma,15,4
TD,PACKAGE,3899.55,Studied,34,1,NotRecalled,NA,NA,NA,NA,NA,PARCEL,related,parcel,8,1
TD,TACK,3114.545,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
TD,KNIT,2547.94,Studied,42,2,Recalled,NA,18,Related,PATIENT,DOCTOR,NA,unrelated,,,
TD,PAPER,2230.235,Studied,3,3,Recalled,NA,3,Identical,CASTLE,NA,NA,unrelated,,,
TD,HEAR,4594.335,Studied,40,4,Recalled,NA,17,Unrelated,LOOK,NA,NA,unrelated,,,
TD,GRAVE,2380.795,Studied,36,2,NotRecalled,Identical,NA,NA,NA,NA,NA,identical,grave,5,2
TD,DRESS,5629.78,Studied,17,4,Recalled,NA,9,Identical,STRANGE,NA,NA,unrelated,,,
TD,CLEAR,4429.585,Studied,33,4,NotRecalled,Identical,NA,NA,NA,NA,NA,identical,clear,41,4
TD,PLANE,5927.72,Studied,NA,NA,Recalled,NA,20,Unrelated,DOLLAR,NA,NA,unrelated,,,
TD,DEATH,4396.055,Studied,19,1,Recalled,NA,8,Related,PARCEL,PACKAGE,NA,unrelated,,,
TD,WRITE,3813.465,Studied,16,2,NotRecalled,Identical,NA,NA,NA,NA,NA,identical,write,4,2
TD,CLASS,2164.835,Studied,17,2,Recalled,Identical,23,Unrelated,SHEETS,NA,NA,identical,class,12,2
TD,LAUGH,6244.805,Studied,4,4,Recalled,Identical,29,Identical,LAUGH,NA,NA,identical,laugh,29,4
TD,SLEEP,3813.545,Studied,39,3,Recalled,NA,16,Related,TELLER,BANK,NA,unrelated,,,
TD,JACKET,3396.895,Studied,27,4,Recalled,NA,20,Related,MAIN,STREET,NA,unrelated,,,
TD,POTATO,3613.645,Studied,22,1,NotRecalled,NA,NA,NA,NA,NA,GRAVY,related,gravy,5,1
TD,SWORD,4279.81,Studied,21,4,Recalled,NA,10,Related,ADORE,LOVE,NA,unrelated,,,
TD,ENGLISH,5345.55,Studied,33,3,Recalled,NA,22,Unrelated,GEEK,NA,NA,unrelated,,,
TD,NINE,4546.19,Studied,35,3,Recalled,NA,8,Unrelated,FIVE,NA,NA,unrelated,,,
TD,SILVER,5029.065,Studied,36,1,NotRecalled,Identical,NA,NA,NA,NA,NA,identical,silver,42,1
TD,HATE,4363.015,Studied,2,1,Recalled,NA,2,Related,DEEP,SHALLOW,NA,unrelated,,,
TD,TOOL,1115.805,Studied,23,1,NotRecalled,NA,NA,NA,NA,NA,PLIERS,related,pliers,27,1
TD,CELL,1748.03,Studied,24,2,Recalled,NA,4,Identical,WRITE,NA,NA,unrelated,,,
TD,LETTUCE,2348.075,Studied,6,4,Recalled,NA,34,Related,DELIGHT,HAPPY,NA,unrelated,,,
TD,CHEESE,2264.785,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
TD,MAYBE,4296.99,Studied,39,4,NotRecalled,Identical,NA,NA,NA,NA,NA,identical,maybe,12,4
TD,YEAR,1515.27,Studied,38,4,Recalled,NA,23,Related,GATHER,COLLECT,NA,unrelated,,,
TD,ANNOY,1131.79,Studied,13,1,NotRecalled,NA,NA,NA,NA,NA,BOTHER,related,bother,10,1
TD,WRONG,4412.94,Studied,6,1,Recalled,NA,5,Related,GRAVY,POTATO,NA,unrelated,,,
TD,EXCUSE,2514.195,Studied,9,1,Recalled,NA,"10,7",Related,BOTHER,ANNOY,NA,unrelated,,,
TD,SILK,4695.82,Studied,19,3,Recalled,Identical,14,Identical,MAD,NA,NA,identical,silk,11,3
TD,CHILD,4802.095,Studied,32,1,NotRecalled,Identical,NA,NA,NA,NA,NA,identical,child,13,1
TD,SPOT,2647.465,Studied,NA,NA,Recalled,NA,NA,NA,NA,NA,NA,unrelated,,,
TD,DESERT,4279.865,Studied,28,4,Recalled,NA,21,Unrelated,BRANCH,NA,NA,unrelated,,,
