Participant,DelayedWord,DelayedRT,Studied,StudyPosition,Block,RecalledonDay1,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,Prime,PrimePosition,PrimeBlock
EX2,DOOR,6249.835,Studied,3,4,Recalled,NA,4,Identical,DUSK,NA,NA,unrelated,,,
EX2,WEIGHT,7367.38,Studied,19,3,NotRecalled,NA,NA,NA,NA,NA,SCALE,related,scale,24,3
EX2,GEEK,4666.255,Studied,4,4,Recalled,NA,1,firstword,firstword,NA,NA,firstword,,,
EX2,SMOKE,2650.71,Studied,2,4,Recalled,NA,3,Related,TEACH,LEARN,NA,unrelated,,,
EX2,MORE,5017.17,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,LESS,1348.915,Studied,33,1,Recalled,NA,7,Related,COBWEB,SPIDER,NA,unrelated,,,
EX2,FUNERAL,5417.165,Practice,NA,NA,Recalled,NA,21,Unrelated,SILVER,NA,NA,unrelated,,,
EX2,TOMB,3083.415,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,related,grave,8,3
EX2,GATE,3050.25,Not Studied,NA,NA,NotRecalled,Related,NA,NA,NA,NA,NA,identical,gate,15,2
EX2,PURPLE,5784.045,Studied,22,1,Recalled,NA,5,Related,SERVER,WAITER,NA,unrelated,,,
EX2,YELLOW,3466.585,Studied,13,3,Recalled,Identical,23,Identical,YELLOW,NA,NA,identical,yellow,23,3
EX2,FLOWER,6417.04,Studied,9,3,Recalled,Identical,26,Identical,FLOWER,NA,NA,identical,flower,26,6
EX2,HOUR,4450.08,Not Studied,NA,NA,Recalled,Related,39,Related,HOUR,MINUTE,NA,identical,hour,39,2
EX2,SMILE,4533.25,Studied,1,4,Recalled,NA,2,Identical,TRASH,NA,NA,unrelated,,,
EX2,FROWN,3216.455,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,GRAVE,3166.96,Not Studied,NA,NA,NotRecalled,Unrelated,NA,NA,NA,NA,NA,identical,grave,8,3
EX2,BRAIN,2599.25,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,MOTHER,1900.335,Studied,42,1,Recalled,Identical,"37,29",Identical,MOTHER,NA,NA,identical,mother,37,1
EX2,POWER,7134.165,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,WEIGHT,1330.75,Studied,19,3,NotRecalled,NA,NA,NA,NA,NA,SCALE,related,scale,24,3
EX2,HEIGHT,5918.37,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,TRAIN,5767.335,Studied,8,4,Recalled,NA,6,Unrelated,LETTER,NA,NA,unrelated,,,
EX2,PAIN,5949,Studied,37,1,NotRecalled,Identical,NA,NA,NA,NA,NA,identical,pain,2,1
EX2,LOUD,1882.375,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,LANE,2307.59,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,LANE,3983.625,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,FAME,5033.25,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,RAIN,2465.625,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,LEVEL,1900.34,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,RIGHT,1099.335,Studied,15,3,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,STATE,4100.33,Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,GATE,2215.625,Not Studied,NA,NA,NotRecalled,Related,NA,NA,NA,NA,NA,identical,gate,15,2
EX2,PAINT,4350.415,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,FACE,3599.5,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,BUS,5782.79,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,GRAIN,5432.5,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,BLAME,5427.715,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,POWER,6400.42,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,BOWL,3715.085,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,FAN,3216.665,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
EX2,MESSAGE,1914.835,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
