Participant,DelayedWord,DelayedRT,Studied,StudyPosition,Block,RecalledonDay1,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,Prime,PrimePosition,PrimeBlock
GJ,JAIL,1801.445,Studied,25,3,Recalled,NA,9,Related,WIDTH,LENGTH,INMATE,related,inmate,8,3
GJ,GHOST,6751.525,Studied,9,4,Recalled,NA,21,Identical,SMILE,NA,NA,unrelated,,,
GJ,N,7998.85,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
GJ,DEVIL,3336.35,Studied,7,4,Recalled,NA,34,Unrelated,FIRE,NA,NA,unrelated,,,
GJ,DEAF,6683,Studied,41,4,Recalled,NA,1,firstword,firstword,NA,NA,firstword,,,
GJ,EGG,8000.21,Studied,NA,NA,Recalled,NA,11,Identical,GUITAR,NA,NA,unrelated,,,
GJ,PICKLE,7990.875,Studied,18,3,Recalled,NA,12,Related,BROOK,STREAM,NA,unrelated,,,
GJ,FOOD,8000.16,Not Studied,NA,NA,NotRecalled,Unrelated,NA,NA,NA,NA,NA,identical,food,15,1
GJ,LEMON,8001.01,Studied,18,2,Recalled,Identical,23,Related,SEED,PLANT,NA,identical,lemon,16,2
GJ,DOLLAR,3901.27,Studied,38,2,Recalled,Identical,37,Identical,DOLLAR,NA,NA,identical,dollar,37,2
GJ,MONEY,2516.78,Studied,5,3,Recalled,NA,15,Unrelated,CLIMB,NA,NA,unrelated,,,
GJ,ROCKS,7833.38,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
GJ,WHEAT,2967.38,Studied,40,4,Recalled,Identical,6,Identical,WHEAT,NA,NA,identical,wheat,6,4
GJ,FISH,7826.865,Studied,1,3,Recalled,NA,14,Identical,SHEETS,NA,NA,unrelated,,,
GJ,JAIL,5683.64,Studied,25,3,Recalled,NA,9,Related,WIDTH,LENGTH,INMATE,related,inmate,8,3
GJ,LAWYER,3500.41,Studied,26,3,Recalled,Identical,8,Related,INMATE,JAIL,NA,identical,lawyer,5,3
GJ,OFFICE,6350.005,Studied,31,2,Recalled,NA,12,Related,PINT,QUART,NA,unrelated,,,
GJ,QUEEN,5318.57,Studied,4,2,Recalled,NA,10,Identical,GIRLS,NA,NA,unrelated,,,
GJ,GUITAR,3700.585,Studied,36,3,Recalled,Identical,21,Unrelated,SELF,NA,NA,identical,guitar,11,3
GJ,YELLOW,3450.56,Studied,37,3,Recalled,NA,6,Unrelated,TOUCH,NA,NA,unrelated,,,
GJ,ORANGE,1667.16,Studied,42,3,Recalled,NA,1,firstword,firstword,NA,NA,firstword,,,
GJ,PURPLE,1286.065,Studied,18,1,Recalled,NA,14,Unrelated,FIND,NA,NA,unrelated,,,
GJ,DARK,3918.45,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
GJ,DUSK,2216.43,Studied,26,4,Recalled,NA,4,Related,WHITE,BLACK,NA,unrelated,,,
GJ,STAR,3733.33,Studied,NA,NA,Recalled,NA,NA,NA,NA,NA,NA,unrelated,,,
GJ,SHOE,1284.035,Studied,NA,NA,Recalled,NA,NA,NA,NA,NA,NA,unrelated,,,
GJ,DEVIL,5067.7,Studied,7,4,Recalled,NA,34,Unrelated,FIRE,NA,NA,unrelated,,,
GJ,FROG,7999.945,Studied,6,4,NotRecalled,Identical,NA,NA,NA,NA,NA,identical,frog,33,4
GJ,LIZARD,3235.175,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,identical,,,
GJ,SUN,2182.795,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,identical,,,
GJ,BEACH,5100.81,Studied,9,3,NotRecalled,NA,NA,NA,NA,NA,SAND,related,sand,19,3
GJ,SWAMP,4767.485,Studied,17,4,NotRecalled,NA,NA,NA,NA,NA,MARSH,related,marsh,23,4
GJ,LAKE,1916.09,Studied,19,4,NotRecalled,Identical,NA,NA,NA,NA,NA,identical,lake,5,4
GJ,OCEAN,3449.21,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
GJ,PEPPER,4632.28,Studied,13,2,Recalled,NA,16,Identical,LEMON,NA,NA,unrelated,,,
GJ,SMOKE,8000.155,Studied,18,4,Recalled,NA,35,Related,CIGAR,SMOKE,CIGAR,related,cigar,35,4
GJ,FIRE,2884.84,Not Studied,NA,NA,NotRecalled,Unrelated,NA,NA,NA,NA,NA,identical,fire,34,4
GJ,PLANT,1900.13,Studied,10,2,NotRecalled,NA,NA,NA,NA,NA,SEED,related,seed,23,2
GJ,GRASS,2233.72,Studied,1,2,Recalled,NA,1,firstword,firstword,NA,NA,firstword,,,
GJ,TREE,1367.125,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
GJ,LAND,1150.48,Studied,20,4,Recalled,NA,16,Related,GARBAGE,TRASH,NA,unrelated,,,
GJ,ROAD,2332.985,Studied,21,4,NotRecalled,Identical,NA,NA,NA,NA,NA,related,road,18,4
GJ,STREET,2800.495,Not Studied,NA,NA,Recalled,NA,"15,29",Unrelated,UNCLEAR,NA,NA,unrelated,,,
GJ,ANIMALS,5900.91,Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,identical,animal,9,2
GJ,NORTH,3931.54,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,related,south,20,4
GJ,EAST,1967.64,Not Studied,NA,NA,NotRecalled,Related,NA,NA,NA,NA,NA,identical,east,26,3
GJ,SOUTTH,1296.655,Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,identical,south,20,4
GJ,WEST,1417.555,Studied,23,3,Recalled,NA,29,Identical,WEIGHT,NA,EAST,related,east,26,3
GJ,SHARK,1365.445,Studied,34,2,NotRecalled,Identical,NA,NA,NA,NA,NA,identical,shark,40,2
GJ,TIGER,7317,Studied,41,2,Recalled,Identical,13,Unrelated,STRIPE,NA,NA,identical,tiger,2,2
GJ,PHONE,1483.215,Studied,24,2,Recalled,NA,26,Identical,THROW,NA,NA,unrelated,,,
